Date,Closing Index Value,Total Market Capitalization
2012-12-10,1418.55,12018975969615.08
2012-12-11,1427.84,12097687531955.3
2012-12-12,1428.48,12103110072310.28
2012-12-13,1419.45,12026601416989.26
2012-12-14,1413.58,11976866554670.95
2012-12-17,1430.36,12119038784603.02
2012-12-18,1446.79,12258245562778.47
2012-12-19,1435.81,12165215104813.38
2012-12-20,1443.69,12231980132934.04
2012-12-21,1430.15,12117259513549.05
2012-12-24,1426.66,12087689723175.81
2012-12-26,1419.83,12029821050325.03
2012-12-27,1418.1,12015163245927.98
2012-12-28,1402.43,11882395734424.08
2012-12-31,1426.19,12083707545102.62
2013-01-02,1462.42,12390674165510.19
2013-01-03,1459.37,12364832371631.0
2013-01-04,1466.47,12424988678694.03
2013-01-07,1461.89,12386183624278.72
2013-01-08,1457.15,12346022934774.67
2013-01-09,1461.02,12378812358483.68
2013-01-10,1472.12,12472859542765.32
2013-01-11,1472.05,12472266452414.0
2013-01-14,1470.68,12460658826966.62
2013-01-15,1472.34,12474723541012.34
2013-01-16,1472.63,12477180629610.7
2013-01-17,1480.94,12547588927032.36
2013-01-18,1485.98,12590291432327.81
2013-01-22,1492.56,12646041925352.42
2013-01-23,1494.81,12665105543787.89
2013-01-24,1494.82,12665190270980.94
2013-01-25,1502.96,12734158206120.81
2013-01-28,1500.18,12710604046453.88
2013-01-29,1507.84,12775505076327.51
2013-01-30,1501.96,12725685486816.16
2013-01-31,1498.11,12693065517493.24
2013-02-01,1513.17,12820664670221.32
2013-02-04,1495.71,12672730991162.08
2013-02-05,1511.29,12804735957928.57
2013-02-06,1512.12,12811768314951.43
2013-02-07,1509.39,12788637791249.73
2013-02-08,1517.93,12860994814111.46
2013-02-11,1517.01,12853199912351.18
2013-02-12,1519.43,12873703893068.44
2013-02-13,1520.33,12881329340442.63
2013-02-14,1521.38,12890225695712.51
2013-02-15,1519.79,12876754072018.11
2013-02-19,1530.94,12971224892264.99
2013-02-20,1511.95,12810327952669.64
2013-02-21,1502.42,12729582937696.3
2013-02-22,1515.6,12841253378131.62
2013-02-25,1487.85,12606135417427.5
2013-02-26,1496.94,12683152435906.8
2013-02-27,1515.99,12844557738660.43
2013-02-28,1514.68,12833458476371.34
2013-03-01,1518.2,12863282448323.72
2013-03-04,1525.2,12922591483456.28
2013-03-05,1539.79,13046208458111.17
2013-03-06,1541.46,13060357899349.94
2013-03-07,1544.26,13084081513402.97
2013-03-08,1551.18,13142712730991.16
2013-03-11,1556.22,13185415236286.61
2013-03-12,1552.48,13153727266087.21
2013-03-13,1554.52,13171011613468.7
2013-03-14,1563.23,13244808998612.23
2013-03-15,1560.7,13223373018771.46
2013-03-18,1552.1,13150507632751.44
2013-03-19,1548.34,13118650208165.95
2013-03-20,1558.71,13206512307355.2
2013-03-21,1545.8,13097129501132.13
2013-03-22,1556.89,13191091958220.73
2013-03-25,1551.69,13147033817836.54
2013-03-26,1563.77,13249384267036.74
2013-03-27,1562.85,13241589365276.46
2013-03-28,1569.19,13295306405667.96
2013-04-01,1562.17,13235827916149.3
2013-04-02,1570.25,13304287488130.89
2013-04-03,1553.69,13163979256445.84
2013-04-04,1559.98,13217272660872.1
2013-04-05,1553.28,13160505441530.93
2013-04-08,1563.07,13243453363523.48
2013-04-09,1568.61,13290392228471.26
2013-04-10,1587.73,13452390621576.22
2013-04-11,1593.37,13500176758454.46
2013-04-12,1588.85,13461880067197.43
2013-04-15,1552.36,13152710539770.65
2013-04-16,1574.57,13340889635526.99
2013-04-17,1552.01,13149745088014.02
2013-04-18,1541.61,13061628807245.64
2013-04-19,1555.25,13177196698561.1
2013-04-22,1562.5,13238623913519.83
2013-04-23,1578.78,13376559783799.58
2013-04-24,1578.79,13376644510992.62
2013-04-25,1585.16,13430615732963.26
2013-04-26,1582.24,13405875392593.68
2013-04-29,1593.61,13502210211087.58
2013-04-30,1597.57,13535762179534.0
2013-05-01,1582.7,13409772843473.82
2013-05-02,1597.59,13535931633920.1
2013-05-03,1614.42,13678527499817.4
2013-05-06,1617.5,13704623475275.73
2013-05-07,1625.96,13776302680593.09
2013-05-08,1632.69,13833324081513.4
2013-05-09,1626.67,13782318311299.4
2013-05-10,1633.7,13841881528011.1
2013-05-13,1633.77,13842474618362.43
2013-05-14,1650.34,13982867577240.52
2013-05-15,1658.78,14054377328171.79
2013-05-16,1650.47,13983969030750.13
2013-05-17,1667.47,14128005258929.22
2013-05-20,1666.29,14118007450149.74
2013-05-21,1669.16,14142324154554.09
2013-05-22,1655.35,14025315900956.83
2013-05-23,1650.51,13984307939522.32
2013-05-24,1649.6,13976597764955.08
2013-05-28,1660.06,14065222408881.75
2013-05-29,1648.36,13966091593017.31
2013-05-30,1654.41,14017351544810.46
2013-05-31,1630.74,13816802278869.33
2013-06-03,1640.42,13898818201738.37
2013-06-04,1631.38,13822224819224.31
2013-06-05,1608.9,13631758089255.72
2013-06-06,1622.56,13747495434957.27
2013-06-07,1643.38,13923897450880.14
2013-06-10,1642.81,13919068000876.49
2013-06-11,1626.13,13777743042874.88
2013-06-12,1612.52,13662429333138.56
2013-06-13,1636.36,13864418961361.48
2013-06-14,1626.73,13782826674457.68
2013-06-17,1639.04,13887125849097.95
2013-06-18,1651.81,13995322474618.36
2013-06-19,1628.93,13801466656927.91
2013-06-20,1588.19,13456288072456.36
2013-06-21,1592.43,13492212402308.08
2013-06-24,1573.09,13328350010956.1
2013-06-25,1588.03,13454932437367.61
2013-06-26,1603.26,13583971952377.48
2013-06-27,1613.2,13668190782265.72
2013-06-28,1606.28,13609559564677.52
2013-07-01,1614.96,13683102768241.91
2013-07-02,1614.08,13675646775253.82
2013-07-03,1615.41,13686915491929.0
2013-07-05,1631.89,13826545906069.68
2013-07-08,1640.46,13899157110510.56
2013-07-09,1652.32,13999643561463.74
2013-07-10,1652.62,14002185377255.13
2013-07-11,1675.02,14191974289679.35
2013-07-12,1680.19,14235778248484.4
2013-07-15,1682.5,14255350230078.16
2013-07-16,1676.26,14202480461617.12
2013-07-17,1680.91,14241878606383.76
2013-07-18,1689.37,14313557811701.12
2013-07-19,1692.09,14336603608209.77
2013-07-22,1695.53,14365749762617.78
2013-07-23,1692.39,14339145424001.17
2013-07-24,1685.94,14284496384486.16
2013-07-25,1690.25,14321013804689.21
2013-07-26,1691.65,14332875611715.73
2013-07-29,1685.33,14279328025710.32
2013-07-30,1685.96,14284665838872.25
2013-07-31,1685.73,14282717113432.18
2013-08-01,1706.87,14461830399532.54
2013-08-02,1709.67,14485554013585.57
2013-08-05,1707.14,14464118033744.8
2013-08-06,1697.37,14381339566138.34
2013-08-07,1690.91,14326605799430.28
2013-08-08,1697.48,14382271565261.85
2013-08-09,1691.42,14330926886275.66
2013-08-12,1689.47,14314405083631.58
2013-08-13,1694.16,14354142137170.4
2013-08-14,1685.39,14279836388868.6
2013-08-15,1661.32,14075898035205.61
2013-08-16,1655.83,14029382806223.07
2013-08-19,1646.06,13946604338616.61
2013-08-20,1652.35,13999897743042.88
2013-08-21,1642.8,13918983273683.44
2013-08-22,1656.96,14038956979037.32
2013-08-23,1663.5,14094368563289.75
2013-08-26,1656.78,14037431889562.49
2013-08-27,1630.48,13814599371850.12
2013-08-28,1634.96,13852557154334.96
2013-08-29,1638.17,13879754583302.9
2013-08-30,1632.97,13835696442918.71
2013-09-03,1639.77,13893310934190.34
2013-09-04,1653.08,14006082828135.27
2013-09-05,1655.08,14023028266744.58
2013-09-06,1655.17,14023790811482.0
2013-09-09,1671.71,14163929588780.95
2013-09-10,1683.99,14267974581842.08
2013-09-11,1689.13,14311524359068.0
2013-09-12,1683.42,14263145131838.44
2013-09-13,1687.99,14301865459060.7
2013-09-16,1697.6,14383288291578.41
2013-09-17,1704.76,14443952961799.72
2013-09-18,1725.52,14619846614564.31
2013-09-19,1722.34,14592903367175.52
2013-09-20,1709.91,14487587466218.68
2013-09-23,1701.84,14419212621430.14
2013-09-24,1697.42,14381763202103.57
2013-09-25,1692.77,14342365057336.94
2013-09-26,1698.67,14392354101234.39
2013-09-27,1691.75,14333722883646.19
2013-09-30,1681.55,14247301146738.74
2013-10-01,1695.0,14361259221386.31
2013-10-02,1693.87,14351685048572.06
2013-10-03,1678.66,14222814987948.29
2013-10-04,1690.5,14323131984515.38
2013-10-07,1676.12,14201294280914.47
2013-10-08,1655.45,14026163172887.3
2013-10-09,1656.4,14034212256226.72
2013-10-10,1692.56,14340585786282.96
2013-10-11,1703.2,14430735519684.46
2013-10-14,1710.14,14489536191658.76
2013-10-15,1698.06,14387185742458.55
2013-10-16,1721.54,14586125191731.8
2013-10-17,1733.15,14684493462858.82
2013-10-18,1744.5,14780658826966.62
2013-10-21,1744.66,14782014462055.36
2013-10-22,1754.67,14866826382294.94
2013-10-23,1746.38,14796587539259.37
2013-10-24,1752.07,14844797312102.84
2013-10-25,1759.77,14910037250748.67
2013-10-28,1762.11,14929863413921.56
2013-10-29,1771.95,15013234971879.34
2013-10-30,1763.31,14940030677087.14
2013-10-31,1756.54,14882670367394.64
2013-11-01,1761.64,14925881235848.37
2013-11-04,1767.93,14979174640274.64
2013-11-05,1762.97,14937149952523.56
2013-11-06,1770.49,15000864801694.54
2013-11-07,1747.15,14803111533123.95
2013-11-08,1770.61,15001881528011.1
2013-11-11,1771.89,15012726608721.06
2013-11-12,1767.69,14977141187641.52
2013-11-13,1782.0,15098385800891.1
2013-11-14,1790.62,15171420641297.2
2013-11-15,1798.18,15235474399240.38
2013-11-18,1791.53,15179130815864.44
2013-11-19,1787.87,15148120663209.41
2013-11-20,1781.37,15093047987729.16
2013-11-21,1795.85,15215732963260.54
2013-11-22,1804.76,15291224892264.99
2013-11-25,1802.48,15271907092250.38
2013-11-26,1802.75,15274194726462.64
2013-11-27,1807.23,15312152508947.48
2013-11-29,1805.81,15300121247534.88
2013-12-02,1800.9,15258520195749.03
2013-12-03,1795.15,15209802059747.28
2013-12-04,1792.81,15189975896574.39
2013-12-05,1785.03,15124058140384.19
2013-12-06,1805.09,15294020889635.53
2013-12-09,1808.37,15321811408954.79
2013-12-10,1802.62,15273093272953.04
2013-12-11,1782.22,15100249799138.12
2013-12-12,1775.5,15043313125410.85
2013-12-13,1775.32,15041788035936.02
2013-12-16,1786.54,15136851946534.22
2013-12-17,1781.0,15089913081586.44
2013-12-18,1810.65,15341129208969.4
2013-12-19,1809.6,15332232853699.51
2013-12-20,1818.32,15406114966036.08
2013-12-23,1827.99,15488046161712.08
2013-12-24,1833.32,15533205755605.87
2013-12-26,1842.02,15606918413556.35
2013-12-27,1841.4,15601665327587.47
2013-12-30,1841.07,15598869330216.93
2013-12-31,1848.36,15660635453947.85
2014-01-02,1831.98,15521852311737.64
2014-01-03,1831.37,15516683952961.8
2014-01-06,1826.77,15477709444160.4
2014-01-07,1837.88,15571841355635.09
2014-01-08,1837.49,15568536995106.28
2014-01-09,1838.13,15573959535461.26
2014-01-10,1842.37,15609883865312.98
2014-01-13,1819.2,15413570959024.18
2014-01-14,1838.88,15580314074939.74
2014-01-15,1848.38,15660804908333.94
2014-01-16,1845.89,15639707837265.36
2014-01-17,1838.7,15578788985464.9
2014-01-21,1843.8,15621999853918.63
2014-01-22,1844.86,15630980936381.56
2014-01-23,1828.46,15492028339785.26
2014-01-24,1790.29,15168624643926.67
2014-01-27,1781.56,15094657804397.05
2014-01-28,1792.5,15187349353589.95
2014-01-29,1774.2,15032298590314.81
2014-01-30,1794.19,15201668249214.82
2014-01-31,1782.59,15103384705280.84
2014-02-03,1741.89,14758545029581.48
2014-02-04,1755.2,14871316923526.4
2014-02-05,1751.64,14841154042801.84
2014-02-06,1773.43,15025774596450.22
2014-02-07,1797.02,15225646044846.98
2014-02-10,1799.84,15249539113286.1
2014-02-11,1819.75,15418230954641.74
2014-02-12,1819.26,15414079322182.46
2014-02-13,1829.83,15503635965232.64
2014-02-14,1838.63,15578195895113.58
2014-02-18,1840.76,15596242787232.49
2014-02-19,1828.75,15494485428383.61
2014-02-20,1839.78,15587939522313.93
2014-02-21,1836.25,15558030823168.5
2014-02-24,1847.61,15654280914469.36
2014-02-25,1845.12,15633183843400.77
2014-02-26,1845.16,15633522752172.96
2014-02-27,1854.29,15710878679424.44
2014-02-28,1859.45,15754597911036.45
2014-03-03,1845.73,15638352202176.61
2014-03-04,1873.91,15877113432181.73
2014-03-05,1873.81,15876266160251.26
2014-03-06,1877.03,15903548316412.24
2014-03-07,1878.04,15912105762909.94
2014-03-10,1877.17,15904734497114.9
2014-03-11,1867.63,15823904754948.51
2014-03-12,1868.2,15828734204952.16
2014-03-13,1846.34,15643520560952.45
2014-03-14,1841.13,15599377693375.21
2014-03-17,1858.83,15749344825067.56
2014-03-18,1872.25,15863048718136.0
2014-03-19,1860.77,15765781900518.59
2014-03-20,1872.01,15861015265502.88
2014-03-21,1866.52,15814500036520.34
2014-03-24,1857.44,15737567745234.1
2014-03-25,1865.62,15806874589146.16
2014-03-26,1852.56,15696220875027.39
2014-03-27,1849.04,15666396903075.01
2014-03-28,1857.62,15739092834708.93
2014-03-31,1872.34,15863811262873.42
2014-04-01,1885.52,15975481703308.74
2014-04-02,1890.9,16021064933167.78
2014-04-03,1888.77,16003018041048.86
2014-04-04,1865.09,15802384047914.69
2014-04-07,1845.04,15632506025856.4
2014-04-08,1851.96,15691137243444.6
2014-04-09,1872.18,15862455627784.68
2014-04-10,1833.08,15531172302972.76
2014-04-11,1815.69,15383831714264.84
2014-04-14,1830.61,15510244686290.26
2014-04-15,1842.98,15615052224088.82
2014-04-16,1862.31,15778829888247.76
2014-04-17,1864.85,15800350595281.57
2014-04-21,1871.89,15859998539186.33
2014-04-22,1879.55,15924899569059.97
2014-04-23,1875.39,15889653056752.61
2014-04-24,1878.61,15916935212913.59
2014-04-25,1863.4,15788065152289.82
2014-04-28,1869.43,15839155649696.88
2014-04-29,1878.33,15914562851508.29
2014-04-30,1883.95,15962179534000.44
2014-05-01,1883.68,15959891899788.18
2014-05-02,1881.14,15938371192754.36
2014-05-05,1884.66,15968195164706.74
2014-05-06,1867.72,15824667299685.92
2014-05-07,1878.21,15913546125191.73
2014-05-08,1875.63,15891686509385.73
2014-05-09,1878.48,15915833759403.99
2014-05-12,1896.65,16069783069169.53
2014-05-13,1897.45,16076561244613.25
2014-05-14,1888.53,16000984588415.75
2014-05-15,1870.85,15851186911109.49
2014-05-16,1877.86,15910580673435.1
2014-05-19,1885.08,15971753706814.7
2014-05-20,1872.83,15867962895332.7
2014-05-21,1888.03,15996748228763.42
2014-05-22,1892.49,16034536556862.18
2014-05-23,1900.53,16102657220071.58
2014-05-27,1911.91,16199076765758.53
2014-05-28,1909.78,16181029873639.62
2014-05-29,1920.03,16267875246512.31
2014-05-30,1923.57,16297868672850.78
2014-06-02,1924.97,16309730479877.29
2014-06-03,1924.24,16303545394784.9
2014-06-04,1927.88,16334386093053.83
2014-06-05,1940.46,16440972901906.36
2014-06-06,1949.44,16517057921262.14
2014-06-09,1951.27,16532562997589.66
2014-06-10,1950.79,16528496092323.42
2014-06-11,1943.89,16470034329121.32
2014-06-12,1930.11,16353280257103.21
2014-06-13,1936.16,16404540208896.36
2014-06-16,1937.78,16418266014169.89
2014-06-17,1941.99,16453936162442.48
2014-06-18,1956.98,16580942224819.22
2014-06-19,1959.48,16602124023080.86
2014-06-20,1962.87,16630846541523.63
2014-06-23,1962.61,16628643634504.42
2014-06-24,1949.98,16521633189686.66
2014-06-25,1959.53,16602547659046.09
2014-06-26,1957.22,16582975677452.34
2014-06-27,1960.96,16614663647651.74
2014-06-30,1960.23,16608478562559.34
2014-07-01,1973.32,16719386458257.25
2014-07-02,1974.62,16730400993353.3
2014-07-03,1985.44,16822075816229.64
2014-07-07,1977.65,16756073332846.4
2014-07-08,1963.71,16637963625739.54
2014-07-09,1972.83,16715234825797.97
2014-07-10,1964.68,16646182163465.05
2014-07-11,1967.57,16670668322255.5
2014-07-14,1977.1,16751413337228.84
2014-07-15,1973.28,16719047549485.06
2014-07-16,1981.57,16789286392520.64
2014-07-17,1958.12,16590601124826.53
2014-07-18,1978.22,16760902782850.05
2014-07-21,1973.63,16722013001241.69
2014-07-22,1983.53,16805892922357.76
2014-07-23,1987.01,16835377985537.94
2014-07-24,1987.98,16843596523263.46
2014-07-25,1978.34,16761919509166.6
2014-07-28,1978.91,16766748959170.26
2014-07-29,1969.95,16690833394200.57
2014-07-30,1970.07,16691850120517.13
2014-07-31,1930.67,16358024979913.81
2014-08-01,1925.15,16311255569352.13
2014-08-04,1938.99,16428518004528.52
2014-08-05,1920.21,16269400335987.15
2014-08-06,1920.24,16269654517566.28
2014-08-07,1909.57,16179250602585.64
2014-08-08,1931.59,16365819881674.09
2014-08-11,1936.92,16410979475567.89
2014-08-12,1933.75,16384120955372.14
2014-08-13,1946.72,16494012124753.49
2014-08-14,1955.18,16565691330070.85
2014-08-15,1955.06,16564674603754.29
2014-08-18,1971.74,16705999561755.9
2014-08-19,1981.6,16789540574099.77
2014-08-20,1986.51,16831141625885.62
2014-08-21,1992.37,16880791761010.88
2014-08-22,1988.4,16847155065371.42
2014-08-25,1997.92,16927815353151.71
2014-08-26,2000.02,16945608063691.48
2014-08-27,2000.12,16946455335621.94
2014-08-28,1996.74,16917817544372.22
2014-08-29,2003.37,16973991673362.06
2014-09-02,2002.28,16964756409319.99
2014-09-03,2000.72,16951538967204.74
2014-09-04,1997.65,16925527718939.45
2014-09-05,2007.71,17010763275144.26
2014-09-08,2001.54,16958486597034.55
2014-09-09,1988.44,16847493974143.6
2014-09-10,1995.69,16908921189102.33
2014-09-11,1997.45,16923833175078.52
2014-09-12,1985.54,16822923088160.1
2014-09-15,1984.13,16810976553940.55
2014-09-16,1998.98,16936796435614.64
2014-09-17,2001.57,16958740778613.69
2014-09-18,2011.36,17041688700606.24
2014-09-19,2010.4,17033554890073.77
2014-09-22,1994.29,16897059382075.82
2014-09-23,1982.77,16799453655686.22
2014-09-24,1998.3,16931034986487.48
2014-09-25,1965.99,16657281425754.15
2014-09-26,1982.85,16800131473230.59
2014-09-29,1977.8,16757344240742.1
2014-09-30,1972.29,16710659557373.46
2014-10-01,1946.16,16489267401942.88
2014-10-02,1946.17,16489352129135.93
2014-10-03,1967.9,16673464319626.03
2014-10-06,1964.82,16647368344167.7
2014-10-07,1935.1,16395559126433.42
2014-10-08,1968.89,16681852311737.64
2014-10-09,1928.21,16337182090424.37
2014-10-10,1906.13,16150104448177.64
2014-10-13,1874.74,15884145789204.59
2014-10-14,1877.7,15909225038346.36
2014-10-15,1862.49,15780354977722.59
2014-10-16,1862.76,15782642611934.85
2014-10-17,1886.76,15985987875246.51
2014-10-20,1904.01,16132142283251.77
2014-10-21,1941.28,16447920531736.18
2014-10-22,1927.11,16327862099189.25
2014-10-23,1950.82,16528750273902.56
2014-10-24,1964.58,16645334891534.58
2014-10-27,1961.63,16620340369585.86
2014-10-28,1985.05,16818771455700.82
2014-10-29,1982.3,16795471477613.03
2014-10-30,1994.65,16900109561025.49
2014-10-31,2018.05,17098371192754.36
2014-11-03,2017.81,17096337740121.25
2014-11-04,2012.1,17047958512891.68
2014-11-05,2023.57,17145140603316.05
2014-11-06,2031.21,17209872178803.6
2014-11-07,2031.92,17215887809509.9
2014-11-10,2038.26,17269604849901.4
2014-11-11,2039.68,17281636111314.0
2014-11-12,2038.25,17269520122708.35
2014-11-13,2039.33,17278670659557.37
2014-11-14,2039.82,17282822292016.66
2014-11-17,2041.32,17295531370973.63
2014-11-18,2051.8,17384325469286.4
2014-11-19,2048.72,17358229493828.06
2014-11-20,2052.75,17392374552625.81
2014-11-21,2063.5,17483456285150.83
2014-11-24,2069.41,17533530056241.32
2014-11-25,2067.03,17513364984296.26
2014-11-26,2072.83,17562506756263.24
2014-11-28,2067.56,17517855525527.72
2014-12-01,2053.44,17398220728946.02
2014-12-02,2066.55,17509298079030.02
2014-12-03,2074.33,17575215835220.22
2014-12-04,2071.92,17554796581696.0
2014-12-05,2075.37,17584027463297.06
2014-12-08,2060.31,17456428310568.99
2014-12-09,2059.82,17452276678109.71
2014-12-10,2026.14,17166915491929.0
2014-12-11,2035.33,17244779782338.76
2014-12-12,2002.33,16965180045285.22
2014-12-15,1989.63,16857576510116.14
2014-12-16,1972.74,16714472281060.55
2014-12-17,2012.89,17054651961142.36
2014-12-18,2061.23,17464223212329.27
2014-12-19,2070.65,17544036228179.1
2014-12-22,2078.54,17610885983492.8
2014-12-23,2082.17,17641641954568.7
2014-12-24,2081.88,17639184865970.35
2014-12-26,2088.77,17697561901979.4
2014-12-29,2090.57,17712812796727.78
2014-12-30,2080.35,17626221605434.23
2014-12-31,2058.9,17444481776349.43
2015-01-02,2058.2,17438550872836.17
2015-01-05,2020.58,17119807172595.14
2015-01-06,2002.61,16967552406690.52
2015-01-07,2025.9,17164882039295.89
2015-01-08,2062.14,17471933386896.5
2015-01-09,2044.81,17325101161346.87
2015-01-12,2028.26,17184877656854.87
2015-01-13,2023.03,17140565334891.54
2015-01-14,2011.27,17040926155868.82
2015-01-15,1992.67,16883333576802.28
2015-01-16,2019.42,17109978818201.74
2015-01-20,2022.55,17136498429625.3
2015-01-21,2032.12,17217582353370.83
2015-01-22,2063.15,17480490833394.2
2015-01-23,2051.82,17384494923672.49
2015-01-26,2057.09,17429146154408.01
2015-01-27,2029.55,17195807464757.87
2015-01-28,2002.16,16963739683003.43
2015-01-29,2021.25,17125483894529.26
2015-01-30,1994.99,16902990285589.08
2015-02-02,2020.85,17122094806807.39
2015-02-03,2050.03,17369328756117.16
2015-02-04,2041.51,17297141187641.52
2015-02-05,2062.52,17475153020232.27
2015-02-06,2055.47,17415420349134.47
2015-02-09,2046.74,17341453509604.85
2015-02-10,2068.59,17526582426411.51
2015-02-11,2068.53,17526074063253.24
2015-02-12,2088.48,17695104813381.06
2015-02-13,2096.99,17767207654663.64
2015-02-17,2100.34,17795591264334.24
2015-02-18,2099.68,17789999269593.16
2015-02-19,2097.45,17771105105543.78
2015-02-20,2110.3,17879979548608.58
2015-02-23,2109.66,17874557008253.6
2015-02-24,2115.48,17923868234606.68
2015-02-25,2113.86,17910142429333.14
2015-02-26,2110.74,17883707545102.62
2015-02-27,2104.5,17830837776641.59
2015-03-02,2117.39,17940051128478.56
2015-03-03,2107.78,17858628295960.85
2015-03-04,2098.53,17780255642392.82
2015-03-05,2101.04,17801522167847.49
2015-03-06,2071.26,17549204586954.94
2015-03-09,2079.43,17618426703673.94
2015-03-10,2044.16,17319593893798.85
2015-03-11,2040.24,17286380834124.61
2015-03-12,2065.95,17504214447447.23
2015-03-13,2053.4,17397881820173.84
2015-03-16,2081.19,17633338689650.14
2015-03-17,2074.28,17574792199254.99
2015-03-18,2099.5,17788474180118.33
2015-03-19,2089.27,17701798261631.73
2015-03-20,2108.1,17861339566138.34
2015-03-23,2104.42,17830159959097.22
2015-03-24,2091.5,17720692425681.1
2015-03-25,2061.05,17462698122854.43
2015-03-26,2056.15,17421181798261.63
2015-03-27,2061.02,17462443941275.29
2015-03-30,2086.24,17676125922138.63
2015-03-31,2067.89,17520651522898.26
2015-04-01,2059.69,17451175224600.1
2015-04-02,2066.96,17512771893944.93
2015-04-06,2080.62,17628509239646.48
2015-04-07,2076.33,17592161273829.52
2015-04-08,2081.9,17639354320356.44
2015-04-09,2091.18,17717981155503.61
2015-04-10,2102.06,17810164341538.24
2015-04-13,2092.43,17728572054634.43
2015-04-14,2095.84,17757464027463.3
2015-04-15,2106.63,17848884668760.5
2015-04-16,2104.99,17834989409100.87
2015-04-17,2081.18,17633253962457.08
2015-04-20,2100.4,17796099627492.52
2015-04-21,2097.29,17769749470455.04
2015-04-22,2107.96,17860153385435.69
2015-04-23,2112.93,17902262800379.81
2015-04-24,2117.69,17942592944269.96
2015-04-27,2108.92,17868287195968.16
2015-04-28,2114.76,17917767876707.33
2015-04-29,2106.85,17850748667007.52
2015-04-30,2085.51,17669940837046.24
2015-05-01,2108.29,17862949382806.22
2015-05-04,2114.49,17915480242495.07
2015-05-05,2089.46,17703408078299.61
2015-05-06,2080.15,17624527061573.3
2015-05-07,2088.0,17691037908114.82
2015-05-08,2116.1,17929121320575.56
2015-05-11,2105.33,17837870133664.45
2015-05-12,2099.12,17785254546782.56
2015-05-13,2098.48,17779832006427.58
2015-05-14,2121.1,17971484917098.82
2015-05-15,2122.73,17985295449565.41
2015-05-18,2129.2,18040113943466.51
2015-05-19,2127.83,18028506318019.14
2015-05-20,2125.85,18011730333795.92
2015-05-21,2130.82,18053839748740.05
2015-05-22,2126.06,18013509604849.9
2015-05-26,2104.2,17828295960850.19
2015-05-27,2123.48,17991649989043.9
2015-05-28,2120.79,17968858374114.38
2015-05-29,2107.39,17855323935432.04
2015-06-01,2111.73,17892095537214.23
2015-06-02,2109.6,17874048645095.32
2015-06-03,2114.07,17911921700387.12
2015-06-04,2095.84,17757464027463.3
2015-06-05,2092.83,17731961142356.29
2015-06-08,2079.28,17617155795778.25
2015-06-09,2080.15,17624527061573.3
2015-06-10,2105.2,17836768680154.84
2015-06-11,2108.86,17867778832809.88
2015-06-12,2094.11,17742806223066.25
2015-06-15,2084.43,17660790300197.21
2015-06-16,2096.29,17761276751150.39
2015-06-17,2100.44,17796438536264.7
2015-06-18,2121.24,17972671097801.47
2015-06-19,2109.99,17877353005624.13
2015-06-22,2122.85,17986312175881.96
2015-06-23,2124.2,17997750346943.24
2015-06-24,2108.58,17865406471404.58
2015-06-25,2102.31,17812282521364.4
2015-06-26,2101.49,17805334891534.58
2015-06-29,2057.64,17433806150025.56
2015-06-30,2063.11,17480151924622.02
2015-07-01,2077.42,17601396537871.6
2015-07-02,2076.78,17595973997516.62
2015-07-06,2068.76,17528022788693.3
2015-07-07,2081.34,17634609597545.84
2015-07-08,2046.68,17340945146446.57
2015-07-09,2051.31,17380173836827.11
2015-07-10,2076.62,17594618362427.87
2015-07-13,2099.6,17789321452048.79
2015-07-14,2108.95,17868541377547.29
2015-07-15,2107.4,17855408662625.08
2015-07-16,2124.29,17998512891680.67
2015-07-17,2126.64,18018423782046.6
2015-07-20,2128.28,18032319041706.24
2015-07-21,2119.21,17955471477613.03
2015-07-22,2114.15,17912599517931.49
2015-07-23,2102.15,17810926886275.66
2015-07-24,2079.65,17620290701920.97
2015-07-27,2067.64,17518533343072.09
2015-07-28,2093.25,17735519684464.24
2015-07-29,2108.57,17865321744211.53
2015-07-30,2108.63,17865830107369.8
2015-07-31,2103.84,17825245781900.52
2015-08-03,2098.04,17776104009933.54
2015-08-04,2093.32,17736112774815.58
2015-08-05,2099.84,17791354904681.91
2015-08-06,2083.56,17653419034402.16
2015-08-07,2077.57,17602667445767.29
2015-08-10,2104.18,17828126506464.1
2015-08-11,2084.07,17657740121247.54
2015-08-12,2086.05,17674516105470.75
2015-08-13,2083.39,17651978672120.37
2015-08-14,2091.54,17721031334453.29
2015-08-17,2102.44,17813383974874.01
2015-08-18,2096.92,17766614564312.32
2015-08-19,2079.61,17619951793148.78
2015-08-20,2035.73,17248168870060.62
2015-08-21,1970.89,16698797750346.94
2015-08-24,1893.21,16040636914761.52
2015-08-25,1867.61,15823735300562.41
2015-08-26,1940.51,16441396537871.6
2015-08-27,1987.66,16840885253085.97
2015-08-28,1988.87,16851137243444.6
2015-08-31,1972.18,16709727558249.95
2015-09-01,1913.85,16215513841209.55
2015-09-02,1948.86,16512143744065.44
2015-09-03,1951.13,16531376816887.01
2015-09-04,1921.22,16277957782484.84
2015-09-08,1969.41,16686258125776.06
2015-09-09,1942.04,16454359798407.71
2015-09-10,1952.29,16541205171280.4
2015-09-11,1961.05,16615426192389.16
2015-09-14,1953.03,16547474983565.84
2015-09-15,1978.09,16759801329340.44
2015-09-16,1995.31,16905701555766.56
2015-09-17,1990.2,16862405960119.79
