Date,Closing Index Value,Total Market Capitalization
2004-04-06,1148.16,9728037396830.04
2004-04-07,1140.53,9663390548535.54
2004-04-08,1139.32,9653138558176.9
2004-04-12,1145.2,9702958147688.26
2004-04-13,1129.44,9569428091446.94
2004-04-14,1128.17,9558667737930.03
2004-04-15,1128.84,9564344459864.14
2004-04-16,1134.61,9613232050251.99
2004-04-19,1135.82,9623484040610.62
2004-04-20,1118.15,9473771090497.41
2004-04-21,1124.09,9524099043167.04
2004-04-22,1139.93,9658306916952.74
2004-04-23,1140.6,9663983638886.86
2004-04-26,1135.53,9621026952012.27
2004-04-27,1138.11,9642886567818.27
2004-04-28,1122.41,9509864874735.23
2004-04-29,1113.89,9437677306259.59
2004-04-30,1107.3,9381842086041.93
2004-05-03,1117.49,9468179095756.34
2004-05-04,1119.55,9485632897523.92
2004-05-05,1121.53,9502408881747.13
2004-05-06,1113.99,9438524578190.05
2004-05-07,1098.7,9308976700021.91
2004-05-10,1087.12,9210862610474.03
2004-05-11,1095.45,9281440362281.79
2004-05-12,1097.28,9296945438609.3
2004-05-13,1096.44,9289828354393.4
2004-05-14,1095.7,9283558542107.96
2004-05-17,1084.1,9185274998173.98
2004-05-18,1091.49,9247888393835.37
2004-05-19,1088.68,9224080052589.29
2004-05-20,1089.19,9228401139434.67
2004-05-21,1093.56,9265426922796.0
2004-05-24,1095.41,9281101453509.6
2004-05-25,1113.05,9430560222043.68
2004-05-26,1114.94,9446573661529.47
2004-05-27,1121.28,9500290701920.97
2004-05-28,1120.68,9495207070338.18
2004-06-01,1121.2,9499612884376.6
2004-06-02,1124.99,9531724490541.23
2004-06-03,1116.64,9460977284347.38
2004-06-04,1122.5,9510627419472.65
2004-06-07,1140.42,9662458549412.02
2004-06-08,1142.18,9677370535388.21
2004-06-09,1131.33,9585441530932.73
2004-06-10,1136.47,9628991308158.64
2004-06-14,1125.29,9534266306332.63
2004-06-15,1132.01,9591202980059.9
2004-06-16,1133.56,9604335694982.1
2004-06-17,1132.05,9591541888832.08
2004-06-18,1135.02,9616705865166.9
2004-06-21,1130.3,9576714630048.94
2004-06-22,1134.41,9611537506391.06
2004-06-23,1144.06,9693299247680.96
2004-06-24,1140.65,9664407274852.09
2004-06-25,1134.43,9611706960777.15
2004-06-28,1133.35,9602556423928.13
2004-06-29,1136.2,9626703673946.39
2004-06-30,1140.84,9666017091519.98
2004-07-01,1128.94,9565191731794.61
2004-07-02,1125.38,9535028851070.05
2004-07-06,1116.21,9457334015046.38
2004-07-07,1118.33,9475296179972.24
2004-07-08,1109.11,9397177707983.35
2004-07-09,1112.81,9428526769410.56
2004-07-12,1114.35,9441574757139.73
2004-07-13,1115.14,9448268205390.4
2004-07-14,1111.47,9417173325542.33
2004-07-15,1106.69,9376673727266.09
2004-07-16,1101.39,9331768314951.43
2004-07-19,1100.9,9327616682492.15
2004-07-20,1108.67,9393449711489.3
2004-07-21,1093.88,9268138192973.49
2004-07-22,1096.85,9293302169308.3
2004-07-23,1086.2,9203067708713.75
2004-07-26,1084.07,9185020816594.84
2004-07-27,1094.83,9276187276312.91
2004-07-28,1095.42,9281186180702.65
2004-07-29,1100.43,9323634504418.96
2004-07-30,1101.72,9334564312321.96
2004-08-02,1106.62,9376080636914.76
2004-08-03,1099.69,9317364692133.52
2004-08-04,1098.63,9308383609670.59
2004-08-05,1080.7,9156467752538.16
2004-08-06,1063.97,9014719158571.32
2004-08-09,1065.22,9025310057702.14
2004-08-10,1079.04,9142403038492.44
2004-08-11,1075.79,9114866700752.32
2004-08-12,1063.23,9008449346285.88
2004-08-13,1064.8,9021751515594.18
2004-08-16,1079.34,9144944854283.84
2004-08-17,1081.71,9165025199035.86
2004-08-18,1095.17,9279068000876.49
2004-08-19,1091.23,9245685486816.16
2004-08-20,1098.35,9306011248265.28
2004-08-23,1095.68,9283389087721.86
2004-08-24,1096.19,9287710174567.24
2004-08-25,1104.96,9362015922869.04
2004-08-26,1105.09,9363117376378.64
2004-08-27,1107.77,9385824264115.11
2004-08-30,1099.15,9312789423709.01
2004-08-31,1104.24,9355915564969.69
2004-09-01,1105.91,9370065006208.46
2004-09-02,1118.31,9475126725586.15
2004-09-03,1113.63,9435474399240.38
2004-09-07,1121.3,9500460156307.06
2004-09-08,1116.27,9457842378204.66
2004-09-09,1118.38,9475719815937.48
2004-09-10,1123.92,9522658680885.25
2004-09-13,1125.82,9538756847564.09
2004-09-14,1128.33,9560023373018.77
2004-09-15,1120.37,9492580527353.74
2004-09-16,1123.5,9519100138777.3
2004-09-17,1128.55,9561887371265.8
2004-09-20,1122.2,9508085603681.25
2004-09-21,1129.3,9568241910744.28
2004-09-22,1113.56,9434881308889.05
2004-09-23,1108.36,9390823168504.86
2004-09-24,1110.11,9405650427288.0
2004-09-27,1103.52,9349815207070.34
2004-09-28,1110.06,9405226791322.77
2004-09-29,1114.8,9445387480826.82
2004-09-30,1114.58,9443523482579.8
2004-10-01,1131.5,9586881893214.52
2004-10-04,1135.17,9617976773062.6
2004-10-05,1134.48,9612130596742.39
2004-10-06,1142.05,9676269081878.6
2004-10-07,1130.65,9579680081805.57
2004-10-08,1122.14,9507577240522.97
2004-10-11,1124.39,9526640858958.44
2004-10-12,1121.84,9505035424731.57
2004-10-13,1113.65,9435643853626.47
2004-10-14,1103.29,9347866481630.27
2004-10-15,1108.2,9389467533416.11
2004-10-18,1114.02,9438778759769.19
2004-10-19,1103.23,9347358118471.99
2004-10-20,1103.66,9351001387772.99
2004-10-21,1106.49,9374979183405.16
2004-10-22,1095.74,9283897450880.14
2004-10-25,1094.81,9276017821926.81
2004-10-26,1111.09,9413953692206.56
2004-10-27,1125.4,9535198305456.14
2004-10-28,1127.44,9552482652837.63
2004-10-29,1130.2,9575867358118.47
2004-11-01,1130.51,9578493901102.91
2004-11-02,1130.54,9578748082682.06
2004-11-03,1143.2,9686012709078.96
2004-11-04,1161.67,9842503834635.89
2004-11-05,1166.17,9880631071506.83
2004-11-08,1164.89,9869785990796.88
2004-11-09,1164.08,9862923088160.1
2004-11-10,1162.91,9853010006573.66
2004-11-11,1173.48,9942566649623.84
2004-11-12,1184.17,10033140018990.58
2004-11-15,1183.81,10030089840040.9
2004-11-16,1175.43,9959088452267.91
2004-11-17,1181.94,10014245854941.2
2004-11-18,1183.55,10027886933021.69
2004-11-19,1170.34,9915962311007.23
2004-11-22,1177.24,9974424074209.34
2004-11-23,1176.94,9971882258417.94
2004-11-24,1181.76,10012720765466.36
2004-11-26,1182.65,10020261485647.51
2004-11-29,1178.57,9985692790884.52
2004-11-30,1173.82,9945447374187.42
2004-12-01,1191.37,10094143597984.08
2004-12-02,1190.33,10085331969907.24
2004-12-03,1191.17,10092449054123.15
2004-12-06,1190.25,10084654152362.87
2004-12-07,1177.08,9973068439120.59
2004-12-08,1182.81,10021617120736.25
2004-12-09,1189.24,10076096705865.17
2004-12-10,1188.0,10065590533927.4
2004-12-13,1198.68,10156079176101.09
2004-12-14,1203.38,10195900956832.96
2004-12-15,1205.72,10215727120005.84
2004-12-16,1203.21,10194460594551.17
2004-12-17,1194.22,10118290848002.34
2004-12-20,1194.65,10121934117303.34
2004-12-21,1205.45,10213439485793.59
2004-12-22,1209.57,10248347089328.76
2004-12-23,1210.13,10253091812139.36
2004-12-27,1204.92,10208948944562.12
2004-12-28,1213.54,10281983784968.23
2004-12-29,1213.45,10281221240230.81
2004-12-30,1213.55,10282068512161.27
2004-12-31,1211.92,10268257979694.69
2005-01-03,1202.08,10184886421736.91
2005-01-04,1188.05,10066014169892.63
2005-01-05,1183.74,10029496749689.58
2005-01-06,1187.89,10064658534803.89
2005-01-07,1186.19,10050254911985.98
2005-01-10,1190.25,10084654152362.87
2005-01-11,1182.99,10023142210211.09
2005-01-12,1187.7,10063048718136.0
2005-01-13,1177.45,9976203345263.31
2005-01-14,1184.52,10036105470747.21
2005-01-18,1195.98,10133202833978.53
2005-01-19,1184.63,10037037469870.72
2005-01-20,1175.41,9958918997881.82
2005-01-21,1167.87,9895034694324.74
2005-01-24,1163.75,9860127090789.57
2005-01-25,1168.41,9899609962749.25
2005-01-26,1174.07,9947565554013.59
2005-01-27,1174.55,9951632459279.82
2005-01-28,1171.36,9924604484697.98
2005-01-31,1181.27,10008569133007.09
2005-02-01,1189.41,10077537068146.96
2005-02-02,1193.19,10109563947118.54
2005-02-03,1189.89,10081603973413.19
2005-02-04,1203.03,10192935505076.33
2005-02-07,1201.72,10181836242787.23
2005-02-08,1202.3,10186750419983.93
2005-02-09,1191.99,10099396683952.96
2005-02-10,1197.01,10141929734862.32
2005-02-11,1205.3,10212168577897.89
2005-02-14,1206.14,10219285662113.8
2005-02-15,1210.12,10253007084946.32
2005-02-16,1210.34,10254871083193.34
2005-02-17,1200.75,10173617705061.72
2005-02-18,1201.59,10180734789277.63
2005-02-22,1184.16,10033055291797.53
2005-02-23,1190.8,10089314147980.43
2005-02-24,1200.2,10168957709444.16
2005-02-25,1211.37,10263597984077.13
2005-02-28,1203.6,10197764955079.98
2005-03-01,1210.41,10255464173544.67
2005-03-02,1210.08,10252668176174.13
2005-03-03,1210.47,10255972536702.94
2005-03-04,1222.12,10354679716602.15
2005-03-07,1225.31,10381707691183.99
2005-03-08,1219.43,10331888101672.63
2005-03-09,1207.01,10226656927908.85
2005-03-10,1209.25,10245635819151.27
2005-03-11,1200.08,10167940983127.6
2005-03-14,1206.83,10225131838434.01
2005-03-15,1197.75,10148199547147.76
2005-03-16,1188.07,10066183624278.72
2005-03-17,1190.21,10084315243590.68
2005-03-18,1189.65,10079570520780.08
2005-03-21,1183.78,10029835658461.76
2005-03-22,1171.71,9927569936454.6
2005-03-23,1172.53,9934517566284.42
2005-03-24,1171.42,9925112847856.26
2005-03-28,1174.28,9949344825067.56
2005-03-29,1165.36,9873768168870.06
2005-03-30,1181.41,10009755313709.74
2005-03-31,1180.59,10002807683879.92
2005-04-01,1172.92,9937821926813.24
2005-04-04,1176.12,9964934628588.12
2005-04-05,1181.39,10009585859323.64
2005-04-06,1184.07,10032292747060.11
2005-04-07,1191.14,10092194872544.01
2005-04-08,1181.2,10007976042655.76
2005-04-11,1181.21,10008060769848.81
2005-04-12,1187.76,10063557081294.28
2005-04-13,1173.79,9945193192608.28
2005-04-14,1162.05,9845723467971.66
2005-04-15,1142.62,9681098531882.26
2005-04-18,1145.98,9709566868745.89
2005-04-19,1152.78,9767181360017.53
2005-04-20,1137.5,9637718209042.44
2005-04-21,1159.95,9827930757431.89
2005-04-22,1152.12,9761589365276.46
2005-04-25,1162.1,9846147103936.89
2005-04-26,1151.74,9758369731940.69
2005-04-27,1156.38,9797683149514.28
2005-04-28,1143.22,9686182163465.05
2005-04-29,1156.85,9801665327587.46
2005-05-02,1162.16,9846655467095.17
2005-05-03,1161.17,9838267474983.57
2005-05-04,1175.65,9960952450514.94
2005-05-05,1172.63,9935364838214.89
2005-05-06,1171.35,9924519757504.93
2005-05-09,1178.84,9987980425096.78
2005-05-10,1166.22,9881054707472.06
2005-05-11,1171.11,9922486304871.81
2005-05-12,1159.36,9822931853042.14
2005-05-13,1154.05,9777941713534.44
2005-05-16,1165.69,9876564166240.6
2005-05-17,1173.8,9945277919801.33
2005-05-18,1185.56,10044917098824.04
2005-05-19,1191.08,10091686509385.73
2005-05-20,1189.28,10076435614637.35
2005-05-23,1193.86,10115240669052.66
2005-05-24,1194.07,10117019940106.64
2005-05-25,1190.01,10082620699729.75
2005-05-26,1197.62,10147098093638.16
2005-05-27,1198.78,10156926448031.55
2005-05-31,1191.5,10095245051493.68
2005-06-01,1202.27,10186496238404.79
2005-06-02,1204.29,10203611131400.19
2005-06-03,1196.02,10133541742750.71
2005-06-06,1197.51,10146166094514.64
2005-06-07,1197.26,10144047914688.48
2005-06-08,1194.67,10122103571689.43
2005-06-09,1200.93,10175142794536.56
2005-06-10,1198.11,10151249726097.44
2005-06-13,1200.82,10174210795413.04
2005-06-14,1203.91,10200391498064.42
2005-06-15,1206.58,10223013658607.84
2005-06-16,1210.96,10260124169162.22
2005-06-17,1216.96,10310960484990.14
2005-06-20,1216.1,10303673946388.14
2005-06-21,1213.61,10282576875319.55
2005-06-22,1213.88,10284864509531.81
2005-06-23,1200.73,10173448250675.63
2005-06-24,1191.57,10095838141845.01
2005-06-27,1190.69,10088382148856.91
2005-06-28,1201.57,10180565334891.54
2005-06-29,1199.85,10165992257687.53
2005-06-30,1191.33,10093804689211.89
2005-07-01,1194.44,10120154846249.36
2005-07-05,1204.99,10209542034913.45
2005-07-06,1194.94,10124391205901.69
2005-07-07,1197.87,10149216273464.32
2005-07-08,1211.86,10267749616536.41
2005-07-11,1219.44,10331972828865.68
2005-07-12,1222.21,10355442261339.57
2005-07-13,1223.29,10364592798188.59
2005-07-14,1226.5,10391790227156.53
2005-07-15,1227.92,10403821488569.14
2005-07-18,1221.13,10346291724490.54
2005-07-19,1229.35,10415937477174.78
2005-07-20,1235.2,10465502885107.01
2005-07-21,1227.04,10396365495581.04
2005-07-22,1233.68,10452624351763.93
2005-07-25,1229.03,10413226206997.3
2005-07-26,1231.16,10431273099116.21
2005-07-27,1236.79,10478974508801.4
2005-07-28,1243.72,10537690453582.65
2005-07-29,1234.18,10456860711416.26
2005-08-01,1235.35,10466773793002.7
2005-08-02,1244.12,10541079541304.51
2005-08-03,1245.04,10548874443064.79
2005-08-04,1235.86,10471094879848.07
2005-08-05,1226.42,10391112409612.15
2005-08-08,1223.13,10363237163099.85
2005-08-09,1231.38,10433137097363.23
2005-08-10,1229.13,10414073478927.76
2005-08-11,1237.81,10487616682492.15
2005-08-12,1230.39,10424749105251.63
2005-08-15,1233.87,10454234168431.82
2005-08-16,1219.34,10331125556935.21
2005-08-17,1220.24,10338751004309.4
2005-08-18,1219.02,10328414286757.72
2005-08-19,1219.71,10334260463077.94
2005-08-22,1221.73,10351375356073.33
2005-08-23,1217.57,10316128843765.98
2005-08-24,1209.59,10248516543714.85
2005-08-25,1212.4,10272324884960.92
2005-08-26,1205.1,10210474034036.96
2005-08-29,1212.28,10271308158644.36
2005-08-30,1208.41,10238518734935.36
2005-08-31,1220.33,10339513549046.82
2005-09-01,1221.59,10350189175370.68
2005-09-02,1218.02,10319941567453.07
2005-09-06,1233.39,10450167263165.58
2005-09-07,1236.36,10475331239500.4
2005-09-08,1231.67,10435594185961.58
2005-09-09,1241.48,10518711562340.22
2005-09-12,1240.56,10510916660579.94
2005-09-13,1231.2,10431612007888.4
2005-09-14,1227.16,10397382221897.6
2005-09-15,1227.73,10402211671901.25
2005-09-16,1237.91,10488463954422.62
2005-09-19,1231.02,10430086918413.56
2005-09-20,1221.34,10348070995544.52
2005-09-21,1210.2,10253684902490.69
2005-09-22,1214.62,10291134321817.25
2005-09-23,1215.29,10296811043751.37
2005-09-26,1215.63,10299691768314.95
2005-09-27,1215.66,10299945949894.09
2005-09-28,1216.89,10310367394638.82
2005-09-29,1227.68,10401788035936.02
2005-09-30,1228.81,10411362208750.27
2005-10-03,1226.7,10393484771017.46
2005-10-04,1214.47,10289863413921.56
2005-10-05,1196.39,10136676648893.44
2005-10-06,1191.49,10095160324300.64
2005-10-07,1195.9,10132525016434.15
2005-10-10,1187.33,10059913811993.28
2005-10-11,1184.87,10039070922503.83
2005-10-12,1177.68,9978152070703.38
2005-10-13,1176.84,9971034986487.47
2005-10-14,1186.57,10053474545321.74
2005-10-17,1190.1,10083383244467.17
2005-10-18,1178.14,9982049521583.52
2005-10-19,1195.76,10131338835731.5
2005-10-20,1177.8,9979168797019.94
2005-10-21,1179.59,9994334964575.27
2005-10-24,1199.38,10162010079614.35
2005-10-25,1196.54,10137947556789.13
2005-10-26,1191.38,10094228325177.12
2005-10-27,1178.9,9988488788255.06
2005-10-28,1198.41,10153791541888.83
2005-10-31,1207.01,10226656927908.85
2005-11-01,1202.76,10190647870864.07
2005-11-02,1214.76,10292320502519.9
2005-11-03,1219.94,10336209188518.01
2005-11-04,1220.14,10337903732378.94
2005-11-07,1222.81,10360525892922.36
2005-11-08,1218.59,10324771017456.72
2005-11-09,1220.65,10342224819224.31
2005-11-10,1230.96,10429578555255.28
2005-11-11,1234.72,10461435979840.77
2005-11-14,1233.76,10453302169308.3
2005-11-15,1229.01,10413056752611.2
2005-11-16,1231.21,10431696735081.44
2005-11-17,1242.8,10529895551822.36
2005-11-18,1248.27,10576241326418.82
2005-11-21,1254.85,10631991819443.43
2005-11-22,1261.23,10686047768607.12
2005-11-23,1265.61,10723158279161.49
2005-11-25,1268.25,10745526258125.78
2005-11-28,1257.46,10654105616828.57
2005-11-29,1257.48,10654275071214.67
2005-11-30,1249.48,10586493316777.44
2005-12-01,1264.67,10715193923015.12
2005-12-02,1265.08,10718667737930.03
2005-12-05,1262.09,10693334307209.12
2005-12-06,1263.7,10706975385289.61
2005-12-07,1257.37,10653343072091.15
2005-12-08,1255.84,10640379811555.04
2005-12-09,1259.37,10670288510700.46
2005-12-12,1260.43,10679269593163.39
2005-12-13,1267.43,10738578628295.96
2005-12-14,1272.74,10783568767803.67
2005-12-15,1270.94,10768317873055.29
2005-12-16,1267.32,10737646629172.45
2005-12-19,1259.92,10674948506318.02
2005-12-20,1259.62,10672406690526.62
2005-12-21,1262.79,10699265210722.37
2005-12-22,1268.12,10744424804616.17
2005-12-23,1268.66,10749000073040.68
2005-12-27,1256.54,10646310715068.29
2005-12-28,1258.17,10660121247534.88
2005-12-29,1254.42,10628348550142.43
2005-12-30,1248.29,10576410780804.91
2006-01-03,1268.8,10750186253743.34
2006-01-04,1273.46,10789669125703.02
2006-01-05,1273.48,10789838580089.11
2006-01-06,1285.45,10891257030165.8
2006-01-09,1290.15,10931078810897.67
2006-01-10,1289.69,10927181360017.53
2006-01-11,1294.18,10965223869695.42
2006-01-12,1286.06,10896425388941.64
2006-01-13,1287.61,10909558103863.85
2006-01-17,1282.93,10869905777518.08
2006-01-18,1277.93,10827542180994.82
2006-01-19,1285.04,10887783215250.9
2006-01-20,1261.49,10688250675626.32
2006-01-23,1263.82,10707992111606.16
2006-01-24,1266.86,10733749178292.31
2006-01-25,1264.68,10715278650208.17
2006-01-26,1273.83,10792804031845.74
2006-01-27,1283.72,10876599225768.75
2006-01-30,1285.2,10889138850339.64
2006-01-31,1280.08,10845758527499.82
2006-02-01,1282.46,10865923599444.89
2006-02-02,1270.84,10767470601124.83
2006-02-03,1264.03,10709771382660.14
2006-02-06,1265.02,10718159374771.75
2006-02-07,1254.78,10631398729092.1
2006-02-08,1265.65,10723497187933.68
2006-02-09,1263.78,10707653202833.98
2006-02-10,1266.99,10734850631801.91
2006-02-13,1262.86,10699858301073.7
2006-02-14,1275.53,10807207654663.65
2006-02-15,1280.0,10845080709955.44
2006-02-16,1289.38,10924554817033.09
2006-02-17,1287.24,10906423197721.13
2006-02-21,1283.03,10870753049448.54
2006-02-22,1292.67,10952430063545.4
2006-02-23,1287.79,10911083193338.69
2006-02-24,1289.43,10924978452998.32
2006-02-27,1294.12,10964715506537.14
2006-02-28,1280.66,10850672704696.52
2006-03-01,1291.24,10940314074939.74
2006-03-02,1289.14,10922521364399.97
2006-03-03,1287.23,10906338470528.08
2006-03-06,1278.26,10830338178365.35
2006-03-07,1275.88,10810173106420.28
2006-03-08,1278.47,10832117449419.33
2006-03-09,1272.23,10779247680958.3
2006-03-10,1281.58,10858467606456.8
2006-03-13,1284.13,10880073040683.66
2006-03-14,1297.48,10993183843400.78
2006-03-15,1303.02,11040122708348.55
2006-03-16,1305.33,11059694689942.3
2006-03-17,1307.25,11075962311007.23
2006-03-20,1305.08,11057576510116.14
2006-03-21,1297.23,10991065663574.61
2006-03-22,1305.04,11057237601343.95
2006-03-23,1301.67,11028684537287.27
2006-03-24,1302.95,11039529617997.22
2006-03-27,1301.61,11028176174128.99
2006-03-28,1293.23,10957174786356.0
2006-03-29,1302.89,11039021254838.95
2006-03-30,1300.25,11016653275874.66
2006-03-31,1294.83,10970731137243.44
2006-04-03,1297.81,10995979840771.31
2006-04-04,1305.93,11064778321525.09
2006-04-05,1311.56,11112479731210.28
2006-04-06,1309.04,11091128478562.56
2006-04-07,1295.5,10976407859177.56
2006-04-10,1296.6,10985727850412.68
2006-04-11,1286.57,10900746475787.01
2006-04-12,1288.12,10913879190709.22
2006-04-13,1289.12,10922351910013.88
2006-04-17,1285.33,10890240303849.24
2006-04-18,1307.65,11079351398729.09
2006-04-19,1309.93,11098669198743.7
2006-04-20,1311.46,11111632459279.82
2006-04-21,1311.28,11110107369804.98
2006-04-24,1308.11,11083248849609.23
2006-04-25,1301.74,11029277627638.6
2006-04-26,1305.41,11060372507486.67
2006-04-27,1309.72,11096889927689.72
2006-04-28,1310.61,11104430647870.86
2006-05-01,1305.19,11058508509239.65
2006-05-02,1313.21,11126459718062.96
2006-05-03,1307.85,11081045942590.02
2006-05-04,1312.25,11118325907530.49
2006-05-05,1325.76,11232792345336.35
2006-05-08,1324.66,11223472354101.24
2006-05-09,1325.14,11227539259367.47
2006-05-10,1322.85,11208136732159.81
2006-05-11,1305.92,11064693594332.04
2006-05-12,1291.24,10940314074939.74
2006-05-15,1294.5,10967935139872.91
2006-05-16,1292.08,10947431159155.65
2006-05-17,1270.32,10763064787086.41
2006-05-18,1261.81,10690961945803.81
2006-05-19,1267.03,10735189540574.1
2006-05-22,1262.07,10693164852823.02
2006-05-23,1256.58,10646649623840.48
2006-05-24,1258.57,10663510335256.74
2006-05-25,1272.88,10784754948506.32
2006-05-26,1280.16,10846436345044.19
2006-05-30,1259.84,10674270688773.65
2006-05-31,1270.09,10761116061646.34
2006-06-01,1285.71,10893459937185.01
2006-06-02,1288.22,10914726462639.69
2006-06-05,1265.29,10720447008984.0
2006-06-06,1263.85,10708246293185.3
2006-06-07,1256.15,10643006354539.48
2006-06-08,1257.93,10658087794901.76
2006-06-09,1252.3,10610386385216.57
2006-06-12,1236.4,10475670148272.59
2006-06-13,1223.69,10367981885910.45
2006-06-14,1230.04,10421783653495.0
2006-06-15,1256.16,10643091081732.52
2006-06-16,1251.54,10603947118545.03
2006-06-19,1240.14,10507358118471.99
2006-06-20,1240.12,10507188664085.9
2006-06-21,1252.2,10609539113286.1
2006-06-22,1245.6,10553619165875.39
2006-06-23,1244.5,10544299174640.28
2006-06-26,1250.56,10595643853626.47
2006-06-27,1239.2,10499393762325.62
2006-06-28,1246.0,10557008253597.25
2006-06-29,1272.87,10784670221313.27
2006-06-30,1270.2,10762048060769.85
2006-07-03,1280.19,10846690526623.33
2006-07-05,1270.91,10768063691476.15
2006-07-06,1274.08,10794922211671.9
2006-07-07,1265.48,10722056825651.89
2006-07-10,1267.34,10737816083558.54
2006-07-11,1272.52,10781704769556.64
2006-07-12,1258.6,10663764516835.88
2006-07-13,1242.29,10525574464976.99
2006-07-14,1236.2,10473975604411.66
2006-07-17,1234.49,10459487254400.7
2006-07-18,1236.86,10479567599152.73
2006-07-19,1259.81,10674016507194.51
2006-07-20,1249.13,10583527865020.82
2006-07-21,1240.29,10508629026367.69
2006-07-24,1260.91,10683336498429.63
2006-07-25,1268.88,10750864071287.71
2006-07-26,1268.4,10746797166021.48
2006-07-27,1263.2,10702739025637.28
2006-07-28,1278.55,10832795266963.7
2006-07-31,1276.66,10816781827477.91
2006-08-01,1270.92,10768148418669.2
2006-08-02,1278.55,10832795266963.7
2006-08-03,1280.27,10847368344167.7
2006-08-04,1279.36,10839658169600.47
2006-08-07,1275.77,10809241107296.76
2006-08-08,1271.48,10772893141479.8
2006-08-09,1265.95,10726039003725.08
2006-08-10,1271.81,10775689138850.34
2006-08-11,1266.74,10732732451975.75
2006-08-14,1268.21,10745187349353.59
2006-08-15,1285.58,10892358483675.41
2006-08-16,1295.43,10975814768826.24
2006-08-17,1297.48,10993183843400.78
2006-08-18,1302.3,11034022350449.2
2006-08-21,1297.52,10993522752172.96
2006-08-22,1298.82,11004537287269.01
2006-08-23,1292.99,10955141333722.88
2006-08-24,1296.06,10981152581988.17
2006-08-25,1295.09,10972934044262.65
2006-08-28,1301.78,11029616536410.78
2006-08-29,1304.28,11050798334672.41
2006-08-30,1304.27,11050713607479.37
2006-08-31,1303.82,11046900883792.27
2006-09-01,1311.01,11107819735592.72
2006-09-05,1313.25,11126798626835.15
2006-09-06,1300.26,11016738003067.71
2006-09-07,1294.02,10963868234606.68
2006-09-08,1298.92,11005384559199.48
2006-09-11,1299.54,11010637645168.36
2006-09-12,1313.11,11125612446132.5
2006-09-13,1318.07,11167637133883.57
2006-09-14,1316.28,11152470966328.24
2006-09-15,1319.87,11182888028631.95
2006-09-18,1321.18,11193987290921.04
2006-09-19,1318.31,11169670586516.69
2006-09-20,1325.18,11227878168139.65
2006-09-21,1318.03,11167298225111.39
2006-09-22,1314.78,11139761887371.26
2006-09-25,1326.37,11237960704112.19
2006-09-26,1336.34,11322433715579.58
2006-09-27,1336.59,11324551895405.74
2006-09-28,1339.15,11346242056825.65
2006-09-29,1335.85,11318282083120.3
2006-10-02,1331.32,11279900664670.22
2006-10-03,1334.11,11303539551530.2
2006-10-04,1350.22,11440035059528.16
2006-10-05,1353.22,11465453217442.12
2006-10-06,1349.58,11434612519173.18
2006-10-09,1350.66,11443763056022.2
2006-10-10,1353.42,11467147761303.05
2006-10-11,1349.95,11437747425315.9
2006-10-12,1362.83,11546876049959.83
2006-10-13,1365.62,11570514936819.81
2006-10-16,1369.05,11599576364034.77
2006-10-17,1364.05,11557212767511.5
2006-10-18,1365.96,11573395661383.39
2006-10-19,1366.96,11581868380688.04
2006-10-20,1368.6,11595763640347.68
2006-10-23,1377.02,11667103936892.85
2006-10-24,1377.38,11670154115842.52
2006-10-25,1382.22,11711162077277.04
2006-10-26,1389.08,11769284931706.96
2006-10-27,1377.34,11669815207070.34
2006-10-30,1377.93,11674814111460.08
2006-10-31,1377.94,11674898838653.13
2006-11-01,1367.81,11589070192097.0
2006-11-02,1367.34,11585088014023.81
2006-11-03,1364.3,11559330947337.67
2006-11-06,1379.78,11690488642173.69
2006-11-07,1382.84,11716415163245.93
2006-11-08,1385.72,11740816594843.33
2006-11-09,1378.33,11678203199181.94
2006-11-10,1380.9,11699978087794.9
2006-11-13,1384.42,11729802059747.28
2006-11-14,1393.22,11804361989628.22
2006-11-15,1396.57,11832745599298.81
2006-11-16,1399.76,11859773573880.65
2006-11-17,1401.2,11871974289679.35
2006-11-20,1400.5,11866043386166.1
2006-11-21,1402.81,11885615367759.84
2006-11-22,1406.09,11913405887079.1
2006-11-24,1400.95,11869856109853.19
2006-11-27,1381.9,11708450807099.56
2006-11-28,1386.72,11749289314147.98
2006-11-29,1399.48,11857401212475.35
2006-11-30,1400.63,11867144839675.7
2006-12-01,1396.71,11833931780001.46
2006-12-04,1409.12,11939078226572.2
2006-12-05,1414.76,11986864363450.44
2006-12-06,1412.9,11971105105543.79
2006-12-07,1407.29,11923573150244.68
2006-12-08,1409.84,11945178584471.55
2006-12-11,1413.04,11972291286246.44
2006-12-12,1411.56,11959751661675.55
2006-12-13,1413.21,11973731648528.23
2006-12-14,1425.49,12077776641589.36
2006-12-15,1427.09,12091332992476.81
2006-12-18,1422.48,12052273756482.36
2006-12-19,1425.55,12078285004747.64
2006-12-20,1423.53,12061170111752.24
2006-12-21,1418.3,12016857789788.91
2006-12-22,1410.76,11952973486231.83
2006-12-26,1416.9,12004995982762.4
2006-12-27,1426.84,12089214812650.65
2006-12-28,1424.73,12071337374917.83
2006-12-29,1418.3,12016857789788.91
2007-01-03,1416.6,12002454166971.0
2007-01-04,1418.34,12017196698561.1
2007-01-05,1409.71,11944077130961.95
2007-01-08,1412.84,11970596742385.51
2007-01-09,1412.11,11964411657293.11
2007-01-10,1414.85,11987626908187.86
2007-01-11,1423.83,12063711927543.64
2007-01-12,1430.73,12122173690745.74
