"date","index","ticker","market_cap","company_name","sp500_total_market_cap","proportion_sp500","expected_num_constituents","num_actual_constituents","available_data_prop"
"2001-10-26","1005","SHEL","613079744055.00","Shell Plc Adr (Representing - )","10089572646990.70","0.061","511","478","0.935"
"2025-03-20","415","AAPL","3210232956200.00","Apple Inc.","52739886496693.00","0.061","503","503","1.000"
"2001-10-30","1005","SHEL","589423180865.00","Shell Plc Adr (Representing - )","9732024353259.95","0.061","511","478","0.935"
"2025-03-24","415","AAPL","3309643719860.00","Apple Inc.","53872408149759.00","0.061","503","503","1.000"
"2001-10-31","1005","SHEL","591531191446.00","Shell Plc Adr (Representing - )","9739888963810.05","0.061","511","478","0.935"
"2025-04-23","415","AAPL","3049130475600.00","Apple Inc.","50161459672853.00","0.061","503","503","1.000"
"2001-11-01","1005","SHEL","607341270806.00","Shell Plc Adr (Representing - )","9939817320002.65","0.061","511","478","0.935"
"2025-04-24","415","AAPL","3105314355820.00","Apple Inc.","51178197581258.00","0.061","503","503","1.000"
"2001-07-05","1005","SHEL","672221152030.00","Shell Plc Adr (Representing - )","11082670711943.09","0.061","512","478","0.934"
"2025-04-28","415","AAPL","3131692464040.00","Apple Inc.","51570113746806.00","0.061","503","503","1.000"
"2001-07-02","1005","SHEL","681590087947.00","Shell Plc Adr (Representing - )","11238848436332.92","0.061","512","478","0.934"
"2025-04-29","415","AAPL","3147638552060.00","Apple Inc.","51854208143730.00","0.061","503","503","1.000"
"2001-07-06","1005","SHEL","663086439511.00","Shell Plc Adr (Representing - )","10918714619525.93","0.061","512","479","0.936"
"2025-04-30","415","AAPL","3166863275000.00","Apple Inc.","51899861201172.00","0.061","503","503","1.000"
"2000-01-13","1005","SHEL","729020326026.00","Shell Plc Adr (Representing - )","11997727858976.69","0.061","513","466","0.908"
"2025-05-01","415","AAPL","3179083641520.00","Apple Inc.","52241941438986.00","0.061","503","503","1.000"
"2000-06-12","1005","SHEL","749514873344.00","Shell Plc Adr (Representing - )","12307466417014.16","0.061","513","468","0.912"
"2025-05-02","380","MSFT","3235436240000.00","Microsoft Corporation","53027888116467.00","0.061","503","503","1.000"
"2000-06-13","1005","SHEL","759000920959.00","Shell Plc Adr (Representing - )","12483979491656.41","0.061","513","467","0.910"
"2025-05-12","380","MSFT","3339349580000.00","Microsoft Corporation","54344409181003.00","0.061","503","503","1.000"
"1999-12-17","1005","SHEL","720236948604.00","Shell Plc Adr (Representing - )","11768161204211.36","0.061","513","465","0.906"
"2025-05-13","380","MSFT","3338457620000.00","Microsoft Corporation","54737585128468.00","0.061","503","503","1.000"
"1999-11-29","1005","SHEL","700445071479.00","Shell Plc Adr (Representing - )","11545062902799.85","0.061","513","464","0.904"
"2025-05-14","380","MSFT","3366703020000.00","Microsoft Corporation","54874577540695.00","0.061","503","503","1.000"
"1999-11-26","1005","SHEL","713678693462.00","Shell Plc Adr (Representing - )","11643165171962.21","0.061","513","464","0.904"
"2025-05-15","380","MSFT","3368115290000.00","Microsoft Corporation","55057312480397.00","0.061","503","503","1.000"
"2000-05-24","1005","SHEL","720236948604.00","Shell Plc Adr (Representing - )","11879659602106.24","0.061","513","467","0.910"
"2025-05-16","380","MSFT","3376588910000.00","Microsoft Corporation","55466736368931.00","0.061","503","503","1.000"
"2000-05-26","1005","SHEL","715084033849.00","Shell Plc Adr (Representing - )","11731807894134.91","0.061","513","467","0.910"
"2021-07-14","415","AAPL","2488960163650.00","Apple Inc.","41118986955266.14","0.061","507","505","0.996"
"2000-01-06","1005","SHEL","714381363656.00","Shell Plc Adr (Representing - )","11640442940956.13","0.061","513","466","0.908"
"2001-06-06","1005","SHEL","705832209631.00","Shell Plc Adr (Representing - )","11486368556740.12","0.061","512","478","0.934"
"2000-01-10","1005","SHEL","731948118500.00","Shell Plc Adr (Representing - )","12064803657611.33","0.061","513","466","0.908"
"2001-05-24","1005","SHEL","712156241375.00","Shell Plc Adr (Representing - )","11658985615999.87","0.061","512","477","0.932"
"2000-01-11","1005","SHEL","728317655832.00","Shell Plc Adr (Representing - )","11919059014789.45","0.061","513","466","0.908"
"2001-05-23","1005","SHEL","706066433029.00","Shell Plc Adr (Representing - )","11630998600097.84","0.061","512","477","0.932"
"2000-01-12","1005","SHEL","726092533552.00","Shell Plc Adr (Representing - )","11864326980818.17","0.061","513","466","0.908"
"2001-05-22","1005","SHEL","714498475354.00","Shell Plc Adr (Representing - )","11784727539881.71","0.061","512","477","0.932"
"2001-05-21","1005","SHEL","720939618797.00","Shell Plc Adr (Representing - )","11815986836663.67","0.061","512","477","0.932"
"2001-05-17","1005","SHEL","711804906278.00","Shell Plc Adr (Representing - )","11624190284031.24","0.061","512","477","0.932"
"2001-05-16","1005","SHEL","710633789289.00","Shell Plc Adr (Representing - )","11595653820229.47","0.061","512","477","0.932"
"2001-05-14","1005","SHEL","691076135562.00","Shell Plc Adr (Representing - )","11313408897427.79","0.061","512","477","0.932"
"2001-05-11","1005","SHEL","690959023864.00","Shell Plc Adr (Representing - )","11272954003118.32","0.061","512","478","0.934"
"2001-05-10","1005","SHEL","696931720510.00","Shell Plc Adr (Representing - )","11343101429911.22","0.061","513","477","0.930"
"2001-04-23","1005","SHEL","677491178483.00","Shell Plc Adr (Representing - )","11067405018099.83","0.061","513","477","0.930"
"2001-04-18","1005","SHEL","678662295473.00","Shell Plc Adr (Representing - )","11191182216033.97","0.061","513","477","0.930"
"2001-02-14","1005","SHEL","714498475354.00","Shell Plc Adr (Representing - )","11653296713306.03","0.061","512","474","0.926"
"2001-02-13","1005","SHEL","716840709334.00","Shell Plc Adr (Representing - )","11674258136432.38","0.061","512","474","0.926"
"2001-02-08","1005","SHEL","718246049721.00","Shell Plc Adr (Representing - )","11802480662141.50","0.061","512","474","0.926"
"2020-09-18","415","AAPL","1852321405600.00","Apple Inc.","30221842313374.86","0.061","506","508","1.004"
"2000-12-29","1005","SHEL","709228448901.00","Shell Plc Adr (Representing - )","11689907058934.66","0.061","512","472","0.922"
"2000-12-28","1005","SHEL","720939618797.00","Shell Plc Adr (Representing - )","11785341163236.82","0.061","512","472","0.922"
"2000-12-27","1005","SHEL","718831608216.00","Shell Plc Adr (Representing - )","11757392470085.05","0.061","512","472","0.922"
"2000-12-26","1005","SHEL","707120438320.00","Shell Plc Adr (Representing - )","11654298497476.19","0.061","512","472","0.922"
"2000-12-21","1005","SHEL","686625891002.00","Shell Plc Adr (Representing - )","11338299414449.63","0.061","512","473","0.924"
"2000-11-28","1005","SHEL","726092533552.00","Shell Plc Adr (Representing - )","11834934839656.03","0.061","512","470","0.918"
"2020-11-02","415","AAPL","1860242840720.00","Apple Inc.","30278640535407.51","0.061","507","505","0.996"
"2020-11-03","415","AAPL","1888804075840.00","Apple Inc.","30806416619947.10","0.061","507","505","0.996"
"2000-10-17","1005","SHEL","729722996219.00","Shell Plc Adr (Representing - )","11956630014154.36","0.061","513","470","0.916"
"2000-10-13","1005","SHEL","734875910974.00","Shell Plc Adr (Representing - )","12107740406659.42","0.061","513","469","0.914"
"2000-10-11","1005","SHEL","740028825728.00","Shell Plc Adr (Representing - )","12040201281688.57","0.061","513","469","0.914"
"2020-11-09","415","AAPL","1989366987520.00","Apple Inc.","32481407845825.31","0.061","507","505","0.996"
"2020-11-10","415","AAPL","1983381099920.00","Apple Inc.","32418282405674.87","0.061","507","505","0.996"
"2020-11-30","415","AAPL","2036056910800.00","Apple Inc.","33112695469988.96","0.061","507","505","0.996"
"2021-09-09","415","AAPL","2571063308170.00","Apple Inc.","42451507814613.34","0.061","506","505","0.998"
"2021-09-08","415","AAPL","2588418444410.00","Apple Inc.","42640792098809.01","0.061","506","505","0.998"
"2021-09-07","415","AAPL","2614784901390.00","Apple Inc.","42701662314725.77","0.061","506","505","0.998"
"2022-12-15","415","AAPL","2193657648000.00","Apple Inc.","35896312211891.55","0.061","503","503","1.000"
"2022-12-16","415","AAPL","2161676851520.00","Apple Inc.","35509093974734.28","0.061","503","504","1.002"
"2022-12-21","415","AAPL","2176783358400.00","Apple Inc.","35755973262989.29","0.061","503","504","1.002"
"2023-01-23","415","AAPL","2244794530980.00","Apple Inc.","37047910043536.81","0.061","504","503","0.998"
"2023-01-24","415","AAPL","2267384058540.00","Apple Inc.","36996668194805.94","0.061","504","503","0.998"
"2023-01-25","415","AAPL","2256725619480.00","Apple Inc.","36958542637371.84","0.061","504","503","0.998"
"2023-01-26","415","AAPL","2290132667280.00","Apple Inc.","37378332976970.38","0.061","504","503","0.998"
"2023-01-30","415","AAPL","2274860874000.00","Apple Inc.","37005321445626.63","0.061","504","503","0.998"
"2023-01-31","415","AAPL","2295382346220.00","Apple Inc.","37542027931917.05","0.061","504","503","0.998"
"2000-06-23","1005","SHEL","726092533552.00","Shell Plc Adr (Representing - )","12120486538665.30","0.060","513","468","0.912"
"2000-12-01","1005","SHEL","696814608812.00","Shell Plc Adr (Representing - )","11627774227670.94","0.060","512","469","0.916"
"2000-05-30","1005","SHEL","720939618797.00","Shell Plc Adr (Representing - )","12064090283988.56","0.060","513","467","0.910"
"2000-11-30","1005","SHEL","699039731092.00","Shell Plc Adr (Representing - )","11671975626919.70","0.060","512","470","0.918"
"1999-12-20","1005","SHEL","709228448901.00","Shell Plc Adr (Representing - )","11766154256559.02","0.060","513","465","0.906"
"2000-11-29","1005","SHEL","715084033849.00","Shell Plc Adr (Representing - )","11890234991593.23","0.060","512","470","0.918"
"1999-12-21","1005","SHEL","709228448901.00","Shell Plc Adr (Representing - )","11841845202694.50","0.060","513","465","0.906"
"2025-04-17","415","AAPL","2935570484280.00","Apple Inc.","49280786907261.00","0.060","503","503","1.000"
"2000-05-31","1005","SHEL","731245448306.00","Shell Plc Adr (Representing - )","12088030492535.33","0.060","513","468","0.912"
"2000-11-27","1005","SHEL","715084033849.00","Shell Plc Adr (Representing - )","11893079899859.51","0.060","512","470","0.918"
"2000-06-06","1005","SHEL","738506373641.00","Shell Plc Adr (Representing - )","12369268572321.20","0.060","513","467","0.910"
"2000-11-22","1005","SHEL","706300656427.00","Shell Plc Adr (Representing - )","11703285169056.42","0.060","512","471","0.920"
"2000-01-05","1005","SHEL","699742401286.00","Shell Plc Adr (Representing - )","11696021954645.05","0.060","513","466","0.908"
"2000-11-21","1005","SHEL","718011826323.00","Shell Plc Adr (Representing - )","11879667265134.44","0.060","512","471","0.920"
"2000-05-25","1005","SHEL","704192645846.00","Shell Plc Adr (Representing - )","11727038975993.15","0.060","513","467","0.910"
"2021-07-22","415","AAPL","2449744230800.00","Apple Inc.","41137227932761.34","0.060","506","505","0.998"
"1999-11-08","1005","SHEL","674914721106.00","Shell Plc Adr (Representing - )","11313647119737.28","0.060","513","466","0.908"
"2021-07-23","415","AAPL","2479114461360.00","Apple Inc.","41601182108988.46","0.060","506","505","0.998"
"1999-11-04","1005","SHEL","667536684072.00","Shell Plc Adr (Representing - )","11162821881355.50","0.060","513","466","0.908"
"2025-04-15","415","AAPL","3012469376040.00","Apple Inc.","50347778488580.00","0.060","503","503","1.000"
"2000-05-18","1005","SHEL","723164741078.00","Shell Plc Adr (Representing - )","12117212098037.87","0.060","513","467","0.910"
"2023-01-19","415","AAPL","2151891121860.00","Apple Inc.","35891285488528.54","0.060","504","503","0.998"
"2000-05-15","1005","SHEL","731948118500.00","Shell Plc Adr (Representing - )","12262977275005.66","0.060","513","467","0.910"
"2021-07-26","415","AAPL","2486290142690.00","Apple Inc.","41712630366465.90","0.060","506","505","0.998"
"2000-05-11","1005","SHEL","717309156130.00","Shell Plc Adr (Representing - )","11944302941599.16","0.060","513","467","0.910"
"2021-11-19","415","AAPL","2653918151300.00","Apple Inc.","44325079996087.02","0.060","505","505","1.000"
"1999-12-01","1005","SHEL","685103438916.00","Shell Plc Adr (Representing - )","11421338861819.75","0.060","513","464","0.904"
"2023-01-20","415","AAPL","2193252228660.00","Apple Inc.","36604822797129.19","0.060","504","503","0.998"
"1999-12-15","1005","SHEL","705597986234.00","Shell Plc Adr (Representing - )","11695696818328.06","0.060","513","465","0.906"
"2000-10-16","1005","SHEL","729722996219.00","Shell Plc Adr (Representing - )","12101602126507.13","0.060","513","469","0.914"
"2000-05-12","1005","SHEL","718831608216.00","Shell Plc Adr (Representing - )","12011299319918.63","0.060","513","467","0.910"
"2022-12-19","415","AAPL","2127285442240.00","Apple Inc.","35175055722314.18","0.060","504","504","1.000"
"2000-02-17","1005","SHEL","682878316635.00","Shell Plc Adr (Representing - )","11458983235492.46","0.060","513","466","0.908"
"2022-12-20","415","AAPL","2126160489600.00","Apple Inc.","35233342184888.62","0.060","503","505","1.004"
"2000-06-14","1005","SHEL","747289751063.00","Shell Plc Adr (Representing - )","12478697716346.97","0.060","513","467","0.910"
"2000-10-10","1005","SHEL","734875910974.00","Shell Plc Adr (Representing - )","12181544705834.88","0.060","513","469","0.914"
"2000-06-16","1005","SHEL","747289751063.00","Shell Plc Adr (Representing - )","12414403736162.57","0.060","512","468","0.914"
"2021-02-17","415","AAPL","2224515773680.00","Apple Inc.","36781911034355.04","0.060","506","505","0.998"
"2001-07-12","1005","SHEL","657816413058.00","Shell Plc Adr (Representing - )","11023185563911.94","0.060","512","478","0.934"
"2025-02-10","415","AAPL","3413402767300.00","Apple Inc.","56755985985386.00","0.060","503","503","1.000"
"2001-07-11","1005","SHEL","653717503594.00","Shell Plc Adr (Representing - )","10818839404126.16","0.060","512","478","0.934"
"2022-12-22","415","AAPL","2125035536960.00","Apple Inc.","35217356942104.12","0.060","503","503","1.000"
"2001-10-22","1005","SHEL","592819420135.00","Shell Plc Adr (Representing - )","9954205137720.88","0.060","511","478","0.935"
"2021-11-22","415","AAPL","2661687329320.00","Apple Inc.","44154340659303.81","0.060","505","505","1.000"
"2001-10-19","1005","SHEL","592350973339.00","Shell Plc Adr (Representing - )","9832933124897.35","0.060","511","478","0.935"
"2021-11-23","415","AAPL","2668134094060.00","Apple Inc.","44207116733180.87","0.060","505","505","1.000"
"2001-08-13","1005","SHEL","648681700539.00","Shell Plc Adr (Representing - )","10891066146900.29","0.060","511","478","0.935"
"2021-11-24","415","AAPL","2676895082040.00","Apple Inc.","44308675464538.21","0.060","505","505","1.000"
"2001-07-20","1005","SHEL","661446875726.00","Shell Plc Adr (Representing - )","11067956399477.54","0.060","512","478","0.934"
"2021-11-26","415","AAPL","2592095330460.00","Apple Inc.","43297523600188.39","0.060","505","505","1.000"
"2001-10-01","1005","SHEL","577594899270.00","Shell Plc Adr (Representing - )","9563593687725.23","0.060","510","478","0.937"
"2021-11-29","415","AAPL","2648793799840.00","Apple Inc.","43878258177374.64","0.060","505","505","1.000"
"2001-11-09","1005","SHEL","613079744055.00","Shell Plc Adr (Representing - )","10244636918650.87","0.060","511","478","0.935"
"2001-06-28","1005","SHEL","662500881016.00","Shell Plc Adr (Representing - )","11089992613705.72","0.060","512","478","0.934"
"2001-10-03","1005","SHEL","591179856350.00","Shell Plc Adr (Representing - )","9830115726638.97","0.060","510","478","0.937"
"2020-11-23","415","AAPL","1947123723600.00","Apple Inc.","32699863674590.00","0.060","507","505","0.996"
"2001-11-02","1005","SHEL","595981436007.00","Shell Plc Adr (Representing - )","9962960414950.33","0.060","511","478","0.935"
"2020-11-25","415","AAPL","1984407252080.00","Apple Inc.","33186267888131.82","0.060","507","505","0.996"
"2001-07-23","1005","SHEL","651141046217.00","Shell Plc Adr (Representing - )","10909699538290.25","0.060","512","478","0.934"
"2020-11-27","415","AAPL","1993984672240.00","Apple Inc.","33280449703843.04","0.060","507","505","0.996"
"2001-07-03","1005","SHEL","667419572373.00","Shell Plc Adr (Representing - )","11210323944707.73","0.060","512","477","0.932"
"2022-12-23","415","AAPL","2119089358720.00","Apple Inc.","35434413463438.23","0.060","503","503","1.000"
"2001-08-02","1005","SHEL","669878918051.00","Shell Plc Adr (Representing - )","11184391471065.93","0.060","512","479","0.936"
"2021-02-18","415","AAPL","2205303737420.00","Apple Inc.","36610398168448.48","0.060","506","505","0.998"
"2001-10-25","1005","SHEL","600783015664.00","Shell Plc Adr (Representing - )","10047230823097.51","0.060","511","478","0.935"
"2021-02-19","415","AAPL","2208024025740.00","Apple Inc.","36520043682952.43","0.060","506","505","0.998"
"2001-09-19","1005","SHEL","562721713502.00","Shell Plc Adr (Representing - )","9357521424664.72","0.060","511","477","0.933"
"2021-03-01","415","AAPL","2172660277580.00","Apple Inc.","36475226366241.47","0.060","506","505","0.998"
"2021-08-16","415","AAPL","2521834796720.00","Apple Inc.","42276503178798.21","0.060","506","505","0.998"
"2000-07-03","1005","SHEL","734173240780.00","Shell Plc Adr (Representing - )","12328591477249.77","0.060","513","469","0.914"
"2000-06-27","1005","SHEL","729722996219.00","Shell Plc Adr (Representing - )","12193918510531.83","0.060","513","468","0.912"
"2025-04-25","415","AAPL","3118875982080.00","Apple Inc.","51555983098285.00","0.060","503","503","1.000"
"2025-04-22","415","AAPL","2976702449640.00","Apple Inc.","49326014472240.00","0.060","503","503","1.000"
"2001-04-20","1005","SHEL","671518481836.00","Shell Plc Adr (Representing - )","11198845433130.21","0.060","513","477","0.930"
"2001-05-02","1005","SHEL","686860114400.00","Shell Plc Adr (Representing - )","11422314603477.29","0.060","513","477","0.930"
"2001-05-03","1005","SHEL","676671396590.00","Shell Plc Adr (Representing - )","11282710496983.37","0.060","513","477","0.930"
"2001-05-04","1005","SHEL","688031231390.00","Shell Plc Adr (Representing - )","11425285811730.76","0.060","513","477","0.930"
"2001-05-07","1005","SHEL","687445672895.00","Shell Plc Adr (Representing - )","11408820212040.61","0.060","513","477","0.930"
"2001-02-15","1005","SHEL","705012427739.00","Shell Plc Adr (Representing - )","11674561736632.35","0.060","512","474","0.926"
"2025-04-14","415","AAPL","3018132472720.00","Apple Inc.","50472001653920.00","0.060","503","503","1.000"
"2025-04-03","415","AAPL","3028117406340.00","Apple Inc.","50270727764706.00","0.060","503","503","1.000"
"2001-05-08","1005","SHEL","684517880421.00","Shell Plc Adr (Representing - )","11393270325576.51","0.060","513","477","0.930"
"2023-01-18","415","AAPL","2150936634780.00","Apple Inc.","36131115640616.20","0.060","504","503","0.998"
"2021-07-15","415","AAPL","2477779450880.00","Apple Inc.","40968169800750.06","0.060","507","505","0.996"
"2001-02-07","1005","SHEL","716606485936.00","Shell Plc Adr (Representing - )","11874705568429.34","0.060","512","474","0.926"
"2001-02-06","1005","SHEL","718714496517.00","Shell Plc Adr (Representing - )","11964463249420.10","0.060","512","475","0.928"
"2001-02-05","1005","SHEL","723516076174.00","Shell Plc Adr (Representing - )","11990360206024.71","0.060","512","474","0.926"
"2021-09-03","415","AAPL","2574901463300.00","Apple Inc.","42825156867199.35","0.060","506","505","0.998"
"2001-01-16","1005","SHEL","704192645846.00","Shell Plc Adr (Representing - )","11776858356668.97","0.060","512","474","0.926"
"2001-01-12","1005","SHEL","705597986234.00","Shell Plc Adr (Representing - )","11813321173182.33","0.060","512","475","0.928"
"2021-07-16","415","AAPL","2442902302090.00","Apple Inc.","40670778764528.97","0.060","507","505","0.996"
"2021-07-20","415","AAPL","2438897270650.00","Apple Inc.","40750754832888.80","0.060","506","506","1.000"
"2001-01-04","1005","SHEL","710750900988.00","Shell Plc Adr (Representing - )","11894773783862.99","0.060","512","474","0.926"
"2001-01-03","1005","SHEL","719534278410.00","Shell Plc Adr (Representing - )","12053789693222.36","0.060","512","474","0.926"
"2021-09-02","415","AAPL","2564054503150.00","Apple Inc.","42832129255196.26","0.060","506","505","0.998"
"2021-09-01","415","AAPL","2545030603810.00","Apple Inc.","42761463717299.67","0.060","506","505","0.998"
"2021-08-30","415","AAPL","2555210058720.00","Apple Inc.","42791809388955.02","0.060","506","505","0.998"
"2021-08-17","415","AAPL","2506315299890.00","Apple Inc.","41967529851346.54","0.060","506","505","0.998"
"2000-12-22","1005","SHEL","693886816338.00","Shell Plc Adr (Representing - )","11529251858158.06","0.060","512","472","0.922"
"2025-04-21","415","AAPL","2878641459760.00","Apple Inc.","48109995877538.00","0.060","503","503","1.000"
"2000-12-20","1005","SHEL","669761806352.00","Shell Plc Adr (Representing - )","11236959222391.01","0.060","512","472","0.922"
"2000-06-26","1005","SHEL","731245448306.00","Shell Plc Adr (Representing - )","12212551249571.92","0.060","513","468","0.912"
"2000-12-04","1005","SHEL","708525778708.00","Shell Plc Adr (Representing - )","11752832177493.71","0.060","511","470","0.920"
"1999-11-30","1005","SHEL","679247853968.00","Shell Plc Adr (Representing - )","11431357604427.13","0.059","513","466","0.908"
"2000-09-11","1005","SHEL","751037325430.00","Shell Plc Adr (Representing - )","12769369939700.49","0.059","513","469","0.914"
"1999-12-02","1005","SHEL","674914721106.00","Shell Plc Adr (Representing - )","11502723192233.95","0.059","513","465","0.906"
"2000-09-12","1005","SHEL","748109532956.00","Shell Plc Adr (Representing - )","12718865056584.13","0.059","513","469","0.914"
"1999-12-03","1005","SHEL","687328561196.00","Shell Plc Adr (Representing - )","11656117837399.75","0.059","513","464","0.904"
"2000-09-18","1005","SHEL","733470570586.00","Shell Plc Adr (Representing - )","12418936748358.16","0.059","513","468","0.912"
"1999-12-14","1005","SHEL","678545183774.00","Shell Plc Adr (Representing - )","11568174636403.00","0.059","513","465","0.906"
"2000-10-09","1005","SHEL","722462070884.00","Shell Plc Adr (Representing - )","12277935606668.26","0.059","513","469","0.914"
"1999-12-22","1005","SHEL","694589486531.00","Shell Plc Adr (Representing - )","11867882711566.22","0.059","513","465","0.906"
"2000-10-18","1005","SHEL","707120438320.00","Shell Plc Adr (Representing - )","11920934117719.37","0.059","513","469","0.914"
"1999-12-23","1005","SHEL","710048230794.00","Shell Plc Adr (Representing - )","12033900734905.83","0.059","513","465","0.906"
"2000-10-20","1005","SHEL","726795203745.00","Shell Plc Adr (Representing - )","12298820676528.82","0.059","513","470","0.916"
"1999-12-29","1005","SHEL","715084033849.00","Shell Plc Adr (Representing - )","12095328273180.75","0.059","513","465","0.906"
"2000-10-23","1005","SHEL","718011826323.00","Shell Plc Adr (Representing - )","12270999072417.19","0.059","513","469","0.914"
"2000-01-14","1005","SHEL","716606485936.00","Shell Plc Adr (Representing - )","12089862941134.20","0.059","513","466","0.908"
"2000-11-16","1005","SHEL","715084033849.00","Shell Plc Adr (Representing - )","12077007404075.13","0.059","512","470","0.918"
"2000-01-18","1005","SHEL","704192645846.00","Shell Plc Adr (Representing - )","12026022046425.41","0.059","513","466","0.908"
"2000-11-17","1005","SHEL","715084033849.00","Shell Plc Adr (Representing - )","12050184606163.56","0.059","512","470","0.918"
"2000-01-21","1005","SHEL","699742401286.00","Shell Plc Adr (Representing - )","11890068885112.78","0.059","513","466","0.908"
"2000-11-20","1005","SHEL","700445071479.00","Shell Plc Adr (Representing - )","11849337060924.23","0.059","512","470","0.918"
"2000-01-24","1005","SHEL","688733901583.00","Shell Plc Adr (Representing - )","11592425206376.76","0.059","513","466","0.908"
"2000-11-24","1005","SHEL","701967523566.00","Shell Plc Adr (Representing - )","11810180828610.43","0.059","512","469","0.916"
"2000-01-25","1005","SHEL","682175646442.00","Shell Plc Adr (Representing - )","11647345386667.89","0.059","513","466","0.908"
"2000-12-19","1005","SHEL","682878316635.00","Shell Plc Adr (Representing - )","11504745983213.73","0.059","512","472","0.922"
"2000-01-26","1005","SHEL","677842513580.00","Shell Plc Adr (Representing - )","11570632428479.57","0.059","513","466","0.908"
"2001-01-09","1005","SHEL","694589486531.00","Shell Plc Adr (Representing - )","11695936552347.24","0.059","512","474","0.926"
"2000-06-22","1005","SHEL","715084033849.00","Shell Plc Adr (Representing - )","12177593164931.93","0.059","513","468","0.912"
"2001-01-10","1005","SHEL","690256353670.00","Shell Plc Adr (Representing - )","11768728256093.31","0.059","512","474","0.926"
"2000-06-21","1005","SHEL","733470570586.00","Shell Plc Adr (Representing - )","12381526760858.95","0.059","513","468","0.912"
"2001-01-11","1005","SHEL","704192645846.00","Shell Plc Adr (Representing - )","11855199041336.74","0.059","512","474","0.926"
"2000-02-18","1005","SHEL","655825514176.00","Shell Plc Adr (Representing - )","11169422627437.33","0.059","513","466","0.908"
"2001-01-17","1005","SHEL","695409268424.00","Shell Plc Adr (Representing - )","11788513607777.72","0.059","512","474","0.926"
"2000-06-09","1005","SHEL","731948118500.00","Shell Plc Adr (Representing - )","12358117619153.46","0.059","513","466","0.908"
"2001-02-02","1005","SHEL","707471773417.00","Shell Plc Adr (Representing - )","11964111001615.07","0.059","512","474","0.926"
"2000-06-08","1005","SHEL","731948118500.00","Shell Plc Adr (Representing - )","12397223674982.68","0.059","513","467","0.910"
"2001-04-19","1005","SHEL","665311561791.00","Shell Plc Adr (Representing - )","11281552659753.67","0.059","513","477","0.930"
"2000-06-07","1005","SHEL","734173240780.00","Shell Plc Adr (Representing - )","12468503272645.08","0.059","513","468","0.912"
"2025-04-16","415","AAPL","2895183663220.00","Apple Inc.","49223266657011.00","0.059","503","503","1.000"
"2000-06-01","1005","SHEL","728317655832.00","Shell Plc Adr (Representing - )","12282479607225.26","0.059","513","467","0.910"
"2025-04-11","415","AAPL","2953006860900.00","Apple Inc.","50063736100839.00","0.059","503","503","1.000"
"2000-05-10","1005","SHEL","692481475950.00","Shell Plc Adr (Representing - )","11737486167701.69","0.059","513","467","0.910"
"2025-04-04","415","AAPL","2807405664680.00","Apple Inc.","47319965743592.00","0.059","503","503","1.000"
"2000-05-17","1005","SHEL","718011826323.00","Shell Plc Adr (Representing - )","12195372434185.48","0.059","513","467","0.910"
"2023-01-17","415","AAPL","2162549560920.00","Apple Inc.","36678814125622.35","0.059","504","503","0.998"
"2001-09-26","1005","SHEL","543164059776.00","Shell Plc Adr (Representing - )","9274150178047.72","0.059","510","478","0.937"
"2022-12-30","415","AAPL","2088072807360.00","Apple Inc.","35371646886309.86","0.059","503","503","1.000"
"2001-07-17","1005","SHEL","653483280196.00","Shell Plc Adr (Representing - )","11087872877093.47","0.059","512","478","0.934"
"2022-12-29","415","AAPL","2082930166720.00","Apple Inc.","35454458724124.05","0.059","503","503","1.000"
"2001-07-16","1005","SHEL","653131945099.00","Shell Plc Adr (Representing - )","10992935837609.20","0.059","512","478","0.934"
"2022-12-27","415","AAPL","2089679882560.00","Apple Inc.","35267083456022.47","0.059","503","503","1.000"
"2001-07-13","1005","SHEL","658870418348.00","Shell Plc Adr (Representing - )","11078701924604.14","0.059","512","478","0.934"
"2021-11-18","415","AAPL","2609617306420.00","Apple Inc.","44392772705419.10","0.059","505","505","1.000"
"2001-11-05","1005","SHEL","599611898675.00","Shell Plc Adr (Representing - )","10099795220816.57","0.059","511","478","0.935"
"2021-09-22","415","AAPL","2433890981350.00","Apple Inc.","41574026567956.59","0.059","505","505","1.000"
"2001-11-08","1005","SHEL","599611898675.00","Shell Plc Adr (Representing - )","10219113083178.75","0.059","511","478","0.935"
"2021-09-16","415","AAPL","2482952616490.00","Apple Inc.","42258787703142.25","0.059","506","505","0.998"
"2001-11-13","1005","SHEL","611791515367.00","Shell Plc Adr (Representing - )","10397667663700.53","0.059","511","478","0.935"
"2021-09-15","415","AAPL","2486957647930.00","Apple Inc.","42326960693799.86","0.059","506","505","0.998"
"2001-08-10","1005","SHEL","645285461269.00","Shell Plc Adr (Representing - )","10888973123439.33","0.059","511","478","0.935"
"2021-09-14","415","AAPL","2471771903720.00","Apple Inc.","41971956042941.37","0.059","506","505","0.998"
"2001-08-09","1005","SHEL","638258759332.00","Shell Plc Adr (Representing - )","10844167984561.31","0.059","511","478","0.935"
"2021-09-13","415","AAPL","2495635216050.00","Apple Inc.","42203001958778.16","0.059","506","505","0.998"
"2001-08-08","1005","SHEL","637204754041.00","Shell Plc Adr (Representing - )","10846319549548.31","0.059","511","478","0.935"
"2021-09-10","415","AAPL","2485956390070.00","Apple Inc.","42103864708789.96","0.059","506","505","0.998"
