"date","index","ticker","market_cap","company_name","sp500_total_market_cap","proportion_sp500","expected_num_constituents","num_actual_constituents","available_data_prop"
"2023-12-07","415","AAPL","3037262250640.00","Apple Inc.","42535843754338.37","0.071","503","503","1.000"
"2023-12-11","415","AAPL","3020220937760.00","Apple Inc.","42797373655453.36","0.071","503","503","1.000"
"2023-12-12","415","AAPL","3044141312720.00","Apple Inc.","42952095357145.69","0.071","503","503","1.000"
"2023-12-13","415","AAPL","3094952566720.00","Apple Inc.","43520233264252.57","0.071","503","503","1.000"
"2023-12-14","415","AAPL","3097297701520.00","Apple Inc.","43613251478845.31","0.071","503","503","1.000"
"2023-12-15","415","AAPL","3088855216240.00","Apple Inc.","43788391678208.30","0.071","503","506","1.006"
"2023-05-15","415","AAPL","2722482248220.00","Apple Inc.","38260671694917.87","0.071","503","503","1.000"
"2023-05-17","415","AAPL","2732291854740.00","Apple Inc.","38522678000794.75","0.071","503","503","1.000"
"2023-05-18","415","AAPL","2769631647300.00","Apple Inc.","38893770085686.80","0.071","503","503","1.000"
"2025-11-19","317","NVDA","4537472040000.00","NVIDIA Corporation","63543298748222.00","0.071","503","503","1.000"
"2025-11-17","317","NVDA","4539418200000.00","NVIDIA Corporation","63705770729152.00","0.071","503","503","1.000"
"2025-11-13","317","NVDA","4553030760000.00","NVIDIA Corporation","64216816974377.00","0.071","503","503","1.000"
"1999-08-17","1005","SHEL","762748495326.00","Shell Plc Adr (Representing - )","10957879912434.75","0.070","513","463","0.903"
"2023-05-04","415","AAPL","2623120427340.00","Apple Inc.","37440956016165.39","0.070","503","503","1.000"
"1999-08-19","1005","SHEL","757595580572.00","Shell Plc Adr (Representing - )","10827727919174.28","0.070","513","463","0.903"
"2022-09-21","415","AAPL","2487986023320.00","Apple Inc.","35323536221431.83","0.070","503","503","1.000"
"2025-11-20","317","NVDA","4394429279999.00","NVIDIA Corporation","62593994467056.00","0.070","503","503","1.000"
"2022-08-10","415","AAPL","2739180032440.00","Apple Inc.","39287266176508.65","0.070","504","503","0.998"
"2025-11-18","317","NVDA","4411944720000.00","NVIDIA Corporation","63207376816777.00","0.070","503","503","1.000"
"2023-12-18","415","AAPL","3062589706480.00","Apple Inc.","44010972256364.39","0.070","503","503","1.000"
"2023-12-19","415","AAPL","3079005650080.00","Apple Inc.","44270217533982.61","0.070","503","503","1.000"
"2023-12-20","415","AAPL","3046017420560.00","Apple Inc.","43677442570925.08","0.070","503","503","1.000"
"2022-08-23","415","AAPL","2706647818630.00","Apple Inc.","38486682637084.91","0.070","504","503","0.998"
"2022-08-26","415","AAPL","2648219315220.00","Apple Inc.","37806898266712.03","0.070","504","503","0.998"
"2022-08-25","415","AAPL","2751966325430.00","Apple Inc.","39146881112020.37","0.070","504","503","0.998"
"2022-08-24","415","AAPL","2711503372930.00","Apple Inc.","38591216553217.61","0.070","504","503","0.998"
"2023-04-27","415","AAPL","2664573925860.00","Apple Inc.","38124088102421.33","0.070","503","503","1.000"
"2023-05-02","415","AAPL","2666630778840.00","Apple Inc.","37935024179960.58","0.070","503","502","0.998"
"2025-10-16","317","NVDA","4429982460000.00","NVIDIA Corporation","63042763713089.00","0.070","503","503","1.000"
"2022-08-15","415","AAPL","2803111497390.00","Apple Inc.","40101436987464.74","0.070","504","503","0.998"
"2023-11-14","415","AAPL","2930480446080.00","Apple Inc.","41715494391019.04","0.070","503","503","1.000"
"2023-11-15","415","AAPL","2939391958320.00","Apple Inc.","41793760443554.93","0.070","503","503","1.000"
"2022-08-16","415","AAPL","2800521868430.00","Apple Inc.","40175470404372.40","0.070","504","503","0.998"
"2025-12-26","317","NVDA","4635023310000.00","NVIDIA Corporation","66658190727643.00","0.070","503","503","1.000"
"2023-05-01","415","AAPL","2683243822140.00","Apple Inc.","38384004070853.37","0.070","503","502","0.998"
"2025-10-17","317","NVDA","4464338520000.00","NVIDIA Corporation","63349703726823.00","0.070","503","503","1.000"
"2023-08-30","415","AAPL","2951490930300.00","Apple Inc.","41876557426356.21","0.070","503","503","1.000"
"2025-10-20","317","NVDA","4450206240000.00","NVIDIA Corporation","64002418260306.00","0.070","503","503","1.000"
"2023-04-28","415","AAPL","2684667797280.00","Apple Inc.","38408175285845.16","0.070","503","503","1.000"
"2023-11-24","415","AAPL","2970035053040.00","Apple Inc.","42301937809061.20","0.070","503","503","1.000"
"2023-11-27","415","AAPL","2967220891280.00","Apple Inc.","42219322545023.21","0.070","503","503","1.000"
"2023-11-28","415","AAPL","2976757772800.00","Apple Inc.","42274767239460.74","0.070","503","503","1.000"
"2023-11-29","415","AAPL","2960654513840.00","Apple Inc.","42201095751392.94","0.070","503","503","1.000"
"2023-11-30","415","AAPL","2969722368400.00","Apple Inc.","42315271928946.09","0.070","503","503","1.000"
"2022-08-19","415","AAPL","2776082245120.00","Apple Inc.","39421440742245.21","0.070","504","503","0.998"
"2023-05-03","415","AAPL","2649384857700.00","Apple Inc.","37704071464658.38","0.070","503","503","1.000"
"2023-12-01","415","AAPL","2989890527680.00","Apple Inc.","42540680805336.85","0.070","503","503","1.000"
"2025-09-22","317","NVDA","4473841260000.00","NVIDIA Corporation","63675560041787.00","0.070","503","503","1.000"
"2022-08-12","415","AAPL","2785469650100.00","Apple Inc.","39937428477541.57","0.070","504","503","0.998"
"2023-12-04","415","AAPL","2961592567760.00","Apple Inc.","42286677553377.67","0.070","503","503","1.000"
"2025-07-23","317","NVDA","4161225480000.00","NVIDIA Corporation","59332556476419.00","0.070","503","503","1.000"
"2025-08-29","317","NVDA","4244069880000.00","NVIDIA Corporation","60606829948670.00","0.070","503","503","1.000"
"2023-10-12","415","AAPL","2825262064720.00","Apple Inc.","40517320207108.38","0.070","504","503","0.998"
"2022-08-22","415","AAPL","2712150780170.00","Apple Inc.","38572166943854.48","0.070","504","503","0.998"
"2020-09-02","415","AAPL","2278126476000.00","Apple Inc.","32685556157146.79","0.070","507","505","0.996"
"2020-08-21","415","AAPL","2156244975800.00","Apple Inc.","30957026642971.25","0.070","507","505","0.996"
"2020-08-24","415","AAPL","2182034269050.00","Apple Inc.","31265416120492.38","0.070","507","505","0.996"
"2025-09-29","317","NVDA","4430957100000.00","NVIDIA Corporation","63231956386135.00","0.070","503","503","1.000"
"2020-08-31","415","AAPL","2237210353600.00","Apple Inc.","31917350686400.06","0.070","507","505","0.996"
"2022-08-29","415","AAPL","2611964509780.00","Apple Inc.","37549372433245.88","0.070","504","503","0.998"
"2025-09-10","317","NVDA","4320822780000.00","NVIDIA Corporation","61709301813504.00","0.070","503","503","1.000"
"2023-11-07","415","AAPL","2842616062240.00","Apple Inc.","40648690954622.62","0.070","503","503","1.000"
"2025-10-24","317","NVDA","4538411160000.00","NVIDIA Corporation","64554410261166.00","0.070","503","503","1.000"
"2025-09-12","317","NVDA","4332762120000.00","NVIDIA Corporation","62173274087902.00","0.070","503","503","1.000"
"2023-11-08","415","AAPL","2859344690480.00","Apple Inc.","40700940443283.91","0.070","503","503","1.000"
"2025-10-14","317","NVDA","4386610980000.00","NVIDIA Corporation","63091194086678.00","0.070","503","503","1.000"
"1999-08-16","1005","SHEL","754667788098.00","Shell Plc Adr (Representing - )","10870954396806.17","0.069","513","463","0.903"
"2024-12-20","415","AAPL","3838147940760.00","Apple Inc.","55333473974070.00","0.069","503","502","0.998"
"1999-09-09","1005","SHEL","759820702852.00","Shell Plc Adr (Representing - )","11020459556420.89","0.069","513","463","0.903"
"2020-08-25","415","AAPL","2164133465500.00","Apple Inc.","31391738542478.92","0.069","507","505","0.996"
"1999-08-05","1005","SHEL","732650788693.00","Shell Plc Adr (Representing - )","10693748883278.66","0.069","513","463","0.903"
"2024-12-23","415","AAPL","3849911685480.00","Apple Inc.","55937145171694.00","0.069","503","503","1.000"
"1999-08-06","1005","SHEL","737803703448.00","Shell Plc Adr (Representing - )","10618719835826.11","0.069","513","464","0.904"
"2025-11-24","317","NVDA","4440893850000.00","NVIDIA Corporation","64450271858531.00","0.069","503","503","1.000"
"1999-08-23","1005","SHEL","760523373046.00","Shell Plc Adr (Representing - )","11098323298106.27","0.069","513","463","0.903"
"2025-11-21","317","NVDA","4351613760000.00","NVIDIA Corporation","63288831097102.00","0.069","503","503","1.000"
"1999-08-20","1005","SHEL","757595580572.00","Shell Plc Adr (Representing - )","10926396815885.17","0.069","513","463","0.903"
"2025-10-22","317","NVDA","4392702480000.00","NVIDIA Corporation","63613557492365.00","0.069","503","503","1.000"
"1999-08-18","1005","SHEL","745181740482.00","Shell Plc Adr (Representing - )","10878231473843.70","0.069","513","463","0.903"
"2023-12-21","415","AAPL","3043672285760.00","Apple Inc.","44132510563401.18","0.069","503","503","1.000"
"2025-10-15","317","NVDA","4381737780000.00","NVIDIA Corporation","63419241435429.00","0.069","503","503","1.000"
"2023-04-26","415","AAPL","2591001876960.00","Apple Inc.","37366028784184.91","0.069","503","503","1.000"
"2023-04-25","415","AAPL","2591160096420.00","Apple Inc.","37507201950716.09","0.069","503","503","1.000"
"2023-04-24","415","AAPL","2615842332180.00","Apple Inc.","38109472707179.81","0.069","503","503","1.000"
"2025-12-31","317","NVDA","4536985500000.00","NVIDIA Corporation","65890092050472.00","0.069","503","503","1.000"
"2025-12-30","317","NVDA","4562285580000.00","NVIDIA Corporation","66361083656046.00","0.069","503","503","1.000"
"2025-12-29","317","NVDA","4578827940000.00","NVIDIA Corporation","66440402224464.00","0.069","503","503","1.000"
"2022-08-31","415","AAPL","2544634156820.00","Apple Inc.","36865040714098.31","0.069","504","503","0.998"
"2023-04-06","415","AAPL","2605241628360.00","Apple Inc.","37852084721237.62","0.069","503","503","1.000"
"2022-09-01","415","AAPL","2556611190760.00","Apple Inc.","36999161678821.93","0.069","504","503","0.998"
"2022-10-31","415","AAPL","2464289111680.00","Apple Inc.","35793078803687.46","0.069","503","503","1.000"
"2022-10-28","415","AAPL","2502858916480.00","Apple Inc.","36108037087169.62","0.069","503","503","1.000"
"2022-09-02","415","AAPL","2521813051610.00","Apple Inc.","36587983184170.31","0.069","504","503","0.998"
"2022-09-06","415","AAPL","2501096019930.00","Apple Inc.","36434443293190.20","0.069","504","503","0.998"
"2022-09-12","415","AAPL","2645144130830.00","Apple Inc.","38288970217121.68","0.069","504","503","0.998"
"2023-04-05","415","AAPL","2591001876960.00","Apple Inc.","37665520059276.30","0.069","503","503","1.000"
"2023-04-04","415","AAPL","2620588915980.00","Apple Inc.","37760133935957.29","0.069","503","503","1.000"
"2023-04-03","415","AAPL","2629132766820.00","Apple Inc.","37961529416085.66","0.069","503","503","1.000"
"2023-03-31","415","AAPL","2623248658200.00","Apple Inc.","37844956029662.16","0.069","503","503","1.000"
"2020-08-26","415","AAPL","2193563600150.00","Apple Inc.","31731300104102.27","0.069","507","505","0.996"
"2025-07-11","317","NVDA","4018440719999.00","NVIDIA Corporation","58309826438172.00","0.069","503","503","1.000"
"2024-12-27","415","AAPL","3854737837160.00","Apple Inc.","55891535071288.00","0.069","503","503","1.000"
"2025-07-22","317","NVDA","4069852980000.00","NVIDIA Corporation","58856152922291.00","0.069","503","502","0.998"
"2025-09-02","317","NVDA","4161225480000.00","NVIDIA Corporation","60191369404250.00","0.069","503","503","1.000"
"2023-03-30","415","AAPL","2582842038480.00","Apple Inc.","37397796112820.08","0.069","503","503","1.000"
"2023-08-04","415","AAPL","2862466476980.00","Apple Inc.","41404097469201.27","0.069","503","503","1.000"
"2022-08-30","415","AAPL","2571987112710.00","Apple Inc.","37152612808956.55","0.069","504","503","0.998"
"2025-12-24","317","NVDA","4588315470000.00","NVIDIA Corporation","66690245668575.00","0.069","503","503","1.000"
"2024-12-26","415","AAPL","3906468150479.00","Apple Inc.","56527624710415.00","0.069","503","503","1.000"
"2025-09-11","317","NVDA","4316924219999.00","NVIDIA Corporation","62209133446524.00","0.069","503","503","1.000"
"2022-09-28","415","AAPL","2408041479680.00","Apple Inc.","34682841196585.62","0.069","503","503","1.000"
"2025-12-23","317","NVDA","4602911670000.00","NVIDIA Corporation","66489413221208.00","0.069","503","503","1.000"
"2023-08-22","415","AAPL","2787597855460.00","Apple Inc.","40619791570483.63","0.069","503","503","1.000"
"2023-08-23","415","AAPL","2848782506240.00","Apple Inc.","41088176626156.28","0.069","503","503","1.000"
