"date","SP500_total_market_cap"
"2012-07-09","12708750594812.14"
"2012-07-10","12611579573571.39"
"2012-07-11","12607695754225.12"
"2012-07-12","12550540543353.14"
"2012-07-13","12751094104236.65"
"2012-07-16","12726916254766.06"
"2012-07-17","12819115927932.96"
"2012-07-18","12895506126346.73"
"2012-07-19","12932388289508.59"
"2012-07-20","12817415027226.73"
"2012-07-23","12710433630383.69"
"2012-07-24","12600789851393.73"
"2012-07-25","12596231188401.10"
"2012-07-26","12795117053880.10"
"2012-07-27","13034734899621.08"
"2012-07-30","13032399810859.27"
"2012-07-31","12960233369473.38"
"2012-08-01","12922986010155.30"
"2012-08-02","12832342164188.29"
"2012-08-03","13066794610437.68"
"2012-08-06","13099259710164.45"
"2012-08-07","13159121036283.13"
"2012-08-08","13169664529227.63"
"2012-08-09","13171443184312.81"
"2012-08-10","13197725545875.81"
"2012-08-13","13192971587019.93"
"2012-08-14","13200683280686.74"
"2012-08-15","13217306047740.28"
"2012-08-16","13303762825737.06"
"2012-08-17","13328626628851.38"
"2012-08-20","13327992532423.25"
"2012-08-21","13279555300102.30"
"2012-08-22","13285563924873.11"
"2012-08-23","13185899890334.99"
"2012-08-24","13268385422271.21"
"2012-08-27","13260447673037.78"
"2012-08-28","13254876611927.29"
"2012-08-29","13268541489691.09"
"2012-08-30","13169172867829.53"
"2012-08-31","13230900693367.47"
"2012-09-04","13250488997469.11"
"2012-09-05","13231977266838.56"
"2012-09-06","13488747647533.92"
"2012-09-07","13539022451082.00"
"2012-09-10","13457979463579.72"
"2012-09-11","13494008959622.20"
"2012-09-12","13521519777895.53"
"2012-09-13","13738290845133.82"
"2012-09-14","13789156989348.74"
"2012-09-17","13750023787540.59"
"2012-09-18","13736843803756.44"
"2012-09-19","13756899659990.77"
"2012-09-20","13751707669205.24"
"2012-09-21","13750140387673.14"
"2012-09-24","13729510044620.47"
"2012-09-25","13591931626589.69"
"2012-09-26","13521790670281.15"
"2012-09-27","13641596724524.74"
"2012-09-28","13589161171563.61"
"2012-10-01","13614361222705.77"
"2012-10-02","13596519568215.49"
"2012-10-03","13650491346022.19"
"2012-10-04","13753264585610.49"
"2012-10-05","13742890709905.43"
"2012-10-08","13695603587415.59"
"2012-10-09","13561375434774.97"
"2012-10-10","13488399516787.26"
"2012-10-11","13492727548747.83"
"2012-10-12","13453918642092.18"
"2012-10-15","13558958689909.68"
"2012-10-16","13690357758650.31"
"2012-10-17","13746769921510.74"
"2012-10-18","13689035681826.74"
"2012-10-19","13469475045153.77"
"2012-10-22","13468174764280.49"
"2012-10-23","13286041483509.09"
"2012-10-24","13246111418616.82"
"2012-10-25","13280607250638.58"
"2012-10-26","13274437197280.81"
"2012-10-31","13271426802007.78"
"2012-11-01","13405872313668.95"
"2012-11-02","13287156545698.17"
"2012-11-05","13309337069523.35"
"2012-11-06","13406333367466.50"
"2012-11-07","13101568479100.46"
"2012-11-08","12942486304359.15"
"2012-11-09","12965045526376.32"
"2012-11-12","12963568667323.83"
"2012-11-13","12912396261716.71"
"2012-11-14","12742086051921.26"
"2012-11-15","12716514598417.65"
"2012-11-16","12777033690134.55"
"2012-11-19","13022598899476.76"
"2012-11-20","13034316078584.21"
"2012-11-21","13063111943385.78"
"2012-11-23","13226092562472.70"
"2012-11-26","13198423922126.99"
"2012-11-27","13137800576361.00"
"2012-11-28","13243025885234.96"
"2012-11-29","13299295466206.45"
"2012-11-30","13329928291666.04"
"2012-12-03","13260553702711.06"
"2012-12-04","13237544039922.98"
"2012-12-05","13253400931531.27"
"2012-12-06","13291305099911.12"
"2012-12-07","13324883011294.31"
"2012-12-10","13327356028454.11"
"2012-12-11","13422508969249.17"
"2012-12-12","13426774641012.52"
"2012-12-13","13350186646523.79"
"2012-12-14","13299538772560.85"
"2012-12-17","13456039078943.86"
"2012-12-18","13600437928608.06"
"2012-12-19","13506406639042.22"
"2012-12-20","13573936312964.03"
"2012-12-21","13464106657783.05"
"2012-12-24","13426387137741.79"
"2012-12-26","13361336360449.52"
"2012-12-27","13346143462203.58"
"2012-12-28","13203230546819.95"
"2012-12-31","13381360627157.49"
"2013-01-02","13714827126539.55"
"2013-01-03","13688246045490.13"
"2013-01-04","13756511741398.38"
"2013-01-07","13714834182553.70"
"2013-01-08","13679109770979.09"
"2013-01-09","13714421011921.37"
"2013-01-10","13813989728693.40"
"2013-01-11","13814747990100.55"
"2013-01-14","13798810967697.40"
"2013-01-15","13815916898587.60"
"2013-01-16","13816864231613.80"
"2013-01-17","13888426916351.87"
"2013-01-18","13929322094508.84"
"2013-01-22","13989527288381.56"
"2013-01-23","14024749048315.37"
"2013-01-24","14032047282649.71"
"2013-01-25","14101891429914.75"
"2013-01-28","14075545399195.11"
"2013-01-29","14143886942524.08"
"2013-01-30","14095121630314.11"
"2013-01-31","14065340188593.47"
"2013-02-01","14200191233707.04"
"2013-02-04","14035324483031.75"
"2013-02-05","14181390662980.19"
"2013-02-06","14190922297916.53"
"2013-02-07","14170884839277.03"
"2013-02-08","14249619418088.75"
"2013-02-11","14240635278761.61"
"2013-02-12","14260432100391.67"
"2013-02-13","14276303754141.31"
"2013-02-14","14284419125528.26"
"2013-02-15","14269251804126.61"
"2013-02-19","14369792466480.56"
"2013-02-20","14198031652923.82"
"2013-02-21","14117230237251.10"
"2013-02-22","14235665929887.39"
"2013-02-25","13986699443298.85"
"2013-02-26","14066121677532.96"
"2013-02-27","14239310461883.77"
"2013-02-28","14231457485871.07"
"2013-03-01","14266084864417.50"
"2013-03-04","14342433438676.84"
"2013-03-05","14475980681086.26"
"2013-03-06","14487880146768.19"
"2013-03-07","14515519269333.43"
"2013-03-08","14572443719792.45"
"2013-03-11","14620926382072.30"
"2013-03-12","14585262949647.95"
"2013-03-13","14603126101911.18"
"2013-03-14","14673596084972.74"
"2013-03-15","14645816955650.79"
"2013-03-18","14568849456944.90"
"2013-03-19","14539381581820.09"
"2013-03-20","14634611682231.55"
"2013-03-21","14516012209638.83"
"2013-03-22","14618375239015.38"
"2013-03-25","14574749175385.02"
"2013-03-26","14686140038733.82"
"2013-03-27","14673631149677.58"
"2013-03-28","14726886099555.73"
"2013-04-01","14636204687537.55"
"2013-04-02","14715506727288.83"
"2013-04-03","14565674153161.03"
"2013-04-04","14618130849109.85"
"2013-04-05","14553151691281.23"
"2013-04-08","14639531424317.98"
"2013-04-09","14693302718907.87"
"2013-04-10","14865886245122.86"
"2013-04-11","14917288105347.71"
"2013-04-12","14880282472893.76"
"2013-04-15","14556365525584.56"
"2013-04-16","14759366889400.17"
"2013-04-17","14555615317907.74"
"2013-04-18","14452017670094.95"
"2013-04-19","14596088126306.94"
"2013-04-22","14659125613114.06"
"2013-04-23","14810561960639.65"
"2013-04-24","14809742145227.76"
"2013-04-25","14867170470927.16"
"2013-04-26","14838807671838.88"
"2013-04-29","14948127556486.93"
"2013-04-30","15003631798035.54"
"2013-05-01","14873870487976.06"
"2013-05-02","15011075556058.10"
"2013-05-03","15166496416530.40"
"2013-05-06","15199516289298.39"
"2013-05-07","15272138191039.81"
"2013-05-08","15349156095892.89"
"2013-05-09","15285365370885.03"
"2013-05-10","15355919604776.55"
"2013-05-13","15359680468335.93"
"2013-05-14","15514346058454.10"
"2013-05-15","15603658734760.81"
"2013-05-16","15521715324378.81"
"2013-05-17","15672696525942.61"
"2013-05-20","15661258034027.87"
"2013-05-21","15685624060162.13"
"2013-05-22","15553813949954.19"
"2013-05-23","15517014152527.55"
"2013-05-24","15505978797362.45"
"2013-05-28","15605496480098.53"
"2013-05-29","15494103323385.44"
"2013-05-30","15547099460635.19"
"2013-05-31","15338351864568.04"
"2013-06-03","15421939958023.62"
"2013-06-04","15336880278028.93"
"2013-06-05","15136759778603.18"
"2013-06-06","15306528183262.06"
"2013-06-07","15479989565791.07"
"2013-06-10","15477806972382.95"
"2013-06-11","15323041932815.07"
"2013-06-12","15195944757370.25"
"2013-06-13","15409273844536.70"
"2013-06-14","15321203823637.68"
"2013-06-17","15436797326136.72"
"2013-06-18","15553537572173.27"
"2013-06-19","15348139407119.87"
"2013-06-20","14975538067910.27"
"2013-06-21","15026573570363.72"
"2013-06-24","14852673272115.36"
"2013-06-25","14984836961820.09"
"2013-06-26","15125879097074.76"
"2013-06-27","15219034004242.48"
"2013-06-28","15164948397604.97"
"2013-07-01","15231406747174.90"
"2013-07-02","15222410402291.21"
"2013-07-03","15236618045184.38"
"2013-07-05","15389073362714.20"
"2013-07-08","15490034010981.77"
"2013-07-09","15572560674886.15"
"2013-07-10","15577011900341.98"
"2013-07-11","15787389044477.56"
"2013-07-12","15829875352959.18"
"2013-07-15","15855313628676.17"
"2013-07-16","15799590179484.31"
"2013-07-17","15838819468950.89"
"2013-07-18","15908586005374.14"
"2013-07-19","15921337761948.10"
"2013-07-22","15960160520209.59"
"2013-07-23","15928412748112.08"
"2013-07-24","15870148097965.74"
"2013-07-25","15901857148628.08"
"2013-07-26","15914063301808.29"
"2013-07-29","15854257802788.79"
"2013-07-30","15862523074501.90"
"2013-07-31","15855888924401.77"
"2013-08-01","16049284155613.22"
"2013-08-02","16075281906029.47"
"2013-08-05","16051595406008.19"
"2013-08-06","15962678454991.49"
"2013-08-07","15897309200467.75"
"2013-08-08","15951846329968.48"
"2013-08-09","15896185538275.86"
"2013-08-12","15876036719730.59"
"2013-08-13","15915527759171.29"
"2013-08-14","15832712382063.02"
"2013-08-15","15609666914932.23"
"2013-08-16","15560158269277.85"
"2013-08-19","15475612662334.40"
"2013-08-20","15531393186360.46"
"2013-08-21","15449885837399.11"
"2013-08-22","15575090997522.78"
"2013-08-23","15629728322124.73"
"2013-08-26","15567869355172.23"
"2013-08-27","15328239005558.21"
"2013-08-28","15364633757027.48"
"2013-08-29","15398190145323.60"
"2013-08-30","15348799897867.36"
"2013-09-03","15410669192054.62"
"2013-09-04","15532548966985.54"
"2013-09-05","15554171840897.92"
"2013-09-06","15555210840548.61"
"2013-09-09","15709287892764.25"
"2013-09-10","15837304860656.25"
"2013-09-11","15879635857434.84"
"2013-09-12","15828459417318.73"
"2013-09-13","15870142862427.04"
"2013-09-16","15956455452536.93"
"2013-09-17","16022847526048.16"
"2013-09-18","16217258281541.91"
"2013-09-19","16192233876503.32"
"2013-09-20","16117077593732.22"
"2013-09-23","16026015903662.70"
"2013-09-24","15984023751224.07"
"2013-09-25","15935007821780.97"
"2013-09-26","15990109109936.08"
"2013-09-27","15928529119672.41"
"2013-09-30","15778093324479.57"
"2013-10-01","15898928371883.38"
"2013-10-02","15890187048580.71"
"2013-10-03","15748497152832.02"
"2013-10-04","15849553065022.92"
"2013-10-07","15715258828580.27"
"2013-10-08","15530997704424.29"
"2013-10-09","15540982155534.02"
"2013-10-10","15870013518196.96"
"2013-10-11","15967862799906.26"
"2013-10-14","16034340384474.02"
"2013-10-15","15931562632469.55"
"2013-10-16","16149239042187.02"
"2013-10-17","16248630162316.60"
"2013-10-18","16394008826936.88"
"2013-10-21","16389974034639.57"
"2013-10-22","16487339047591.44"
"2013-10-23","16417458096150.13"
"2013-10-24","16474165265847.23"
"2013-10-25","16540288632984.43"
"2013-10-28","16579640845190.25"
"2013-10-29","16674460625761.12"
"2013-10-30","16571016026278.64"
"2013-10-31","16506928470931.87"
"2013-11-01","16550076045909.51"
"2013-11-04","16603259096220.20"
"2013-11-05","16559460991061.82"
"2013-11-06","16627608204678.75"
"2013-11-07","16415029003699.14"
"2013-11-08","16624471700593.84"
"2013-11-11","16636323209286.97"
"2013-11-12","16614607111493.25"
"2013-11-13","16741480626636.36"
"2013-11-14","16821640046029.36"
"2013-11-15","16887067844803.82"
"2013-11-18","16826728448971.49"
"2013-11-19","16791708932399.30"
"2013-11-20","16732748388368.51"
"2013-11-21","16867942179857.49"
"2013-11-22","16947599959156.94"
"2013-11-25","16936139066586.61"
"2013-11-26","16947279776674.73"
"2013-11-27","16989633498301.89"
"2013-11-29","16982862723024.03"
"2013-12-02","16926562173286.53"
"2013-12-03","16875589420351.75"
"2013-12-04","16856389679324.42"
"2013-12-05","16784445943162.50"
"2013-12-06","16968229632768.04"
"2013-12-09","17013158249683.05"
"2013-12-10","16959623552353.98"
"2013-12-11","16780933932545.50"
"2013-12-12","16714473918020.90"
"2013-12-13","16707855523861.47"
"2013-12-16","16810805946039.27"
"2013-12-17","16761714858477.79"
"2013-12-18","17035385158213.45"
"2013-12-19","17026564089597.57"
"2013-12-20","17265875075350.21"
"2013-12-23","17353240210005.18"
"2013-12-24","17397660865977.80"
"2013-12-26","17478266267021.91"
"2013-12-27","17468252653353.38"
"2013-12-30","17451575845160.01"
"2013-12-31","17481654104648.38"
"2014-01-02","17335840066634.02"
"2014-01-03","17328057646360.72"
"2014-01-06","17289820235478.33"
"2014-01-07","17398908896045.57"
"2014-01-08","17392319594900.16"
"2014-01-09","17397534070445.81"
"2014-01-10","17437135848340.66"
"2014-01-13","17222563934006.95"
"2014-01-14","17409716930745.83"
"2014-01-15","17491369563195.06"
"2014-01-16","17468836506963.30"
"2014-01-17","17403840298120.81"
"2014-01-21","17451090287979.53"
"2014-01-22","17462573165839.18"
"2014-01-23","17324095819314.90"
"2014-01-24","16954090960329.85"
"2014-01-27","16857888023113.21"
"2014-01-28","16968421834803.40"
"2014-01-29","16792875182567.97"
"2014-01-30","16993490527119.32"
"2014-01-31","16901212762008.85"
"2014-02-03","16511470610075.31"
"2014-02-04","16630608830455.40"
"2014-02-05","16601661415644.46"
"2014-02-06","16805674366115.36"
"2014-02-07","17026903677301.09"
"2014-02-10","17053416693885.95"
"2014-02-11","17238996689585.90"
"2014-02-12","17234064477361.91"
"2014-02-13","17335031148323.79"
"2014-02-14","17416969350973.51"
"2014-02-18","17435687767674.09"
"2014-02-19","17325708644949.91"
"2014-02-20","17424516450219.36"
"2014-02-21","17394463329499.53"
"2014-02-24","17504467751102.75"
"2014-02-25","17488480931395.17"
"2014-02-26","17490192361737.80"
"2014-02-27","17567402923242.45"
"2014-02-28","17611552988065.88"
"2014-03-03","17482612969307.27"
"2014-03-04","17741111432851.69"
"2014-03-05","17744461623668.34"
"2014-03-06","17772836071458.04"
"2014-03-07","17778897019555.01"
"2014-03-10","17772318887213.05"
"2014-03-11","17687587573351.95"
"2014-03-12","17699550461205.17"
"2014-03-13","17496669869609.55"
"2014-03-14","17440554203916.13"
"2014-03-17","17606289264419.11"
"2014-03-18","17735124543822.07"
"2014-03-19","17627024431098.88"
"2014-03-20","17726601406231.18"
"2014-03-21","17688134437087.62"
"2014-03-24","17590592754741.57"
"2014-03-25","17659342331028.18"
"2014-03-26","17531744897506.43"
"2014-03-27","17493330042212.17"
"2014-03-28","17569750851497.92"
"2014-03-31","17729155871155.49"
"2014-04-01","17860736152100.27"
"2014-04-02","17902396693311.84"
"2014-04-03","17884215669537.95"
"2014-04-04","17647498927452.90"
"2014-04-07","17465690127967.36"
"2014-04-08","17546174138762.33"
"2014-04-09","17736149198848.98"
"2014-04-10","17369470110906.47"
"2014-04-11","17208460448624.25"
"2014-04-14","17349278629745.96"
"2014-04-15","17461828663158.57"
"2014-04-16","17647613991403.79"
"2014-04-17","17651227070610.03"
"2014-04-21","17709529946930.57"
"2014-04-22","17779115498366.42"
"2014-04-23","17734925880506.39"
"2014-04-24","17762184441930.56"
"2014-04-25","17609338449427.55"
"2014-04-28","17658700834252.42"
"2014-04-29","17751619376042.26"
"2014-04-30","17809653115447.29"
"2014-05-01","17801978105293.68"
"2014-05-02","17767016199329.87"
"2014-05-05","17793924095154.81"
"2014-05-06","17630016216729.51"
"2014-05-07","17736877121680.79"
"2014-05-08","17708102601439.15"
"2014-05-09","17744555351719.62"
"2014-05-12","17919564730711.76"
"2014-05-13","17931047108267.38"
"2014-05-14","17844241464284.77"
"2014-05-15","17680169051350.49"
"2014-05-16","17744003723668.05"
"2014-05-19","17815253226871.35"
"2014-05-20","17706865155829.60"
"2014-05-21","17852497537534.05"
"2014-05-22","17896987387583.43"
"2014-05-23","17976002182704.83"
"2014-05-27","18090845544463.21"
"2014-05-28","18069073453912.04"
"2014-05-29","18158981309813.53"
"2014-05-30","18193590893442.76"
"2014-06-02","18188368978277.26"
"2014-06-03","18174408292727.92"
"2014-06-04","18212451973207.81"
"2014-06-05","18334141475928.54"
"2014-06-06","18410931203445.74"
"2014-06-09","18429833613407.16"
"2014-06-10","18426328618682.35"
"2014-06-11","18363587949421.29"
"2014-06-12","18231834219278.48"
"2014-06-13","18274584075880.40"
"2014-06-16","18293002010637.15"
"2014-06-17","18331852827462.89"
"2014-06-18","18478521652726.05"
"2014-06-19","18503834663854.42"
"2014-06-20","18543751668056.38"
"2014-06-23","18548967823623.20"
"2014-06-24","18438875892715.31"
"2014-06-25","18529622989792.01"
"2014-06-26","18506092471569.01"
"2014-06-27","18541644238303.83"
"2014-06-30","18470357189006.13"
"2014-07-01","18574780304124.75"
"2014-07-02","18578560719812.59"
"2014-07-03","18676042588471.00"
"2014-07-07","18608006366802.41"
"2014-07-08","18472665312974.59"
"2014-07-09","18559453496261.47"
"2014-07-10","18483229234979.69"
"2014-07-11","18515125739273.41"
"2014-07-14","18608098539674.72"
"2014-07-15","18573059779477.84"
"2014-07-16","18645174902987.33"
"2014-07-17","18431891509266.37"
"2014-07-18","18633584696716.74"
"2014-07-21","18584698865641.98"
"2014-07-22","18678195811023.45"
"2014-07-23","18712962287579.70"
"2014-07-24","18726671896357.93"
"2014-07-25","18632432546731.03"
"2014-07-28","18625128297519.37"
"2014-07-29","18547369647174.06"
"2014-07-30","18550601329242.38"
"2014-07-31","18186647663219.90"
"2014-08-01","18135627092622.11"
"2014-08-04","18257419326719.54"
"2014-08-05","18089143939265.40"
"2014-08-06","18106721506536.62"
"2014-08-07","17989748189113.74"
"2014-08-08","18189959036678.86"
"2014-08-11","18240275075904.12"
"2014-08-12","18211955380037.25"
"2014-08-13","18336963997493.21"
"2014-08-14","18417308057370.85"
"2014-08-15","18417093216216.48"
"2014-08-18","18578821677164.98"
"2014-08-19","18667814433786.73"
"2014-08-20","18706770550457.16"
"2014-08-21","18760957999974.10"
"2014-08-22","18727179330598.69"
"2014-08-25","18810323969362.80"
"2014-08-26","18829615965689.66"
"2014-08-27","18824960447981.74"
"2014-08-28","18791055923613.12"
"2014-08-29","18851234546583.23"
"2014-09-02","18849529777872.18"
"2014-09-03","18832330122690.76"
"2014-09-04","18811451644246.82"
"2014-09-05","18905657990885.03"
"2014-09-08","18851203289151.58"
"2014-09-09","18724763813796.25"
"2014-09-10","18790891681843.21"
"2014-09-11","18802477602202.27"
"2014-09-12","18693008740134.82"
"2014-09-15","18674167073434.48"
"2014-09-16","18813899275934.08"
"2014-09-17","18840231622189.78"
"2014-09-18","18934595211177.33"
"2014-09-19","18957423871728.78"
"2014-09-22","18794098572936.19"
"2014-09-23","18689838909684.23"
"2014-09-24","18839914536917.34"
"2014-09-25","18538298923485.50"
"2014-09-26","18683578170822.66"
"2014-09-29","18630912407434.94"
"2014-09-30","18580951838899.69"
"2014-10-01","18339396423238.01"
"2014-10-02","18343536203738.28"
"2014-10-03","18544641467904.41"
"2014-10-06","18513988989622.94"
"2014-10-07","18235857253109.18"
"2014-10-08","18547362887751.66"
"2014-10-09","18175607049965.92"
"2014-10-10","17966972745150.47"
"2014-10-13","17678036068141.32"
"2014-10-14","17706760840706.21"
"2014-10-15","17556409243082.34"
"2014-10-16","17550811845431.05"
"2014-10-17","17753792544028.37"
"2014-10-20","17920071325462.05"
"2014-10-21","18256603665783.96"
"2014-10-22","18134824967709.43"
"2014-10-23","18356097391332.90"
"2014-10-24","18468416033077.36"
"2014-10-27","18449592697888.90"
"2014-10-28","18662805878760.11"
"2014-10-29","18641822711976.26"
"2014-10-30","18749205523671.14"
"2014-10-31","18960518902034.17"
"2014-11-03","18947043147983.42"
"2014-11-04","18913247818202.54"
"2014-11-05","19000253201030.43"
"2014-11-06","19063818028068.55"
"2014-11-07","19074264911817.22"
"2014-11-10","19144305275605.60"
"2014-11-11","19160701880307.77"
"2014-11-12","19144704810220.55"
"2014-11-13","19158485884481.32"
"2014-11-14","19157982753320.54"
"2014-11-17","19160589644753.48"
"2014-11-18","19255786881177.10"
"2014-11-19","19235903239285.96"
"2014-11-20","19266688245288.55"
"2014-11-21","19361299890460.45"
"2014-11-24","19422012755581.54"
"2014-11-25","19404869492681.71"
"2014-11-26","19453898570423.79"
"2014-11-28","19428038810265.48"
"2014-12-01","19282631824119.15"
"2014-12-02","19401920316102.99"
"2014-12-03","19462856951352.54"
"2014-12-04","19463211298669.50"
"2014-12-05","19478133530485.10"
"2014-12-08","19354004222033.38"
"2014-12-09","19352821853350.17"
"2014-12-10","19048103054958.59"
"2014-12-11","19138016087567.75"
"2014-12-12","18836279312005.73"
"2014-12-15","18719073397198.99"
"2014-12-16","18551764335224.65"
"2014-12-17","18918745994178.54"
"2014-12-18","19363799989375.30"
"2014-12-19","19444612828367.58"
"2014-12-22","19531428210099.32"
"2014-12-23","19568304905091.48"
"2014-12-24","19564074909190.13"
"2014-12-26","19632931660867.02"
"2014-12-29","19620939634186.42"
"2014-12-30","19528457214495.82"
"2014-12-31","19292770573872.87"
"2015-01-02","19282528882442.00"
"2015-01-05","18940799934685.78"
"2015-01-06","18775599836037.08"
"2015-01-07","18991395842054.38"
"2015-01-08","19316518696929.82"
"2015-01-09","19152642795591.37"
"2015-01-12","19001201835607.27"
"2015-01-13","18957408124570.93"
"2015-01-14","18850547338229.32"
"2015-01-15","18682002264805.43"
"2015-01-16","18921123380640.37"
"2015-01-20","18947852721572.44"
"2015-01-21","19038369809537.43"
"2015-01-22","19334503298040.52"
"2015-01-23","19235827963143.18"
"2015-01-26","19321656158101.71"
"2015-01-27","19003319386083.00"
"2015-01-28","18754812095591.80"
"2015-01-29","18928905374148.80"
"2015-01-30","18707078345329.47"
"2015-02-02","18930095769664.74"
"2015-02-03","19186617100261.23"
"2015-02-04","19110924366500.13"
"2015-02-05","19299055320544.52"
"2015-02-06","19237768019873.69"
"2015-02-09","19155789716751.50"
"2015-02-10","19365907079702.73"
"2015-02-11","19366115629100.04"
"2015-02-12","19547468954774.96"
"2015-02-13","19619945054069.59"
"2015-02-17","19645649514572.15"
"2015-02-18","19637565083078.12"
"2015-02-19","19621654313009.13"
"2015-02-20","19735380423005.33"
"2015-02-23","19727217972256.41"
"2015-02-24","19778545648392.96"
"2015-02-25","19771697597804.58"
"2015-02-26","19757585687793.98"
"2015-02-27","19704006845404.95"
"2015-03-02","19825566428913.16"
"2015-03-03","19743342240136.58"
"2015-03-04","19661838998974.39"
"2015-03-05","19690541721637.90"
"2015-03-06","19414762490697.21"
"2015-03-09","19488496388071.01"
"2015-03-10","19160041768804.17"
"2015-03-11","19137860245537.98"
"2015-03-12","19367400521551.00"
"2015-03-13","19252190097778.93"
"2015-03-16","19511335462960.23"
"2015-03-17","19455733954860.66"
"2015-03-18","19671014499190.94"
"2015-03-19","19583718083612.63"
"2015-03-20","19833389465724.86"
"2015-03-23","19707234675480.86"
"2015-03-24","19603106632121.71"
"2015-03-25","19318597784977.41"
"2015-03-26","19271620386075.57"
"2015-03-27","19309363689963.10"
"2015-03-30","19517506821440.84"
"2015-03-31","19355952760352.09"
"2015-04-01","19278226750823.73"
"2015-04-02","19334769151498.85"
"2015-04-06","19465358056753.70"
"2015-04-07","19423121228086.74"
"2015-04-08","19477689744123.97"
"2015-04-09","19556959704465.60"
"2015-04-10","19643182758631.29"
"2015-04-13","19562700342177.60"
"2015-04-14","19583097140313.61"
"2015-04-15","19677613326462.85"
"2015-04-16","19666554328352.23"
"2015-04-17","19436534111932.06"
"2015-04-20","19620145996597.92"
"2015-04-21","19592850702061.25"
"2015-04-22","19693643699362.49"
"2015-04-23","19740835954367.58"
"2015-04-24","19834347827666.40"
"2015-04-27","19751161914706.32"
"2015-04-28","19797873875344.00"
"2015-04-29","19721315320150.56"
"2015-04-30","19520160509031.82"
"2015-05-01","19723887760688.39"
"2015-05-04","19782587434387.37"
"2015-05-05","19554082559730.92"
"2015-05-06","19466311689676.19"
"2015-05-07","19546574539393.31"
"2015-05-08","19801419301859.02"
"2015-05-11","19701387961125.35"
"2015-05-12","19639713017444.02"
"2015-05-13","19632258195560.71"
"2015-05-14","19847650938887.82"
"2015-05-15","19859251460663.69"
"2015-05-18","19920139960462.64"
"2015-05-19","19904802854569.93"
"2015-05-20","19888962132430.91"
"2015-05-21","19932033839304.03"
"2015-05-22","19888201534267.16"
"2015-05-26","19690483231995.32"
"2015-05-27","19863803308043.47"
"2015-05-28","19836653171608.27"
"2015-05-29","19708451974318.04"
"2015-06-01","19763056712458.80"
"2015-06-02","19745627785096.96"
"2015-06-03","19786969466092.84"
"2015-06-04","19618985026351.75"
"2015-06-05","19589063131454.71"
"2015-06-08","19458345762991.84"
"2015-06-09","19465038358005.81"
"2015-06-10","19696508931943.07"
"2015-06-11","19740162443261.24"
"2015-06-12","19580361053262.46"
"2015-06-15","19488520665968.86"
"2015-06-16","19601174880945.57"
"2015-06-17","19640903550654.04"
"2015-06-18","19836947762001.70"
"2015-06-19","19737062113049.29"
"2015-06-22","19852052833320.67"
"2015-06-23","19866742182361.37"
"2015-06-24","19725499221419.79"
"2015-06-25","19670088354291.68"
"2015-06-26","19663380643487.93"
"2015-06-29","19245340231060.43"
"2015-06-30","19319655079371.30"
"2015-07-01","19448858455516.03"
"2015-07-02","19404989220265.87"
"2015-07-06","19372576087422.26"
"2015-07-07","19491085320490.31"
"2015-07-08","19190875205074.08"
"2015-07-09","19227834648990.06"
"2015-07-10","19467287140945.83"
"2015-07-13","19690553349366.74"
"2015-07-14","19780950867385.04"
"2015-07-15","19769424065719.07"
"2015-07-16","19938880605777.81"
"2015-07-17","20041715811920.88"
"2015-07-20","20054102874940.17"
"2015-07-21","19977778403287.17"
"2015-07-22","19936668514624.90"
"2015-07-23","19809268784735.14"
"2015-07-24","19603715505047.02"
"2015-07-27","19454596759659.83"
"2015-07-28","19694544971838.94"
"2015-07-29","19832479164284.02"
"2015-07-30","19838605087454.24"
"2015-07-31","19791316599709.64"
"2015-08-03","19751712357742.84"
"2015-08-04","19707190566823.64"
"2015-08-05","19775164313452.15"
"2015-08-06","19619280056918.97"
"2015-08-07","19563614633075.68"
"2015-08-10","19787733146131.19"
"2015-08-11","19635838792685.90"
"2015-08-12","19654006996843.44"
"2015-08-13","19628998722281.91"
"2015-08-14","19705742047328.40"
"2015-08-17","19799579965765.59"
"2015-08-18","19741761129002.66"
"2015-08-19","19592293223202.82"
"2015-08-20","19185570214396.06"
"2015-08-21","18568732426778.73"
"2015-08-24","17843079185991.83"
"2015-08-25","17617532378367.06"
"2015-08-26","18311369588070.01"
"2015-08-27","18732848179161.58"
"2015-08-28","18754602261305.73"
"2015-08-31","18575119842918.07"
"2015-09-01","18043936166018.73"
"2015-09-02","18396761007543.75"
"2015-09-03","18395969917094.41"
"2015-09-04","18120181584271.12"
"2015-09-08","18563279976442.14"
"2015-09-09","18318951858950.33"
"2015-09-10","18415283844799.34"
"2015-09-11","18499866463593.93"
"2015-09-14","18424421755738.77"
"2015-09-15","18657342555085.45"
"2015-09-16","18809269964147.17"
"2015-09-17","18772700284657.87"
"2015-09-18","18657495732577.59"
"2015-09-21","18745530840360.18"
"2015-09-22","18512675479498.83"
"2015-09-23","18478982009978.79"
"2015-09-24","18418821792580.84"
"2015-09-25","18400108528907.32"
"2015-09-28","17924075007180.18"
"2015-09-29","17940241753950.17"
"2015-09-30","18287433671575.52"
"2015-10-01","18333065662416.49"
"2015-10-02","18592258827212.17"
"2015-10-05","18925391956015.62"
"2015-10-06","18851065850508.78"
"2015-10-07","19009220838620.16"
"2015-10-08","19165355817604.73"
"2015-10-09","19182694443971.94"
"2015-10-12","19214771833674.58"
"2015-10-13","19099150012337.48"
