"date","SP500_total_market_cap"
"1998-01-02","7516608886484.18"
"1998-01-05","7525178454084.50"
"1998-01-06","7441984903222.60"
"1998-01-07","7442498069106.06"
"1998-01-08","7368163158699.72"
"1998-01-09","7182539877114.51"
"1998-01-12","7234678715149.42"
"1998-01-13","7316035907524.88"
"1998-01-14","7347437669788.39"
"1998-01-15","7289717609966.67"
"1998-01-16","7371639099953.06"
"1998-01-19","8845937579.85"
"1998-01-20","7482361044411.73"
"1998-01-21","7441703771984.53"
"1998-01-22","7375742266923.99"
"1998-01-23","7334271149466.66"
"1998-01-26","7354221090028.73"
"1998-01-27","7448679375655.47"
"1998-01-28","7502477279064.04"
"1998-01-29","7551340691124.77"
"1998-01-30","7509409260749.25"
"1998-02-02","7665187747884.20"
"1998-02-03","7695249795405.94"
"1998-02-04","7702984279503.35"
"1998-02-05","7695255318768.92"
"1998-02-06","7751949387033.53"
"1998-02-09","7741622469904.12"
"1998-02-10","7793592263434.03"
"1998-02-11","7801259723996.77"
"1998-02-12","7791258090215.62"
"1998-02-13","7759941104818.11"
"1998-02-17","7796028786242.14"
"1998-02-18","7859306941088.44"
"1998-02-19","7831087942292.67"
"1998-02-20","7882291652000.86"
"1998-02-23","7892795471464.29"
"1998-02-24","7862165342909.88"
"1998-02-25","7944503812455.24"
"1998-02-26","7993869641302.21"
"1998-02-27","8001221680385.69"
"1998-03-02","7997455490846.56"
"1998-03-03","8031933175950.42"
"1998-03-04","7983506258718.35"
"1998-03-05","7927833335072.03"
"1998-03-06","8049872385698.33"
"1998-03-09","8036237754755.43"
"1998-03-10","8110747268969.56"
"1998-03-11","8169131788006.94"
"1998-03-12","8177372326032.23"
"1998-03-13","8178432318969.40"
"1998-03-16","8252839179145.32"
"1998-03-17","8255239137019.02"
"1998-03-18","8287629527126.52"
"1998-03-19","8322201873835.49"
"1998-03-20","8406257615320.17"
"1998-03-23","8404747755692.42"
"1998-03-24","8456729185938.96"
"1998-03-25","8430813840737.63"
"1998-03-26","8423312970055.74"
"1998-03-27","8395576345227.96"
"1998-03-30","8468883415756.71"
"1998-03-31","8558079572864.23"
"1998-04-01","8624635770431.69"
"1998-04-02","8695804507300.79"
"1998-04-03","8713982667554.20"
"1998-04-06","8725834786461.59"
"1998-04-07","8618791498281.11"
"1998-04-08","8539070601841.96"
"1998-04-09","8599238528947.41"
"1998-04-13","8589569605360.74"
"1998-04-14","8638948741852.33"
"1998-04-15","8651874225935.99"
"1998-04-16","8577055005646.23"
"1998-04-17","8667335067812.96"
"1998-04-20","8674948536765.79"
"1998-04-21","8721001346251.37"
"1998-04-22","8730486783082.92"
"1998-04-23","8649394677503.81"
"1998-04-24","8582846507491.57"
"1998-04-27","8438416213443.70"
"1998-04-28","8448649144754.07"
"1998-04-29","8493718936252.96"
"1998-04-30","8610951211142.17"
"1998-05-01","8685299652068.93"
"1998-05-04","8694102648275.40"
"1998-05-05","8640989481627.39"
"1998-05-06","8572471507741.02"
"1998-05-07","8509385372575.05"
"1998-05-08","8600219004475.37"
"1998-05-11","8579129944649.69"
"1998-05-12","8646695028534.77"
"1998-05-13","8667376397828.44"
"1998-05-14","8653593961093.75"
"1998-05-15","8593374460328.32"
"1998-05-18","8566694613486.01"
"1998-05-19","8603818588210.56"
"1998-05-20","8652202908136.30"
"1998-05-21","8621371633649.46"
"1998-05-22","8593203908121.31"
"1998-05-26","8472450725760.40"
"1998-05-27","8472775221354.28"
"1998-05-28","8508705073729.35"
"1998-05-29","8456917657593.59"
"1998-06-01","8476092521962.70"
"1998-06-02","8486210124839.52"
"1998-06-03","8418790881965.16"
"1998-06-04","8510750207966.41"
"1998-06-05","8634185728925.56"
"1998-06-08","8626141463212.15"
"1998-06-09","8641160393740.50"
"1998-06-10","8596327322673.69"
"1998-06-11","8518980951952.29"
"1998-06-12","8541981000276.44"
"1998-06-15","8389376527762.92"
"1998-06-16","8468054723355.94"
"1998-06-17","8595301603997.72"
"1998-06-18","8586572105704.28"
"1998-06-19","8544779763676.47"
"1998-06-22","8579764782721.22"
"1998-06-23","8691506838474.76"
"1998-06-24","8794736081916.43"
"1998-06-25","8774772555191.78"
"1998-06-26","8811199571615.62"
"1998-06-29","8866407013361.94"
"1998-06-30","8885151895430.24"
"1998-07-01","8962093679535.60"
"1998-07-02","8956463254284.36"
"1998-07-06","9031880652055.19"
"1998-07-07","9004291630504.10"
"1998-07-08","9071100726697.75"
"1998-07-09","9030358311921.73"
"1998-07-10","9068670176563.39"
"1998-07-13","9069556868233.80"
"1998-07-14","9151695611034.08"
"1998-07-15","9136312449517.21"
"1998-07-16","9200900166991.03"
"1998-07-17","9209216346085.81"
"1998-07-20","9187079641088.36"
"1998-07-21","9054305693224.64"
"1998-07-22","9059877493192.56"
"1998-07-23","8880739361192.05"
"1998-07-24","8889140683388.46"
"1998-07-27","8917642264233.20"
"1998-07-28","8801047730362.98"
"1998-07-29","8768639195983.50"
"1998-07-30","8883254539646.05"
"1998-07-31","8726801614770.69"
"1998-08-03","8638732716236.89"
"1998-08-04","8400623608856.17"
"1998-08-05","8436697147438.91"
"1998-08-06","8442954072884.62"
"1998-08-07","8464511553604.93"
"1998-08-10","8426174453529.68"
"1998-08-11","8349187700160.53"
"1998-08-12","8420426463960.29"
"1998-08-13","8363247938905.45"
"1998-08-14","8280961848180.59"
"1998-08-17","8435239718617.84"
"1998-08-18","8556578699736.24"
"1998-08-19","8542938032372.79"
"1998-08-20","8487508241146.54"
"1998-08-21","8418279520319.20"
"1998-08-24","8438538240155.54"
"1998-08-25","8468435544845.38"
"1998-08-26","8403029777063.98"
"1998-08-27","8133936937991.82"
"1998-08-28","8003221273892.15"
"1998-08-31","7504700787260.27"
"1998-09-01","7770482323326.48"
"1998-09-02","7749362614665.62"
"1998-09-03","7705129401325.66"
"1998-09-04","7686664195157.35"
"1998-09-08","8025113751981.17"
"1998-09-09","7895297274445.27"
"1998-09-10","7750288619217.13"
"1998-09-11","7935571965643.01"
"1998-09-14","8096325418711.41"
"1998-09-15","8166849504436.29"
"1998-09-16","8142904462839.26"
"1998-09-17","7966720147089.98"
"1998-09-18","7934897322071.64"
"1998-09-21","7992704639554.64"
"1998-09-22","8037461438585.08"
"1998-09-23","8290692225596.61"
"1998-09-24","8131772901840.82"
"1998-09-25","8151852414190.70"
"1998-09-28","8182098678869.03"
"1998-09-29","8188950139662.00"
"1998-09-30","8025388679695.18"
"1998-10-01","7845962406282.12"
"1998-10-02","7919234479486.25"
"1998-10-05","7829307780190.97"
"1998-10-06","7840923042243.33"
"1998-10-07","7744494375226.27"
"1998-10-08","7656011929940.11"
"1998-10-09","7788697404260.79"
"1998-10-12","7890468048845.52"
"1998-10-13","7899589559002.97"
"1998-10-14","8000092804380.85"
"1998-10-15","8275300632585.93"
"1998-10-16","8318938014696.58"
"1998-10-19","8348681966320.62"
"1998-10-20","8350174180983.08"
"1998-10-21","8387347310321.01"
"1998-10-22","8434119127994.45"
"1998-10-23","8388193333534.57"
"1998-10-26","8403668881106.89"
"1998-10-27","8366389276070.62"
"1998-10-28","8388767262642.94"
"1998-10-29","8513170871198.24"
"1998-10-30","8604548718298.72"
"1998-11-02","8747401521357.50"
"1998-11-03","8759077038542.34"
"1998-11-04","8820361726668.49"
"1998-11-05","8886078345243.05"
"1998-11-06","8935041200091.25"
"1998-11-09","8857557401182.20"
"1998-11-10","8851727858651.53"
"1998-11-11","8801183554089.90"
"1998-11-12","8815038474666.72"
"1998-11-13","8854208886505.77"
"1998-11-16","8931196503409.44"
"1998-11-17","8947154211261.16"
"1998-11-18","8993164091786.21"
"1998-11-19","9034810871703.96"
"1998-11-20","9128205593319.30"
"1998-11-23","9304422019101.82"
"1998-11-24","9267311693673.40"
"1998-11-25","9289012122875.91"
"1998-11-27","9337862591445.25"
"1998-11-30","9140349321248.65"
"1998-12-01","9219280634680.89"
"1998-12-02","9162407315199.21"
"1998-12-03","9014969377954.13"
"1998-12-04","9197270938714.65"
"1998-12-07","9277520356189.81"
"1998-12-08","9248144212827.46"
"1998-12-09","9269502244719.98"
"1998-12-10","9144575691407.46"
"1998-12-11","9169759491738.25"
"1998-12-14","9004962733708.63"
"1998-12-15","9136151215489.23"
"1998-12-16","9157725898468.58"
"1998-12-17","9268891396322.08"
"1998-12-18","9323117154475.00"
"1998-12-21","9455320591650.29"
"1998-12-22","9468450249214.77"
"1998-12-23","9641729279222.24"
"1998-12-24","9619174991196.51"
"1998-12-28","9634775949877.56"
"1998-12-29","9739429271976.64"
"1998-12-30","9669001350758.03"
"1998-12-31","9885943112464.84"
"1999-01-04","9841487156883.41"
"1999-01-05","9947561750075.28"
"1999-01-06","10122221391670.27"
"1999-01-07","10101202231669.42"
"1999-01-08","10120979391900.53"
"1999-01-11","10034836073662.22"
"1999-01-12","9880994085846.10"
"1999-01-13","9818291999732.50"
"1999-01-14","9702373610703.03"
"1999-01-15","9874572386803.17"
"1999-01-19","9936492264466.94"
"1999-01-20","9955759210310.80"
"1999-01-21","9813742807398.18"
"1999-01-22","9721688244327.51"
"1999-01-25","9789443083187.34"
"1999-01-26","9926183265719.36"
"1999-01-27","9882626422588.19"
"1999-01-28","10016954382831.76"
"1999-01-29","10092015091271.10"
"1999-02-01","10051567061740.33"
"1999-02-02","9975334594028.63"
"1999-02-03","10045140136641.32"
"1999-02-04","9892819059174.00"
"1999-02-05","9836262808144.50"
"1999-02-08","9854817844351.83"
"1999-02-09","9670744345556.43"
"1999-02-10","9742189427824.17"
"1999-02-11","9917794273182.79"
"1999-02-12","9756616286708.39"
"1999-02-16","9816205073708.06"
"1999-02-17","9717702932180.52"
"1999-02-18","9792695823781.34"
"1999-02-19","9815987992586.55"
"1999-02-22","10060185930939.11"
"1999-02-23","10062906154454.58"
"1999-02-24","9936795040656.98"
"1999-02-25","9884074084414.55"
"1999-02-26","9847534876542.81"
"1999-03-01","9823216251010.43"
"1999-03-02","9751460513670.67"
"1999-03-03","9786305759933.33"
"1999-03-04","9934838351558.49"
"1999-03-05","10124833181439.34"
"1999-03-08","10196190218199.89"
"1999-03-09","10185777104425.93"
"1999-03-10","10252676535571.78"
"1999-03-11","10360285934350.98"
"1999-03-12","10335105018609.39"
"1999-03-15","10432773107492.39"
"1999-03-16","10434425992595.47"
"1999-03-17","10392439082345.28"
"1999-03-18","10534851961011.54"
"1999-03-19","10431336688793.26"
"1999-03-22","10420978342595.19"
"1999-03-23","10177313775913.57"
"1999-03-24","10203196092836.04"
"1999-03-25","10355173977675.65"
"1999-03-26","10318247519979.15"
"1999-03-29","10518473887635.42"
"1999-03-30","10463949220951.58"
"1999-03-31","10455482038374.46"
"1999-04-01","10511309114179.75"
"1999-04-05","10740184210726.58"
"1999-04-06","10722781509180.12"
"1999-04-07","10783095561837.28"
"1999-04-08","10897453742934.76"
"1999-04-09","10935756696350.52"
"1999-04-12","10991042352051.57"
"1999-04-13","10919850965988.30"
"1999-04-14","10766395139715.02"
"1999-04-15","10735671567090.39"
"1999-04-16","10721075146341.05"
"1999-04-19","10509739175201.60"
"1999-04-20","10647255384475.91"
"1999-04-21","10865636318188.25"
"1999-04-22","11029062783331.73"
"1999-04-23","11021460278789.86"
"1999-04-26","11065088574279.71"
"1999-04-27","11080653297022.69"
"1999-04-28","10997942016006.08"
"1999-04-29","10952548095721.39"
"1999-04-30","10924327454061.06"
"1999-05-03","11042749403869.48"
"1999-05-04","10895529297071.27"
"1999-05-05","10982087028614.87"
"1999-05-06","10843849643092.46"
"1999-05-07","10935005417219.35"
"1999-05-10","10913428407475.58"
"1999-05-11","11032492357219.32"
"1999-05-12","11069013527115.59"
"1999-05-13","11070116981318.19"
"1999-05-14","10862749378631.40"
"1999-05-17","10874685973108.99"
"1999-05-18","10826347711343.37"
"1999-05-19","10883553340058.04"
"1999-05-20","10848952225271.62"
"1999-05-21","10791954945539.97"
"1999-05-24","10601007821927.33"
"1999-05-25","10471683475786.92"
"1999-05-26","10607226245351.69"
"1999-05-27","10465918009292.88"
"1999-05-28","10600627426704.05"
"1999-06-01","10545952624552.26"
"1999-06-02","10569321338964.18"
"1999-06-03","10624435859286.94"
"1999-06-04","10825440766017.76"
"1999-06-07","10874635046244.51"
"1999-06-08","10754061618800.56"
"1999-06-09","10762076895392.53"
"1999-06-10","10664283201034.33"
"1999-06-11","10592050998112.58"
"1999-06-14","10584585398458.21"
"1999-06-15","10660976177389.64"
"1999-06-16","10869691098165.84"
"1999-06-17","10941866884249.16"
"1999-06-18","10973853243108.03"
"1999-06-21","11012233667064.22"
"1999-06-22","10922245028192.21"
"1999-06-23","10923011326329.97"
"1999-06-24","10794724343734.71"
"1999-06-25","10679074027751.28"
"1999-06-28","10790102075946.76"
"1999-06-29","10956945561531.55"
"1999-06-30","11087395706239.50"
"1999-07-01","11160529488938.11"
"1999-07-02","11230636517521.82"
"1999-07-06","11244717692065.43"
"1999-07-07","11298430076666.94"
"1999-07-08","11309604015995.36"
"1999-07-09","11376095385655.97"
"1999-07-12","11340357313357.40"
"1999-07-13","11314649666913.52"
"1999-07-14","11341614255063.57"
"1999-07-15","11430948658352.91"
"1999-07-16","11465095566555.71"
"1999-07-19","11374540345604.71"
"1999-07-20","11153176131337.16"
"1999-07-21","11172885966968.96"
"1999-07-22","11025336815063.65"
"1999-07-23","10989448725985.82"
"1999-07-26","10898163179566.68"
"1999-07-27","10983359773298.55"
"1999-07-28","11010730508126.15"
"1999-07-29","10857284466522.46"
"1999-07-30","10816243678307.00"
"1999-08-02","10773335840584.91"
"1999-08-03","10732330566104.03"
"1999-08-04","10633491807979.77"
"1999-08-05","10693748883278.66"
"1999-08-06","10618719835826.11"
"1999-08-09","10613503591889.23"
"1999-08-10","10531941250878.11"
"1999-08-11","10669612494235.39"
"1999-08-12","10666067829031.57"
"1999-08-13","10844744365549.48"
"1999-08-16","10870954396806.17"
"1999-08-17","10957879912434.75"
"1999-08-18","10878231473843.70"
"1999-08-19","10827727919174.28"
"1999-08-20","10926396815885.17"
"1999-08-23","11098323298106.27"
"1999-08-24","11141302946159.54"
"1999-08-25","11255902976813.80"
"1999-08-26","11081038120004.78"
"1999-08-27","10992109269856.14"
"1999-08-30","10809772092806.52"
"1999-08-31","10806428721635.58"
"1999-09-01","10863993905325.89"
"1999-09-02","10801381206214.74"
"1999-09-03","11058798065565.07"
"1999-09-07","11012350786637.15"
"1999-09-08","10969574192613.02"
"1999-09-09","11020459556420.89"
"1999-09-10","11038674120464.67"
"1999-09-13","10956552438950.21"
"1999-09-14","10899558483111.98"
"1999-09-15","10780251969845.17"
"1999-09-16","10761603212680.11"
"1999-09-17","10852613890365.85"
"1999-09-20","10839760899032.56"
"1999-09-21","10653728457760.55"
"1999-09-22","10677974031868.00"
"1999-09-23","10465466931932.55"
"1999-09-24","10446644677293.71"
"1999-09-27","10496288143386.98"
"1999-09-28","10505246834055.49"
"1999-09-29","10410986702932.10"
"1999-09-30","10536000906751.64"
"1999-10-01","10537534650397.69"
"1999-10-04","10716293001925.04"
"1999-10-05","10703324947038.87"
"1999-10-06","10878194758606.87"
"1999-10-07","10826590064594.76"
"1999-10-08","10934268341866.57"
"1999-10-11","10911562459786.72"
"1999-10-12","10682847703188.68"
"1999-10-13","10505044660815.56"
"1999-10-14","10490743607812.10"
"1999-10-15","10242663960562.55"
"1999-10-18","10297236594557.40"
"1999-10-19","10379280001769.80"
"1999-10-20","10573476665009.09"
"1999-10-21","10581198699892.72"
"1999-10-22","10695925656597.16"
"1999-10-25","10649279855209.77"
"1999-10-26","10568460152079.13"
"1999-10-27","10690234213448.55"
"1999-10-28","10997148950204.28"
"1999-10-29","11133468736773.35"
"1999-11-01","11095827122771.90"
"1999-11-02","11061664340038.62"
"1999-11-03","11132110736252.82"
"1999-11-04","11162821881355.50"
"1999-11-05","11216796412506.75"
"1999-11-08","11313647119737.28"
"1999-11-09","11254443437746.84"
"1999-11-10","11314830528888.11"
"1999-11-11","11377316333913.81"
"1999-11-12","11489639621502.14"
"1999-11-15","11514156898213.18"
"1999-11-16","11696943506876.98"
"1999-11-17","11652269942194.70"
"1999-11-18","11743706335267.69"
"1999-11-19","11714397926642.30"
"1999-11-22","11691179246761.37"
"1999-11-23","11597134331990.62"
"1999-11-24","11677231262094.81"
"1999-11-26","11643165171962.21"
"1999-11-29","11545062902799.85"
"1999-11-30","11431357604427.13"
"1999-12-01","11421338861819.75"
"1999-12-02","11502723192233.95"
"1999-12-03","11656117837399.75"
"1999-12-06","11582449905422.62"
"1999-12-07","11563766280712.08"
"1999-12-08","11519198445976.11"
"1999-12-09","11583937792096.41"
"1999-12-10","11637390663153.32"
"1999-12-13","11645825275374.59"
"1999-12-14","11568174636403.00"
"1999-12-15","11695696818328.06"
"1999-12-16","11766048050367.52"
"1999-12-17","11768161204211.36"
"1999-12-20","11766154256559.02"
"1999-12-21","11841845202694.50"
"1999-12-22","11867882711566.22"
"1999-12-23","12033900734905.83"
"1999-12-27","12031647664698.46"
"1999-12-28","12033016774042.83"
"1999-12-29","12095328273180.75"
"1999-12-30","12096719816712.80"
"1999-12-31","12183674283453.05"
"2000-01-03","12028050384068.76"
"2000-01-04","11626424969311.88"
"2000-01-05","11696021954645.05"
"2000-01-06","11640442940956.13"
"2000-01-07","11998557783622.56"
"2000-01-10","12064803657611.33"
"2000-01-11","11919059014789.45"
"2000-01-12","11864326980818.17"
"2000-01-13","11997727858976.69"
"2000-01-14","12089862941134.20"
"2000-01-18","12026022046425.41"
"2000-01-19","12032766750979.46"
"2000-01-20","11930330533032.70"
"2000-01-21","11890068885112.78"
"2000-01-24","11592425206376.76"
"2000-01-25","11647345386667.89"
"2000-01-26","11570632428479.57"
"2000-01-27","11509408857520.02"
"2000-01-28","11286098887141.33"
"2000-01-31","11526244581776.87"
"2000-02-01","11643354393756.85"
"2000-02-02","11647462597039.51"
"2000-02-03","11744388787696.66"
"2000-02-04","11705275684198.19"
"2000-02-07","11739651735021.71"
"2000-02-08","11841688703043.90"
"2000-02-09","11624959176478.79"
"2000-02-10","11664478255677.65"
"2000-02-11","11464254248574.97"
"2000-02-14","11496586282371.55"
"2000-02-15","11577960488985.64"
"2000-02-16","11466097672201.06"
"2000-02-17","11458983235492.46"
"2000-02-18","11169422627437.33"
"2000-02-22","11174745167990.96"
"2000-02-23","11250083638836.43"
"2000-02-24","11178281047658.32"
"2000-02-25","11034869585470.31"
"2000-02-28","11177630317426.62"
"2000-02-29","11319922520163.40"
"2000-03-01","11409205688490.91"
"2000-03-02","11435919194150.49"
"2000-03-03","11604071588170.36"
"2000-03-06","11449360242847.05"
"2000-03-07","11248094460428.80"
"2000-03-08","11336374096527.00"
"2000-03-09","11581516215683.35"
"2000-03-10","11521498303631.44"
"2000-03-13","11465641766221.05"
"2000-03-14","11329824266693.42"
"2000-03-15","11619036425067.57"
"2000-03-16","12089078735590.65"
"2000-03-17","12099897014960.38"
"2000-03-20","12061717790950.90"
"2000-03-21","12324853100702.87"
"2000-03-22","12377885516243.84"
"2000-03-23","12563536720980.53"
"2000-03-24","12559193649485.63"
"2000-03-27","12508087354887.69"
"2000-03-28","12402985862772.36"
"2000-03-29","12430935930390.22"
"2000-03-30","12319801357545.90"
"2000-03-31","12591087834040.88"
"2000-04-03","12620998468217.60"
"2000-04-04","12582916236229.84"
"2000-04-05","12489792974976.85"
"2000-04-06","12570781548460.35"
"2000-04-07","12660702379390.18"
"2000-04-10","12573465244958.81"
"2000-04-11","12530789374040.10"
"2000-04-12","12304920817432.65"
"2000-04-13","12095178379150.10"
"2000-04-14","11529917398185.15"
"2000-04-17","11852566500310.86"
"2000-04-18","12088987418048.36"
"2000-04-19","11981900099832.40"
"2000-04-20","12020417993385.12"
"2000-04-24","12044332801372.23"
"2000-04-25","12349623754800.44"
"2000-04-26","12240718290374.63"
"2000-04-27","12266218355008.63"
"2000-04-28","12189124960391.50"
"2000-05-01","12290842425823.08"
"2000-05-02","12160919114599.58"
"2000-05-03","11941117114944.78"
"2000-05-04","11924967045534.83"
"2000-05-05","12042497902029.56"
"2000-05-08","11980523823127.07"
"2000-05-09","11923670589404.57"
"2000-05-10","11737486167701.69"
"2000-05-11","11944302941599.16"
"2000-05-12","12011299319918.63"
"2000-05-15","12262977275005.66"
"2000-05-16","12327571678619.19"
"2000-05-17","12195372434185.48"
"2000-05-18","12117212098037.87"
"2000-05-19","11923914974978.52"
"2000-05-22","11886023521219.12"
"2000-05-23","11715207810439.91"
"2000-05-24","11879659602106.24"
"2000-05-25","11727038975993.15"
"2000-05-26","11731807894134.91"
"2000-05-30","12064090283988.56"
"2000-05-31","12088030492535.33"
"2000-06-01","12282479607225.26"
"2000-06-02","12496150385746.65"
"2000-06-05","12401454536190.63"
"2000-06-06","12369268572321.20"
"2000-06-07","12468503272645.08"
"2000-06-08","12397223674982.68"
"2000-06-09","12358117619153.46"
"2000-06-12","12307466417014.16"
"2000-06-13","12483979491656.41"
"2000-06-14","12478697716346.97"
"2000-06-15","12544278152639.34"
"2000-06-16","12414403736162.57"
"2000-06-19","12521833410974.71"
"2000-06-20","12479307883158.04"
"2000-06-21","12381526760858.95"
"2000-06-22","12177593164931.93"
"2000-06-23","12120486538665.30"
"2000-06-26","12212551249571.92"
"2000-06-27","12193918510531.83"
"2000-06-28","12220432278945.49"
"2000-06-29","12137274176117.04"
"2000-06-30","12270928190943.21"
"2000-07-03","12328591477249.77"
"2000-07-05","12221413171652.14"
"2000-07-06","12324088132611.48"
"2000-07-07","12479230821399.44"
"2000-07-10","12472999453351.21"
"2000-07-11","12539507939900.31"
"2000-07-12","12620550038185.77"
"2000-07-13","12623884267320.98"
"2000-07-14","12709473189328.69"
"2000-07-17","12712018866055.74"
"2000-07-18","12595567653321.17"
"2000-07-19","12508080350970.41"
"2000-07-20","12582844083044.27"
"2000-07-21","12472014237753.14"
"2000-07-24","12355174480349.47"
"2000-07-25","12414950944936.99"
"2000-07-26","12344611748779.75"
"2000-07-27","12363114295143.83"
"2000-07-28","12149247835230.31"
"2000-07-31","12280708757446.60"
"2000-08-01","12314233597462.30"
"2000-08-02","12357200859028.29"
"2000-08-03","12449789253471.55"
"2000-08-04","12497837357075.86"
"2000-08-07","12623563116470.07"
"2000-08-08","12652314219155.41"
"2000-08-09","12594163097479.54"
"2000-08-10","12498923263603.76"
"2000-08-11","12587788327044.32"
"2000-08-14","12747949993885.28"
"2000-08-15","12703263008398.54"
"2000-08-16","12724094348928.69"
"2000-08-17","12789224116165.14"
"2000-08-18","12742294414172.10"
"2000-08-21","12815903337356.96"
"2000-08-22","12827508582627.52"
"2000-08-23","12916466384679.15"
"2000-08-24","12911048066141.58"
"2000-08-25","12894223082288.25"
"2000-08-28","12931289809432.03"
"2000-08-29","12904749333918.74"
"2000-08-30","12871555085957.41"
"2000-08-31","12955167854176.32"
"2000-09-01","12988438558740.65"
"2000-09-05","12883085778686.48"
"2000-09-06","12775842328911.12"
"2000-09-07","12860036186627.52"
"2000-09-08","12792821466464.62"
"2000-09-11","12769369939700.49"
"2000-09-12","12718865056584.13"
"2000-09-13","12716357708075.86"
"2000-09-14","12676578961831.28"
"2000-09-15","12578398385066.83"
"2000-09-18","12418936748358.16"
"2000-09-19","12538109611240.62"
"2000-09-20","12450927994803.42"
"2000-09-21","12376312758371.07"
"2000-09-22","12459531965018.43"
"2000-09-25","12353513246878.40"
"2000-09-26","12288738739667.92"
"2000-09-27","12321148253770.72"
"2000-09-28","12482665649999.03"
"2000-09-29","12355248941484.64"
"2000-10-02","12562733252894.68"
"2000-10-03","12477941128004.95"
"2000-10-04","12516875335434.92"
"2000-10-05","12539857411728.80"
"2000-10-06","12362907807544.59"
"2000-10-09","12277935606668.26"
"2000-10-10","12181544705834.88"
"2000-10-11","12040201281688.57"
"2000-10-12","11846039956512.19"
"2000-10-13","12107740406659.42"
"2000-10-16","12101602126507.13"
"2000-10-17","11956630014154.36"
"2000-10-18","11920934117719.37"
"2000-10-19","12229328960080.81"
"2000-10-20","12298820676528.82"
"2000-10-23","12270999072417.19"
"2000-10-24","12256156144680.45"
"2000-10-25","12044440495568.16"
"2000-10-26","12064315054728.16"
"2000-10-27","12163216029661.10"
"2000-10-30","12336404000676.67"
"2000-10-31","12526635573920.02"
"2000-11-01","12512126981093.40"
"2000-11-02","12506104820454.20"
"2000-11-03","12516951329258.19"
"2000-11-06","12544569227196.32"
"2000-11-07","12535968102891.81"
"2000-11-08","12389025248800.05"
"2000-11-09","12306233197807.83"
"2000-11-10","12063676253048.00"
"2000-11-13","11955758600159.70"
"2000-11-14","12168304298589.02"
"2000-11-15","12186154665419.22"
"2000-11-16","12077007404075.13"
"2000-11-17","12050184606163.56"
"2000-11-20","11849337060924.23"
"2000-11-21","11879667265134.44"
"2000-11-22","11703285169056.42"
"2000-11-24","11810180828610.43"
"2000-11-27","11893079899859.51"
"2000-11-28","11834934839656.03"
"2000-11-29","11890234991593.23"
"2000-11-30","11671975626919.70"
"2000-12-01","11627774227670.94"
"2000-12-04","11752832177493.71"
"2000-12-05","12061700634630.86"
"2000-12-06","11850607116587.31"
"2000-12-07","11820760475066.20"
"2000-12-08","12034506363810.49"
"2000-12-11","12069490354760.80"
"2000-12-12","12006717929460.49"
"2000-12-13","11940412472496.58"
"2000-12-14","11782846711029.02"
"2000-12-15","11574366459121.85"
"2000-12-18","11618247280296.81"
"2000-12-19","11504745983213.73"
"2000-12-20","11236959222391.01"
"2000-12-21","11338299414449.63"
"2000-12-22","11529251858158.06"
"2000-12-26","11654298497476.19"
"2000-12-27","11757392470085.05"
"2000-12-28","11785341163236.82"
"2000-12-29","11689907058934.66"
"2001-01-02","11656591304914.02"
"2001-01-03","12053789693222.36"
"2001-01-04","11894773783862.99"
"2001-01-05","11680114711461.69"
"2001-01-08","11671616626295.70"
"2001-01-09","11695936552347.24"
"2001-01-10","11768728256093.31"
"2001-01-11","11855199041336.74"
"2001-01-12","11813321173182.33"
"2001-01-16","11776858356668.97"
"2001-01-17","11788513607777.72"
"2001-01-18","11911724132644.56"
"2001-01-19","11871780146825.07"
"2001-01-22","11896482174598.00"
"2001-01-23","12007453527039.45"
"2001-01-24","12030781692300.32"
"2001-01-25","12015948321942.08"
"2001-01-26","12002684177197.86"
"2001-01-29","12067374527546.17"
"2001-01-30","12111294635150.11"
"2001-01-31","12086332842415.58"
"2001-02-01","12119672671338.77"
"2001-02-02","11964111001615.07"
"2001-02-05","11990360206024.71"
"2001-02-06","11964463249420.10"
"2001-02-07","11874705568429.34"
"2001-02-08","11802480662141.50"
"2001-02-09","11691009878691.16"
"2001-02-12","11780796932953.21"
"2001-02-13","11674258136432.38"
"2001-02-14","11653296713306.03"
"2001-02-15","11674561736632.35"
"2001-02-16","11524870449272.25"
"2001-02-20","11322429641616.30"
"2001-02-21","11142405701718.04"
"2001-02-22","11110851577942.96"
"2001-02-23","11049702152047.86"
"2001-02-26","11195983824984.05"
"2001-02-27","11129859545430.74"
"2001-02-28","11002830884539.70"
"2001-03-01","11026290987154.89"
"2001-03-02","10977110905264.45"
"2001-03-05","11029080106688.01"
"2001-03-06","11103424179178.66"
"2001-03-07","11156009956645.65"
"2001-03-08","11177087074291.84"
"2001-03-09","10945875494861.63"
"2001-03-12","10576484215065.31"
"2001-03-13","10692213315729.67"
"2001-03-14","10461085535328.35"
"2001-03-15","10489289583515.76"
"2001-03-16","10320882327443.44"
"2001-03-19","10447621763595.76"
"2001-03-20","10247113140257.29"
"2001-03-21","10096270204886.51"
"2001-03-22","10068343083925.82"
"2001-03-23","10206149079241.71"
"2001-03-26","10315755866210.96"
"2001-03-27","10524666201059.03"
"2001-03-28","10305854298189.41"
"2001-03-29","10277884271264.95"
"2001-03-30","10369846507547.35"
"2001-04-02","10376622292101.13"
"2001-04-03","10089969831245.23"
"2001-04-04","10086170606307.35"
