"date","expected_num_constituents","num_actual_constituents","available_data_prop"
"1998-01-02","514","453","0.881"
"1998-01-05","514","454","0.883"
"1998-01-06","514","454","0.883"
"1998-01-07","514","454","0.883"
"1998-01-08","514","454","0.883"
"1998-01-09","514","455","0.885"
"1998-01-12","514","454","0.883"
"1998-01-13","514","454","0.883"
"1998-01-14","514","454","0.883"
"1998-01-15","514","454","0.883"
"1998-01-16","514","455","0.885"
"1998-01-20","514","455","0.885"
"1998-01-21","514","455","0.885"
"1998-01-22","514","455","0.885"
"1998-01-23","514","455","0.885"
"1998-01-26","514","455","0.885"
"1998-01-27","514","456","0.887"
"1998-01-28","514","455","0.885"
"1998-01-29","514","456","0.887"
"1998-01-30","514","455","0.885"
"1998-02-02","514","455","0.885"
"1998-02-03","514","455","0.885"
"1998-02-04","514","455","0.885"
"1998-02-05","514","455","0.885"
"1998-02-06","514","455","0.885"
"1998-02-09","514","455","0.885"
"1998-02-10","514","455","0.885"
"1998-02-11","514","455","0.885"
"1998-02-12","514","454","0.883"
"1998-02-13","514","454","0.883"
"1998-02-17","514","454","0.883"
"1998-02-18","514","454","0.883"
"1998-02-19","514","454","0.883"
"1998-02-20","514","455","0.885"
"1998-02-23","514","454","0.883"
"1998-02-24","514","454","0.883"
"1998-02-25","514","454","0.883"
"1998-02-26","514","454","0.883"
"1998-02-27","514","454","0.883"
"1998-03-02","514","454","0.883"
"1998-03-03","514","454","0.883"
"1998-03-04","514","454","0.883"
"1998-03-05","514","454","0.883"
"1998-03-06","514","454","0.883"
"1998-03-09","514","454","0.883"
"1998-03-10","514","454","0.883"
"1998-03-11","514","455","0.885"
"1998-03-12","514","455","0.885"
"1998-03-13","514","455","0.885"
"1998-03-16","514","455","0.885"
"1998-03-17","514","455","0.885"
"1998-03-18","514","455","0.885"
"1998-03-19","514","455","0.885"
"1998-03-20","514","455","0.885"
"1998-03-23","514","455","0.885"
"1998-03-24","514","455","0.885"
"1998-03-25","514","455","0.885"
"1998-03-26","514","455","0.885"
"1998-03-27","514","455","0.885"
"1998-03-30","514","456","0.887"
"1998-03-31","514","457","0.889"
"1998-04-01","514","455","0.885"
"1998-04-02","514","455","0.885"
"1998-04-03","514","455","0.885"
"1998-04-06","514","455","0.885"
"1998-04-07","514","455","0.885"
"1998-04-08","514","454","0.883"
"1998-04-09","514","454","0.883"
"1998-04-13","514","454","0.883"
"1998-04-14","514","454","0.883"
"1998-04-15","514","454","0.883"
"1998-04-16","514","454","0.883"
"1998-04-17","514","454","0.883"
"1998-04-20","514","454","0.883"
"1998-04-21","514","454","0.883"
"1998-04-22","514","454","0.883"
"1998-04-23","514","454","0.883"
"1998-04-24","514","455","0.885"
"1998-04-27","514","454","0.883"
"1998-04-28","514","455","0.885"
"1998-04-29","514","454","0.883"
"1998-04-30","514","454","0.883"
"1998-05-01","514","454","0.883"
"1998-05-04","514","454","0.883"
"1998-05-05","514","454","0.883"
"1998-05-06","514","454","0.883"
"1998-05-07","514","454","0.883"
"1998-05-08","514","455","0.885"
"1998-05-11","514","454","0.883"
"1998-05-12","514","454","0.883"
"1998-05-13","514","454","0.883"
"1998-05-14","514","454","0.883"
"1998-05-15","514","454","0.883"
"1998-05-18","514","454","0.883"
"1998-05-19","514","454","0.883"
"1998-05-20","514","454","0.883"
"1998-05-21","514","454","0.883"
"1998-05-22","514","454","0.883"
"1998-05-26","514","454","0.883"
"1998-05-27","514","454","0.883"
"1998-05-28","514","454","0.883"
"1998-05-29","514","454","0.883"
"1998-06-01","514","454","0.883"
"1998-06-02","514","454","0.883"
"1998-06-03","514","454","0.883"
"1998-06-04","514","454","0.883"
"1998-06-05","514","454","0.883"
"1998-06-08","514","454","0.883"
"1998-06-09","514","454","0.883"
"1998-06-10","514","454","0.883"
"1998-06-11","514","455","0.885"
"1998-06-12","514","454","0.883"
"1998-06-15","514","454","0.883"
"1998-06-16","514","454","0.883"
"1998-06-17","514","454","0.883"
"1998-06-18","514","454","0.883"
"1998-06-19","514","454","0.883"
"1998-06-22","514","454","0.883"
"1998-06-23","514","454","0.883"
"1998-06-24","514","454","0.883"
"1998-06-25","514","454","0.883"
"1998-06-26","514","454","0.883"
"1998-06-29","514","454","0.883"
"1998-06-30","514","457","0.889"
"1998-07-01","514","454","0.883"
"1998-07-02","514","454","0.883"
"1998-07-06","514","454","0.883"
"1998-07-07","514","454","0.883"
"1998-07-08","514","454","0.883"
"1998-07-09","514","455","0.885"
"1998-07-10","514","454","0.883"
"1998-07-13","514","454","0.883"
"1998-07-14","514","454","0.883"
"1998-07-15","514","454","0.883"
"1998-07-16","514","454","0.883"
"1998-07-17","514","453","0.881"
"1998-07-20","514","453","0.881"
"1998-07-21","514","453","0.881"
"1998-07-22","514","453","0.881"
"1998-07-23","514","453","0.881"
"1998-07-24","514","453","0.881"
"1998-07-27","514","453","0.881"
"1998-07-28","514","453","0.881"
"1998-07-29","514","453","0.881"
"1998-07-30","514","453","0.881"
"1998-07-31","514","453","0.881"
"1998-08-03","514","453","0.881"
"1998-08-04","514","453","0.881"
"1998-08-05","514","453","0.881"
"1998-08-06","514","453","0.881"
"1998-08-07","514","453","0.881"
"1998-08-10","514","454","0.883"
"1998-08-11","514","454","0.883"
"1998-08-12","514","453","0.881"
"1998-08-13","514","454","0.883"
"1998-08-14","514","453","0.881"
"1998-08-17","514","453","0.881"
"1998-08-18","514","453","0.881"
"1998-08-19","514","453","0.881"
"1998-08-20","514","453","0.881"
"1998-08-21","514","453","0.881"
"1998-08-24","514","453","0.881"
"1998-08-25","514","453","0.881"
"1998-08-26","514","453","0.881"
"1998-08-27","514","454","0.883"
"1998-08-28","514","453","0.881"
"1998-08-31","514","452","0.879"
"1998-09-01","514","452","0.879"
"1998-09-02","514","452","0.879"
"1998-09-03","514","452","0.879"
"1998-09-04","514","452","0.879"
"1998-09-08","514","452","0.879"
"1998-09-09","514","452","0.879"
"1998-09-10","514","452","0.879"
"1998-09-11","514","452","0.879"
"1998-09-14","514","452","0.879"
"1998-09-15","514","453","0.881"
"1998-09-16","514","452","0.879"
"1998-09-17","514","452","0.879"
"1998-09-18","514","452","0.879"
"1998-09-21","514","452","0.879"
"1998-09-22","514","452","0.879"
"1998-09-23","514","452","0.879"
"1998-09-24","514","452","0.879"
"1998-09-25","514","452","0.879"
"1998-09-28","514","452","0.879"
"1998-09-29","514","452","0.879"
"1998-09-30","514","454","0.883"
"1998-10-01","514","455","0.885"
"1998-10-02","514","453","0.881"
"1998-10-05","514","453","0.881"
"1998-10-06","514","454","0.883"
"1998-10-07","514","455","0.885"
"1998-10-08","514","454","0.883"
"1998-10-09","514","454","0.883"
"1998-10-12","514","454","0.883"
"1998-10-13","514","454","0.883"
"1998-10-14","514","454","0.883"
"1998-10-15","514","454","0.883"
"1998-10-16","514","454","0.883"
"1998-10-19","514","454","0.883"
"1998-10-20","514","454","0.883"
"1998-10-21","514","454","0.883"
"1998-10-22","514","454","0.883"
"1998-10-23","514","454","0.883"
"1998-10-26","514","454","0.883"
"1998-10-27","514","454","0.883"
"1998-10-28","514","454","0.883"
"1998-10-29","514","454","0.883"
"1998-10-30","514","454","0.883"
"1998-11-02","514","454","0.883"
"1998-11-03","514","455","0.885"
"1998-11-04","514","455","0.885"
"1998-11-05","514","455","0.885"
"1998-11-06","514","455","0.885"
"1998-11-09","514","455","0.885"
"1998-11-10","514","455","0.885"
"1998-11-11","514","455","0.885"
"1998-11-12","513","457","0.891"
"1998-11-13","513","455","0.887"
"1998-11-16","513","455","0.887"
"1998-11-17","513","456","0.889"
"1998-11-18","513","455","0.887"
"1998-11-19","513","455","0.887"
"1998-11-20","513","455","0.887"
"1998-11-23","513","455","0.887"
"1998-11-24","513","454","0.885"
"1998-11-25","513","454","0.885"
"1998-11-27","513","454","0.885"
"1998-11-30","513","454","0.885"
"1998-12-01","513","454","0.885"
"1998-12-02","513","454","0.885"
"1998-12-03","513","454","0.885"
"1998-12-04","513","454","0.885"
"1998-12-07","513","454","0.885"
"1998-12-08","513","454","0.885"
"1998-12-09","513","454","0.885"
"1998-12-10","513","454","0.885"
"1998-12-11","513","454","0.885"
"1998-12-14","513","454","0.885"
"1998-12-15","513","454","0.885"
"1998-12-16","513","454","0.885"
"1998-12-17","513","454","0.885"
"1998-12-18","513","454","0.885"
"1998-12-21","513","455","0.887"
"1998-12-22","513","454","0.885"
"1998-12-23","513","454","0.885"
"1998-12-24","513","453","0.883"
"1998-12-28","513","454","0.885"
"1998-12-29","513","454","0.885"
"1998-12-30","513","455","0.887"
"1998-12-31","513","458","0.893"
"1999-01-04","513","456","0.889"
"1999-01-05","513","456","0.889"
"1999-01-06","513","456","0.889"
"1999-01-07","513","456","0.889"
"1999-01-08","513","456","0.889"
"1999-01-11","513","456","0.889"
"1999-01-12","513","457","0.891"
"1999-01-13","513","456","0.889"
"1999-01-14","513","456","0.889"
"1999-01-15","513","456","0.889"
"1999-01-19","513","456","0.889"
"1999-01-20","513","456","0.889"
"1999-01-21","513","456","0.889"
"1999-01-22","513","456","0.889"
"1999-01-25","513","456","0.889"
"1999-01-26","513","456","0.889"
"1999-01-27","513","456","0.889"
"1999-01-28","513","456","0.889"
"1999-01-29","513","456","0.889"
"1999-02-01","513","456","0.889"
"1999-02-02","513","456","0.889"
"1999-02-03","513","456","0.889"
"1999-02-04","513","456","0.889"
"1999-02-05","513","456","0.889"
"1999-02-08","513","456","0.889"
"1999-02-09","513","456","0.889"
"1999-02-10","513","456","0.889"
"1999-02-11","513","456","0.889"
"1999-02-12","513","456","0.889"
"1999-02-16","513","456","0.889"
"1999-02-17","513","456","0.889"
"1999-02-18","513","456","0.889"
"1999-02-19","513","456","0.889"
"1999-02-22","513","456","0.889"
"1999-02-23","513","456","0.889"
"1999-02-24","513","456","0.889"
"1999-02-25","513","456","0.889"
"1999-02-26","513","457","0.891"
"1999-03-01","513","456","0.889"
"1999-03-02","513","456","0.889"
"1999-03-03","513","456","0.889"
"1999-03-04","513","456","0.889"
"1999-03-05","513","456","0.889"
"1999-03-08","513","456","0.889"
"1999-03-09","513","457","0.891"
"1999-03-10","513","457","0.891"
"1999-03-11","513","457","0.891"
"1999-03-12","513","457","0.891"
"1999-03-15","513","457","0.891"
"1999-03-16","513","457","0.891"
"1999-03-17","513","457","0.891"
"1999-03-18","513","458","0.893"
"1999-03-19","513","458","0.893"
"1999-03-22","513","458","0.893"
"1999-03-23","513","458","0.893"
"1999-03-24","513","459","0.895"
"1999-03-25","513","458","0.893"
"1999-03-26","513","458","0.893"
"1999-03-29","513","458","0.893"
"1999-03-30","513","458","0.893"
"1999-03-31","513","459","0.895"
"1999-04-01","513","459","0.895"
"1999-04-05","513","458","0.893"
"1999-04-06","513","458","0.893"
"1999-04-07","513","458","0.893"
"1999-04-08","513","458","0.893"
"1999-04-09","513","460","0.897"
"1999-04-12","513","459","0.895"
"1999-04-13","513","459","0.895"
"1999-04-14","513","459","0.895"
"1999-04-15","513","459","0.895"
"1999-04-16","513","459","0.895"
"1999-04-19","513","459","0.895"
"1999-04-20","513","459","0.895"
"1999-04-21","513","459","0.895"
"1999-04-22","513","459","0.895"
"1999-04-23","513","459","0.895"
"1999-04-26","513","459","0.895"
"1999-04-27","513","459","0.895"
"1999-04-28","513","459","0.895"
"1999-04-29","513","459","0.895"
"1999-04-30","513","461","0.899"
"1999-05-03","513","460","0.897"
"1999-05-04","513","460","0.897"
"1999-05-05","513","460","0.897"
"1999-05-06","513","460","0.897"
"1999-05-07","513","460","0.897"
"1999-05-10","513","460","0.897"
"1999-05-11","513","460","0.897"
"1999-05-12","513","461","0.899"
"1999-05-13","513","460","0.897"
"1999-05-14","513","460","0.897"
"1999-05-17","513","460","0.897"
"1999-05-18","513","460","0.897"
"1999-05-19","513","460","0.897"
"1999-05-20","513","460","0.897"
"1999-05-21","513","460","0.897"
"1999-05-24","513","460","0.897"
"1999-05-25","513","460","0.897"
"1999-05-26","513","460","0.897"
"1999-05-27","513","462","0.901"
"1999-05-28","513","460","0.897"
"1999-06-01","513","460","0.897"
"1999-06-02","513","460","0.897"
"1999-06-03","513","461","0.899"
"1999-06-04","513","460","0.897"
"1999-06-07","513","460","0.897"
"1999-06-08","513","461","0.899"
"1999-06-09","513","461","0.899"
"1999-06-10","513","461","0.899"
"1999-06-11","513","461","0.899"
"1999-06-14","513","461","0.899"
"1999-06-15","513","461","0.899"
"1999-06-16","513","461","0.899"
"1999-06-17","513","461","0.899"
"1999-06-18","513","461","0.899"
"1999-06-21","513","462","0.901"
"1999-06-22","513","461","0.899"
"1999-06-23","513","462","0.901"
"1999-06-24","513","462","0.901"
"1999-06-25","513","461","0.899"
"1999-06-28","513","461","0.899"
"1999-06-29","513","462","0.901"
"1999-06-30","513","462","0.901"
"1999-07-01","513","462","0.901"
"1999-07-02","513","462","0.901"
"1999-07-06","513","462","0.901"
"1999-07-07","513","462","0.901"
"1999-07-08","513","462","0.901"
"1999-07-09","513","462","0.901"
"1999-07-12","513","462","0.901"
"1999-07-13","513","462","0.901"
"1999-07-14","513","462","0.901"
"1999-07-15","513","462","0.901"
"1999-07-16","513","462","0.901"
"1999-07-19","513","462","0.901"
"1999-07-20","513","462","0.901"
"1999-07-21","513","463","0.903"
"1999-07-22","513","462","0.901"
"1999-07-23","513","462","0.901"
"1999-07-26","513","462","0.901"
"1999-07-27","513","462","0.901"
"1999-07-28","513","462","0.901"
"1999-07-29","513","462","0.901"
"1999-07-30","513","464","0.904"
"1999-08-02","513","463","0.903"
"1999-08-03","513","463","0.903"
"1999-08-04","513","463","0.903"
"1999-08-05","513","463","0.903"
"1999-08-06","513","464","0.904"
"1999-08-09","513","463","0.903"
"1999-08-10","513","464","0.904"
"1999-08-11","513","463","0.903"
"1999-08-12","513","464","0.904"
"1999-08-13","513","463","0.903"
"1999-08-16","513","463","0.903"
"1999-08-17","513","463","0.903"
"1999-08-18","513","463","0.903"
"1999-08-19","513","463","0.903"
"1999-08-20","513","463","0.903"
"1999-08-23","513","463","0.903"
"1999-08-24","513","463","0.903"
"1999-08-25","513","463","0.903"
"1999-08-26","513","463","0.903"
"1999-08-27","513","463","0.903"
"1999-08-30","513","463","0.903"
"1999-08-31","513","463","0.903"
"1999-09-01","513","463","0.903"
"1999-09-02","513","463","0.903"
"1999-09-03","513","463","0.903"
"1999-09-07","513","463","0.903"
"1999-09-08","513","463","0.903"
"1999-09-09","513","463","0.903"
"1999-09-10","513","463","0.903"
"1999-09-13","513","463","0.903"
"1999-09-14","513","463","0.903"
"1999-09-15","513","463","0.903"
"1999-09-16","513","463","0.903"
"1999-09-17","513","464","0.904"
"1999-09-20","513","463","0.903"
"1999-09-21","513","463","0.903"
"1999-09-22","513","463","0.903"
"1999-09-23","513","463","0.903"
"1999-09-24","513","463","0.903"
"1999-09-27","513","463","0.903"
"1999-09-28","513","464","0.904"
"1999-09-29","513","463","0.903"
"1999-09-30","513","465","0.906"
"1999-10-01","513","464","0.904"
"1999-10-04","513","463","0.903"
"1999-10-05","513","463","0.903"
"1999-10-06","513","463","0.903"
"1999-10-07","513","463","0.903"
"1999-10-08","513","463","0.903"
"1999-10-11","513","464","0.904"
"1999-10-12","513","464","0.904"
"1999-10-13","513","463","0.903"
"1999-10-14","513","463","0.903"
"1999-10-15","513","464","0.904"
"1999-10-18","513","464","0.904"
"1999-10-19","513","464","0.904"
"1999-10-20","513","464","0.904"
"1999-10-21","513","464","0.904"
"1999-10-22","513","464","0.904"
"1999-10-25","513","465","0.906"
"1999-10-26","513","465","0.906"
"1999-10-27","513","465","0.906"
"1999-10-28","513","465","0.906"
"1999-10-29","513","465","0.906"
"1999-11-01","513","465","0.906"
"1999-11-02","513","465","0.906"
"1999-11-03","513","465","0.906"
"1999-11-04","513","466","0.908"
"1999-11-05","513","466","0.908"
"1999-11-08","513","466","0.908"
"1999-11-09","513","465","0.906"
"1999-11-10","513","465","0.906"
"1999-11-11","513","465","0.906"
"1999-11-12","513","466","0.908"
"1999-11-15","513","466","0.908"
"1999-11-16","513","465","0.906"
"1999-11-17","513","465","0.906"
"1999-11-18","513","464","0.904"
"1999-11-19","513","464","0.904"
"1999-11-22","513","464","0.904"
"1999-11-23","513","464","0.904"
"1999-11-24","513","464","0.904"
"1999-11-26","513","464","0.904"
"1999-11-29","513","464","0.904"
"1999-11-30","513","466","0.908"
"1999-12-01","513","464","0.904"
"1999-12-02","513","465","0.906"
"1999-12-03","513","464","0.904"
"1999-12-06","513","464","0.904"
"1999-12-07","513","465","0.906"
"1999-12-08","513","465","0.906"
"1999-12-09","513","465","0.906"
"1999-12-10","513","465","0.906"
"1999-12-13","513","465","0.906"
"1999-12-14","513","465","0.906"
"1999-12-15","513","465","0.906"
"1999-12-16","513","465","0.906"
"1999-12-17","513","465","0.906"
"1999-12-20","513","465","0.906"
"1999-12-21","513","465","0.906"
"1999-12-22","513","465","0.906"
"1999-12-23","513","465","0.906"
"1999-12-27","513","465","0.906"
"1999-12-28","513","465","0.906"
"1999-12-29","513","465","0.906"
"1999-12-30","513","466","0.908"
"1999-12-31","513","463","0.903"
"2000-01-03","512","465","0.908"
"2000-01-04","512","465","0.908"
"2000-01-05","513","466","0.908"
"2000-01-06","513","466","0.908"
"2000-01-07","513","466","0.908"
"2000-01-10","513","466","0.908"
"2000-01-11","513","466","0.908"
"2000-01-12","513","466","0.908"
"2000-01-13","513","466","0.908"
"2000-01-14","513","466","0.908"
"2000-01-18","513","466","0.908"
"2000-01-19","513","466","0.908"
"2000-01-20","513","466","0.908"
"2000-01-21","513","466","0.908"
"2000-01-24","513","466","0.908"
"2000-01-25","513","466","0.908"
"2000-01-26","513","466","0.908"
"2000-01-27","513","466","0.908"
"2000-01-28","513","469","0.914"
"2000-01-31","513","466","0.908"
"2000-02-01","513","466","0.908"
"2000-02-02","513","466","0.908"
"2000-02-03","513","466","0.908"
"2000-02-04","513","466","0.908"
"2000-02-07","513","466","0.908"
"2000-02-08","513","466","0.908"
"2000-02-09","513","466","0.908"
"2000-02-10","513","466","0.908"
"2000-02-11","513","466","0.908"
"2000-02-14","513","466","0.908"
"2000-02-15","513","466","0.908"
"2000-02-16","513","466","0.908"
"2000-02-17","513","466","0.908"
"2000-02-18","513","466","0.908"
"2000-02-22","513","466","0.908"
"2000-02-23","513","465","0.906"
"2000-02-24","513","466","0.908"
"2000-02-25","513","466","0.908"
"2000-02-28","513","466","0.908"
"2000-02-29","513","466","0.908"
"2000-03-01","513","466","0.908"
"2000-03-02","513","466","0.908"
"2000-03-03","513","466","0.908"
"2000-03-06","513","466","0.908"
"2000-03-07","513","466","0.908"
"2000-03-08","513","466","0.908"
"2000-03-09","513","466","0.908"
"2000-03-10","513","466","0.908"
"2000-03-13","512","467","0.912"
"2000-03-14","512","467","0.912"
"2000-03-15","513","468","0.912"
"2000-03-16","513","467","0.910"
"2000-03-17","513","467","0.910"
"2000-03-20","513","467","0.910"
"2000-03-21","513","467","0.910"
"2000-03-22","513","467","0.910"
"2000-03-23","513","467","0.910"
"2000-03-24","513","467","0.910"
"2000-03-27","513","467","0.910"
"2000-03-28","513","468","0.912"
"2000-03-29","513","467","0.910"
"2000-03-30","513","467","0.910"
"2000-03-31","513","469","0.914"
"2000-04-03","513","467","0.910"
"2000-04-04","513","467","0.910"
"2000-04-05","513","467","0.910"
"2000-04-06","513","467","0.910"
"2000-04-07","513","467","0.910"
"2000-04-10","513","467","0.910"
"2000-04-11","513","467","0.910"
"2000-04-12","513","467","0.910"
"2000-04-13","513","467","0.910"
"2000-04-14","513","467","0.910"
"2000-04-17","513","468","0.912"
"2000-04-18","513","467","0.910"
"2000-04-19","513","467","0.910"
"2000-04-20","513","467","0.910"
"2000-04-24","513","467","0.910"
"2000-04-25","513","467","0.910"
"2000-04-26","513","467","0.910"
"2000-04-27","513","467","0.910"
"2000-04-28","513","467","0.910"
"2000-05-01","513","467","0.910"
"2000-05-02","513","467","0.910"
"2000-05-03","513","467","0.910"
"2000-05-04","513","469","0.914"
"2000-05-05","513","467","0.910"
"2000-05-08","513","467","0.910"
"2000-05-09","513","468","0.912"
"2000-05-10","513","467","0.910"
"2000-05-11","513","467","0.910"
"2000-05-12","513","467","0.910"
"2000-05-15","513","467","0.910"
"2000-05-16","513","468","0.912"
"2000-05-17","513","467","0.910"
"2000-05-18","513","467","0.910"
"2000-05-19","513","467","0.910"
"2000-05-22","513","467","0.910"
"2000-05-23","513","467","0.910"
"2000-05-24","513","467","0.910"
"2000-05-25","513","467","0.910"
"2000-05-26","513","467","0.910"
"2000-05-30","513","467","0.910"
"2000-05-31","513","468","0.912"
"2000-06-01","513","467","0.910"
"2000-06-02","513","467","0.910"
"2000-06-05","513","467","0.910"
"2000-06-06","513","467","0.910"
"2000-06-07","513","468","0.912"
"2000-06-08","513","467","0.910"
"2000-06-09","513","466","0.908"
"2000-06-12","513","468","0.912"
"2000-06-13","513","467","0.910"
"2000-06-14","513","467","0.910"
"2000-06-15","513","468","0.912"
"2000-06-16","512","468","0.914"
"2000-06-19","512","467","0.912"
"2000-06-20","513","469","0.914"
"2000-06-21","513","468","0.912"
"2000-06-22","513","468","0.912"
"2000-06-23","513","468","0.912"
"2000-06-26","513","468","0.912"
"2000-06-27","513","468","0.912"
"2000-06-28","513","469","0.914"
"2000-06-29","513","469","0.914"
"2000-06-30","513","470","0.916"
"2000-07-03","513","469","0.914"
"2000-07-05","513","470","0.916"
"2000-07-06","513","470","0.916"
"2000-07-07","513","470","0.916"
"2000-07-10","513","470","0.916"
"2000-07-11","513","470","0.916"
"2000-07-12","513","471","0.918"
"2000-07-13","513","470","0.916"
"2000-07-14","513","470","0.916"
"2000-07-17","513","469","0.914"
"2000-07-18","513","469","0.914"
"2000-07-19","513","469","0.914"
"2000-07-20","513","469","0.914"
"2000-07-21","513","469","0.914"
"2000-07-24","513","469","0.914"
"2000-07-25","513","469","0.914"
"2000-07-26","513","470","0.916"
"2000-07-27","513","470","0.916"
"2000-07-28","513","469","0.914"
"2000-07-31","513","469","0.914"
"2000-08-01","513","469","0.914"
"2000-08-02","513","468","0.912"
"2000-08-03","513","469","0.914"
"2000-08-04","513","469","0.914"
"2000-08-07","513","469","0.914"
"2000-08-08","513","469","0.914"
"2000-08-09","513","469","0.914"
"2000-08-10","513","469","0.914"
"2000-08-11","513","469","0.914"
"2000-08-14","513","470","0.916"
"2000-08-15","513","469","0.914"
"2000-08-16","513","469","0.914"
"2000-08-17","513","469","0.914"
"2000-08-18","513","470","0.916"
"2000-08-21","513","469","0.914"
"2000-08-22","513","469","0.914"
"2000-08-23","513","469","0.914"
"2000-08-24","513","469","0.914"
"2000-08-25","513","469","0.914"
"2000-08-28","513","468","0.912"
"2000-08-29","513","469","0.914"
"2000-08-30","513","469","0.914"
"2000-08-31","513","469","0.914"
"2000-09-01","513","469","0.914"
"2000-09-05","513","469","0.914"
"2000-09-06","513","469","0.914"
"2000-09-07","513","469","0.914"
"2000-09-08","513","469","0.914"
"2000-09-11","513","469","0.914"
"2000-09-12","513","469","0.914"
"2000-09-13","513","469","0.914"
"2000-09-14","513","469","0.914"
"2000-09-15","513","469","0.914"
"2000-09-18","513","468","0.912"
"2000-09-19","513","468","0.912"
"2000-09-20","513","468","0.912"
"2000-09-21","513","468","0.912"
"2000-09-22","513","468","0.912"
"2000-09-25","513","468","0.912"
"2000-09-26","513","468","0.912"
"2000-09-27","513","468","0.912"
"2000-09-28","513","468","0.912"
"2000-09-29","513","469","0.914"
"2000-10-02","513","471","0.918"
"2000-10-03","513","469","0.914"
"2000-10-04","513","469","0.914"
"2000-10-05","513","469","0.914"
"2000-10-06","513","469","0.914"
"2000-10-09","513","469","0.914"
"2000-10-10","513","469","0.914"
"2000-10-11","513","469","0.914"
"2000-10-12","513","469","0.914"
"2000-10-13","513","469","0.914"
"2000-10-16","513","469","0.914"
"2000-10-17","513","470","0.916"
"2000-10-18","513","469","0.914"
"2000-10-19","513","469","0.914"
"2000-10-20","513","470","0.916"
"2000-10-23","513","469","0.914"
"2000-10-24","513","469","0.914"
"2000-10-25","513","469","0.914"
"2000-10-26","513","469","0.914"
"2000-10-27","513","469","0.914"
"2000-10-30","513","469","0.914"
"2000-10-31","513","469","0.914"
"2000-11-01","512","471","0.920"
"2000-11-02","512","469","0.916"
"2000-11-03","512","470","0.918"
"2000-11-06","512","469","0.916"
"2000-11-07","512","469","0.916"
"2000-11-08","512","469","0.916"
"2000-11-09","512","468","0.914"
"2000-11-10","512","469","0.916"
"2000-11-13","512","469","0.916"
"2000-11-14","512","470","0.918"
"2000-11-15","512","469","0.916"
"2000-11-16","512","470","0.918"
"2000-11-17","512","470","0.918"
"2000-11-20","512","470","0.918"
"2000-11-21","512","471","0.920"
"2000-11-22","512","471","0.920"
"2000-11-24","512","469","0.916"
"2000-11-27","512","470","0.918"
"2000-11-28","512","470","0.918"
"2000-11-29","512","470","0.918"
"2000-11-30","512","470","0.918"
"2000-12-01","512","469","0.916"
"2000-12-04","511","470","0.920"
"2000-12-05","511","470","0.920"
"2000-12-06","511","470","0.920"
"2000-12-07","511","470","0.920"
"2000-12-08","512","475","0.928"
"2000-12-11","512","475","0.928"
"2000-12-12","512","472","0.922"
"2000-12-13","512","472","0.922"
"2000-12-14","512","472","0.922"
"2000-12-15","512","472","0.922"
"2000-12-18","512","472","0.922"
"2000-12-19","512","472","0.922"
"2000-12-20","512","472","0.922"
"2000-12-21","512","473","0.924"
"2000-12-22","512","472","0.922"
"2000-12-26","512","472","0.922"
"2000-12-27","512","472","0.922"
"2000-12-28","512","472","0.922"
"2000-12-29","512","472","0.922"
"2001-01-02","512","474","0.926"
"2001-01-03","512","474","0.926"
"2001-01-04","512","474","0.926"
"2001-01-05","512","474","0.926"
"2001-01-08","512","474","0.926"
"2001-01-09","512","474","0.926"
"2001-01-10","512","474","0.926"
"2001-01-11","512","474","0.926"
"2001-01-12","512","475","0.928"
"2001-01-16","512","474","0.926"
"2001-01-17","512","474","0.926"
"2001-01-18","512","474","0.926"
"2001-01-19","512","474","0.926"
"2001-01-22","512","474","0.926"
"2001-01-23","512","474","0.926"
"2001-01-24","512","474","0.926"
"2001-01-25","512","474","0.926"
"2001-01-26","512","474","0.926"
"2001-01-29","512","475","0.928"
"2001-01-30","512","474","0.926"
"2001-01-31","512","474","0.926"
"2001-02-01","512","474","0.926"
"2001-02-02","512","474","0.926"
"2001-02-05","512","474","0.926"
"2001-02-06","512","475","0.928"
"2001-02-07","512","474","0.926"
"2001-02-08","512","474","0.926"
"2001-02-09","512","474","0.926"
"2001-02-12","512","474","0.926"
"2001-02-13","512","474","0.926"
"2001-02-14","512","474","0.926"
"2001-02-15","512","474","0.926"
"2001-02-16","512","474","0.926"
"2001-02-20","512","474","0.926"
"2001-02-21","512","474","0.926"
"2001-02-22","512","474","0.926"
"2001-02-23","512","474","0.926"
"2001-02-26","512","474","0.926"
"2001-02-27","512","474","0.926"
"2001-02-28","512","475","0.928"
"2001-03-01","512","475","0.928"
"2001-03-02","512","475","0.928"
"2001-03-05","512","475","0.928"
"2001-03-06","512","475","0.928"
"2001-03-07","512","475","0.928"
"2001-03-08","512","475","0.928"
"2001-03-09","512","475","0.928"
"2001-03-12","512","476","0.930"
"2001-03-13","512","477","0.932"
"2001-03-14","512","478","0.934"
"2001-03-15","512","478","0.934"
"2001-03-16","512","478","0.934"
"2001-03-19","512","478","0.934"
"2001-03-20","512","478","0.934"
"2001-03-21","512","478","0.934"
"2001-03-22","512","478","0.934"
"2001-03-23","512","478","0.934"
"2001-03-26","512","478","0.934"
"2001-03-27","512","478","0.934"
"2001-03-28","512","477","0.932"
"2001-03-29","512","478","0.934"
"2001-03-30","513","480","0.936"
"2001-04-02","513","478","0.932"
"2001-04-03","513","477","0.930"
"2001-04-04","513","477","0.930"
